,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,"Agricultural, Timber, Packaging & Building Materials",Automobiles & Auto Components,Banks,Capital Goods,Capital Markets,Chemicals,Commercial & Professional Services,Consumer Durables & Apparel,Consumer Services,Diversified Financials,Energy Equipment & Services,Food & Staple Retailing,"Food, Beverage & Tobacco",Health Insurance & Managed Care,Healthcare Equipment & Services,Household & Personal Products,Insurance,Internet Retail & Consumer Electronics,Media,Metals & Mining,Oil & Gas E&P,"Oil, Gas & Consumable Fuels","Pharmaceuticals, Biotechnology & Life Sciences",REIT,Real Estate Services,Retailing,Semiconductors & Semiconductor Equipment,Software & Services,Technology Hardware & Equipment,Telecom Services,Transportation,Utilities,cusip,issuer,permno,residual,PredictedBeta,PredictedVolatility
AFYA,1.0189453765910363,-1.1106723399436365,3.0,2.2581008971313885,1.930483627458631,1.853502845201095,-0.41341780171767256,1.4136520095645269,-0.006643178219169622,0.07543639886243267,0.07945916530917542,2.1225319488843013,1.2621810173362151,0.0991506984473978,0.0,1.264911051483126,-0.4581591234936718,-0.5283051399165255,-0.08611862613715114,0.15933329607468755,-0.8761864855190602,-1.122391701816847,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G01125106,Afya Ltd,110643,0.08131746592399518,0.6275221914938508,0.3639301384469352
AG,0.7037912774735842,-1.1547730120193669,0.05595252674859846,-1.2499977171157326,-0.4792765205605562,-0.0035245742041315176,2.4191452963376388,-0.4047011043458748,-0.2001158653829593,-0.9126077136617861,-1.7479009636895333,-0.06189927567848635,2.9950934751873524,-3.0,-1.001496384672327,0.5698243810836859,-2.018958398638702,-0.3038135195004673,0.7246644298727888,2.603932284303413,0.31486776652487525,2.7191318111229865,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32076V103 32076R102,First Majestic Silver Corp,124645,0.23302130943912397,1.2349491900994902,0.5772814018134349
AGAE,2.5121788616125933,-1.248669875327237,1.642317459522499,-1.7299707320477589,-3.0,-1.9349333527069354,0.0,0.6660697418126293,1.4463172552012253,-1.7064641652306918,-1.520700527455729,-0.6998756353350984,-0.5081809690291367,1.2384947450061192,-0.7320972220981055,-0.23874851038760145,1.8690640535580563,-0.8227452691344593,0.4513344589198449,2.603932284303413,0.1051532578707118,-1.122391701816847,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,019170109 09216T107 09216T206,ALLIED GAMING & ENTERTAINMENT INC,121788,0.8468895204087193,1.1695217717987114,0.9580800840749815
AGCO,0.7328869168736741,1.1826547132972303,-0.18157662481379358,-1.458209177920368,0.36737045902798565,0.251238512352733,0.14989899950067131,0.03330747286753119,0.3207561375771676,-1.6228815167431083,-1.780577166458416,-0.1905748260442228,-1.5733261510499603,0.09914575847189841,1.4758716764677589,0.5713892780304827,1.6922163323796713,-0.17800802737978771,-0.2934627990760036,0.6590143125282908,-0.07629056573261427,0.16404977417144834,0.7462346136646115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001084102,AGCO CORP,197879,0.044169370985451366,1.041876286430696,0.31256243523160776
AGEN,-1.131155391309245,1.487980805390387,0.4303874298204985,-1.9221452303717859,-1.7820139750903512,-1.0132035770304104,-0.7104997348908253,0.9086834541902598,1.2464389351340706,2.5084184395140805,-1.7356629071204455,-1.2955554884715008,-2.0013713030692877,-3.0,-0.5312208868152624,2.1965085653811913,-0.14422842281958131,-1.2489655304573481,-1.7462677815497711,2.603932284303413,-0.04724028935604425,2.7191318111229865,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,00847G705 00847G804 00847G101 037032109,AGENUS INC,196184,0.9396739993639576,1.0579374234435197,1.0084534164125118
AGFY,1.5018942467050216,-1.3542268399617565,3.0,-2.0555934586489952,-3.0,-1.8668659490553234,1.8109948657679027,0.4915411299276044,1.16874454996233,-3.0,-2.7042662717793964,0.0,-1.5733261510499603,1.2384947450061192,-0.7439769895994212,1.0317590010334399,-2.2686249471628215,-0.4481824590601703,-0.32181393733202235,2.603932284303413,0.5860590634353718,-1.122391701816847,1.3014072864779669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00853E107 00853E206 00853E305 00853E404,AGRIFY CORP,633127,1.3923754549413492,1.3913461326338943,1.2194758634792482
AGH,-0.09288184182989893,-1.8305791434971836,1.3672304908300932,-1.8839247426752064,0.0,0.0,0.0,-1.9247961252961119,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.7507141076714234,3.0,2.603932284303413,-1.2855620104677148,2.7191318111229865,1.3014072864779669,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,AUREUS GREENWAY HOLDINGS INC,643498,2.480700824116195,0.6948205405533197,1.5884692786321166
AGI,-0.39209624048925373,-1.2464961367632525,-0.5561757960350543,-0.25358579360416594,-0.6274541421218777,-0.45197684545108757,2.6260329842557004,-0.614572389639874,0.16165329809542411,-0.36206551445084945,-0.42736647458900506,1.0250206714423145,2.9950934751873524,-0.8164499827331342,-0.8727704840761931,-1.1543606361123737,0.2701420203269216,-0.3446936814935238,-0.6105123705431978,0.8320301854840615,-1.36428628048498,-0.3712758180870483,0.49037326761053046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,011532108 011527108,Alamos Gold Inc,123669,0.0768684779884808,0.6538009746998273,0.35321383833425557
AGIO,1.616259242909386,-0.25091104424637206,-0.40294113311665464,2.4572378697590858,-1.7820139750903512,-1.0132035770304104,-1.0845542474300334,0.27295769467684394,1.2464389351340706,1.9096979502752935,2.979571314293269,1.7118106088355445,1.5705544047479638,-0.2678686059803745,-0.5312208868152624,2.100442649524648,-1.9962501204994154,-0.5746137707570491,2.3867050796749543,1.3775315865517954,0.030035508153766363,1.1881716952750248,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,00847X104,AGIOS PHARMACEUTICALS INC,193455,0.1145035456982491,0.9128287892348248,0.41359398738174863
AGL,3.0,2.5014974368328775,1.0784317321278698,-1.9221452303717859,-3.0,-2.253137914032413,-1.918480253356938,1.7312899203053844,0.019019296751199122,-2.3565581530935167,-2.652037345087112,2.5768630726221073,1.4935239240691454,-0.0322284625365883,-0.5312208868152624,1.0180800205422456,1.6225017215210504,0.6140764368714685,-1.241604960143512,2.603932284303413,-1.1530657451541253,1.6709976820287709,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00857U107,AGILON HEALTH INC,634783,0.42628347249470877,0.6390850167599504,0.689004002837329
AGM,1.7530918643251574,-0.2964827874421358,0.0,-1.9500279399775766,0.0,0.0,-1.0235892518009209,1.133175250806098,-0.7841939551552253,-0.27629397808855705,-0.7444259509029241,0.7777470764375816,-0.9581316491843447,0.016625005996814324,1.643055794093348,-0.0,-0.0,2.355609895195771,0.0,-0.5379533493607974,-0.17729473300527404,-0.6145239542239229,1.3014072864779669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313148306,FEDERAL AGRICULTURAL MORTGAGE CORP,198132,0.02650970547540769,0.916464561161743,0.2821750619688493
AGM-PD,0.0,0.0,0.0,0.0,0.0,0.0,-1.088226251960648,-1.274650225808857,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-1.519477023144435,0.0,-0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313148868,Federal Agricultural Mortgage Corp,110798,0.026103093587928596,0.46476166299841737,0.2273602708530369
AGM-PE,0.0,0.0,0.0,0.0,0.0,0.0,-1.1422271050391504,-0.9585781830827731,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-1.4318751656563724,0.0,-0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313148850,Federal Agricultural Mortgage Corp,631188,0.017971768232090138,0.4996809268167517,0.2100470719695848
AGM-PF,0.0,0.0,0.0,0.0,0.0,0.0,-1.1232252977136774,-0.8084026919146816,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-1.66484715745806,0.0,-0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313148843,Federal Agricultural Mortgage Corp,631869,0.025176032614350644,0.43930501977465614,0.22573622254489611
AGM-PG,0.0,0.0,0.0,0.0,0.0,0.0,-1.3254504592816407,-0.7681175356244608,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-1.4003530188178503,0.0,-0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313148835,FEDERAL AGRICULTURAL MORTGAGE CORP,635322,0.02578506272754331,0.5135114631658516,0.2298660480820719
AGMH,3.0,3.0,3.0,2.856052200914683,0.0,0.0,-2.4857652719173915,1.9272809352939744,0.0,0.0,0.0,0.0,0.0,1.2384947450061192,0.0,-0.0,-0.0,0.0,-0.7253873864082461,2.603932284303413,-0.22700431074139524,2.7191318111229865,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,G0132V105,Agm Group Holdings Inc,119279,1.5492668669690828,1.2596422166525838,1.2830627322533616
AGNC,2.11814155564964,-0.4208255751277163,1.1266727897869626,-0.8272536389858243,-0.511181664191374,-1.2708085825112212,0.08844940446138681,0.04914731089208109,-0.017151293257215237,-0.12804011434297377,-0.3593721662481804,0.0,-1.6902795260874868,-3.0,1.2521024686544397,-0.0,-0.0,2.4708822946478244,0.0,-1.1238103004399331,-0.39720116663768484,1.4020098565502892,0.6055024221497385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00123Q104 02503X105,AGNC INVESTMENT CORP,193651,0.022100026331720868,0.6055002407109047,0.24012890925314184
AGNCL,0.0,0.0,0.0,0.0,0.0,0.0,0.7841211473993271,-0.47452987655260326,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-1.66484715745806,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,AGNC INVESTMENT CORP,639042,0.023314645422034895,0.2786743015602373,0.2232867653497739
AGNCM,0.0,0.0,0.0,0.0,0.0,0.0,0.572136615899358,-0.407242386187014,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-1.6214804865036183,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00123Q609,AGNC Investment Corp,111179,0.020074840773043466,0.291442104488226,0.21609041882690444
AGNCN,0.0,0.0,0.0,0.0,0.0,0.0,0.6355388751563492,-0.3848578463768344,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-1.66484715745806,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00123Q500,AGNC Investment Corp,112732,0.019619996745718776,0.28050082152889094,0.21529202362252609
AGNCO,0.0,0.0,0.0,0.0,0.0,0.0,0.6751672924766883,-0.3767166921183844,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-1.6138641698272367,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00123Q807,AGNC Investment Corp,110476,0.020688579931441322,0.29545515801954314,0.21719259758991652
AGNCP,0.0,0.0,0.0,0.0,0.0,0.0,0.7254777103482791,-0.30831533930592186,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-1.6110676350111106,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00123Q872,AGNC Investment Corp,110102,0.019820074562704564,0.2989638299767009,0.21512065526519658
AGO,1.6358235332737339,-0.9351334694396944,0.0,1.1954792755468409,0.0,0.0,0.10801962175743753,-0.25527111010684234,0.019019296751199122,-0.15202724576642457,-0.12089952834552642,-1.4905944210630893,-1.953789874166146,1.2384947450061192,-0.45479048868056166,-0.0,-0.0,-1.6436251215322824,0.0,-0.676960655732574,-0.34536717689933455,-0.8188327052185981,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G0585R106,ASSURED GUARANTY LTD,195273,0.016661954889679205,0.7769479270019047,0.24883220401306672
AGRI,2.929723613039061,-1.1552461229373816,3.0,-2.121282202999484,-2.8839717169060974,-1.8093259999901525,-2.163866576666061,2.5043315215888153,3.0,-2.6746863700460795,-2.402403920018904,0.0,2.888599388004989,1.2384947450061192,-1.6797464072472692,0.29631618300625334,1.9862414142394056,-0.4751721449159193,-0.763973357916018,2.603932284303413,-0.4905023344446672,2.7191318111229865,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C00948106,AGRIFORCE GROWING SYSTEMS LTD,635668,0.9811165034837779,0.7906605979156183,1.0170174714050841
AGRO,2.929723613039061,1.9203449036310356,1.1994828161650324,0.9753859340350847,0.7723943968080937,1.853502845201095,-0.17916327510544433,0.21472094256076976,-0.006643178219169622,-0.44876942653519825,-0.8897257441848241,1.5130779618247967,1.7249132116014763,0.7433594410691826,0.0,0.7146199531644194,0.709887004737256,-0.4301181806855004,0.3532860410833889,0.18512039459861268,-0.7978117706299945,-1.0446089463995043,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L00849106,Adecoagro SA,165602,0.05596926309221985,0.5352117697348376,0.28828166621813217
AGX,-0.38666563815639804,-1.0211096045911345,-0.27088323995995095,-0.05805737277081214,0.4495480690118062,-0.1272452742935644,1.8109948657679027,-0.6886737188832086,0.019019296751199122,0.22928131255319661,0.5892361355896055,2.8226077627628214,2.6173359819522517,-0.27136942412784454,-0.3306276313897064,-3.0,-1.1816558546307476,-0.26947503589598176,-0.12370453698354517,2.603932284303413,1.38175778347411,2.7191318111229865,1.3014072864779669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04010E109,ARGAN INC,199268,0.1474953328589649,1.55091283692405,0.5128449690522473
AGYS,-0.3999846202427287,-0.25249656982921254,-0.6145735156000922,-0.6359280343082166,-0.6406807238312099,-0.7372632775294458,-0.6628273261708767,-0.4684894949228934,0.7886351595703401,-0.34148045240960256,-0.4556247323969564,0.4680054283071392,0.6314330178033352,-7.68392764455511e-05,-0.3135495119025466,0.6262066960570265,2.223321432315282,-0.45041857073404634,-0.891502198512927,0.7299143105744865,0.5975829504264232,-0.22422154892598423,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,00847J105 723877106,AGILYSYS INC,199422,0.06940675739798438,1.1660467145260756,0.35898932791848676
AHCO,2.965014401102244,3.0,-0.2769591453876557,1.2142970140456135,2.5270063813257884,2.5472003880688483,-1.3329601339149797,-1.8141700627892805,-2.1095467394360496,-0.06837698247896486,-0.6052412244500343,0.16998742235444053,-0.9842123667278595,-0.17328187790672123,-0.5312208868152624,0.5891307206753875,0.42585380990710714,0.35208266683004336,-1.1701373132545942,1.6176926924389152,-0.06547541052344402,-0.35780756797947066,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00653Q102 23291E109 23291E208,ADAPTHEALTH CORP,120510,0.12528670287917443,1.0441871569674337,0.4486103597784998
AHG,1.1950637370235657,-2.2656686543481683,1.439606427628962,-1.9221452303717859,0.0,0.0,2.5603753124568542,-1.046527178928208,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,-0.0,-0.0,0.0,2.3867050796749543,2.603932284303413,-1.4794310930735195,-1.122391701816847,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,037933108,Apria Healthcare Group Inc,197855,0.7706383533729249,0.36513228945259496,0.9014438929699689
AHH,2.11814155564964,2.1592535638269004,0.2516773006314676,0.540040396159013,0.8388541875931577,-0.49971165393230244,-1.802205648314298,0.3346001632570097,-0.017151293257215237,-0.28263963899747774,-0.34303260168404215,1.8182718035400918,-1.6902795260874868,-3.0,1.2521024686544397,1.9148126152080296,-0.0,0.2850569948189381,0.0,-0.4262521879569926,-0.40030930755086047,-0.36696498929624183,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,04208T108,ARMADA HOFFLER PROPERTIES INC,191568,0.030379026950798013,0.738446110730639,0.28993164494477514
AHH-PA,0.0,0.0,0.0,0.0,0.0,0.0,0.34735364025555737,-0.03517100984012595,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-1.4393710176204735,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,04208T207,Armada Hoffler Properties Inc,110708,0.03098064916840602,0.3534837842909336,0.24028092073170743
AHL,1.9921613796366013,1.6904444592878252,0.0,1.5269301704037672,0.0,0.0,0.0,-1.0668094355058284,-0.13115809537970322,-0.05024107747644033,-0.17506814905485313,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.8714849582241124,0.0,0.1295658054310825,-1.66484715745806,-1.122391701816847,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G05384105,Aspen Insurance Holdings Ltd,195311,0.06638494573369545,0.45446433589678764,0.32065291994693756
AHL-PD,0.0,0.0,0.0,0.0,0.0,0.0,-0.5422760517463318,-0.4024428616253419,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1238103004399331,-0.9384405785729252,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G05384162,Aspen Insurance Holdings Ltd,114064,0.03172265236212274,0.5307339238910027,0.25028995877039256
AHL-PE,0.0,0.0,0.0,0.0,0.0,0.0,-0.6440822692646196,-0.18836285965001676,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.060034997363334,-0.47165383025762597,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G05384204,Aspen Insurance Holdings Ltd,110577,0.025655939792160687,0.6741032071834181,0.2441513522988103
AHR,-0.6828784619858874,0.434427572044769,-0.4141348464155004,-0.7011348521300682,0.5110395239266321,-0.49956331342184457,2.134571042115281,-0.5192618172365288,0.019019296751199122,-0.19150828126497263,-0.39749736189333634,0.0,0.34721744037779795,-3.0,-1.2169453141558566,1.7603612583170452,-0.0,-0.0317118427835825,0.0,-0.18988422861423043,-0.7579712777563173,-0.6412151742341088,1.0150979976392258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,398182303,AMERICAN HEALTHCARE REIT INC,641126,0.029134797361214042,0.5928266030094114,0.24621621680053807
AHT,-2.2414922155720114,3.0,3.0,0.7099089797731873,2.8103830422337968,-1.3605555764398487,-1.095595947283383,2.0274200136324074,-0.017151293257215237,1.231846621163671,-1.309821743839324,-0.9115813719486463,-1.6902795260874868,1.2384947450061192,1.2521024686544397,1.9148126152080296,-0.0,-1.5904032517767388,0.0,2.603932284303413,-0.5975251447018394,-0.9651700135565152,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,044103109 044103869 044103877 044103794,ASHFORD HOSPITALITY TRUST INC,195398,0.21028707694288024,1.1261425646223442,0.5636392056021763
AHT-PD,0.0,0.0,0.0,0.0,0.0,0.0,0.7088488025309839,0.21919217587142192,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.2351500347295226,-0.5631007276745466,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,044103406,Ashford Hospitality Trust Inc,114034,0.10774945873238989,0.8153370702081361,0.38592741684288573
AHT-PF,0.0,0.0,0.0,0.0,0.0,0.0,-0.241000304522136,-1.1053593584616477,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.1699081008205154,-1.200842667088641,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,044103604,Ashford Hospitality Trust Inc,114033,0.11615414581303375,0.5776154731251668,0.3876484175620655
AHT-PG,0.0,0.0,0.0,0.0,0.0,0.0,0.1465941512175632,0.4762289822422749,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.41304272491094,-0.07751286326991333,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,044103703,Ashford Hospitality Trust Inc,114032,0.20098366130954207,1.05785209859993,0.512425924498975
AHT-PH,0.0,0.0,0.0,0.0,0.0,0.0,-0.6013947626453618,0.325749593143018,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,2.100492446477059,0.1629840295898004,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,044103802,Ashford Hospitality Trust Inc,114031,0.18587022178162524,1.0874524433950592,0.5006600247687236
AHT-PI,0.0,0.0,0.0,0.0,0.0,0.0,-0.36151376154931575,-0.4447881179312633,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.7799539419454256,-1.0774933464233654,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,044103885,Ashford Hospitality Trust Inc,114030,0.16477150031696552,0.6863503099652118,0.45268642021334804
AI,0.38484783462834815,-0.16462254049868635,-0.2781423607097794,-1.5233308992161891,-1.8451008318243516,-1.2054318968538638,-1.1793523120356721,1.8319648280865661,2.2058997444084416,-2.176664417345776,-2.193141107099645,0.2981193585399876,1.3537637553649027,-1.2265160974069236,-0.3135495119025466,0.6780126022287328,0.8417880079877762,-0.585299216469161,2.805953386026478,2.0618091019409044,1.9401113493003053,2.7191318111229865,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12468P104,C3AI INC,632729,0.08917526008943696,1.7104138839564378,0.47743554192697146
AIFF,-0.39971559953085006,-1.4148147242899558,1.8664529752310794,-1.5233308992161891,-3.0,-1.6056996813601696,0.0,1.0911372023443209,3.0,-2.932563277655819,-2.4240283165490912,-1.9529153193202742,-2.1504063695304994,-0.0,-0.3135495119025466,-3.0,-2.5987402824342536,0.03944260748960271,-0.6306069904511824,2.603932284303413,2.090033025071546,2.7191318111229865,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,456696103 456696202 317970101,FIREFLY NEUROSCIENCE INC,198405,0.5478554812351982,1.7649982655214416,0.832835480233532
AIFU,3.0,3.0,0.0,1.5269301704037672,0.0,0.0,0.0,-2.7254882960717204,0.0,0.0,0.0,-1.4905944210630893,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.6326619589426171,2.603932284303413,-0.25576816623994963,1.4888803282327627,1.3014072864779669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30712A103 18976M103,AIX INC,191079,1.4088485880049717,0.9951803771635116,1.2138580994822097
AIG,1.4313093474892344,-0.34197897413490075,0.0,-0.32604300713226814,0.0,0.0,0.07785083298797688,0.4742799153480311,0.019019296751199122,-1.1536600353206239,-0.6388736617098425,-1.4905944210630893,-1.953789874166146,1.2384947450061192,-0.038722805568801,-0.0,-0.0,-0.7098576303156657,0.0,-0.8654939041927512,-1.1393481714740163,-0.5673954291678616,-0.8258754637820683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,026874784 026874107,AMERICAN INTERNATIONAL GROUP INC,199966,0.012605095081780886,0.5459862912067422,0.21815303353119103
AIHS,-1.8900000682284852,2.305940388884986,0.0,-2.8524529297271046,0.0,0.0,-2.92834656197134,1.782266493335554,-0.7841939551552253,1.9175653517239812,-2.0322749523837573,-1.4905944210630893,-1.953789874166146,1.2384947450061192,-1.6261119319088262,-0.0,0.6816742697090004,-2.9608055445021235,-0.8869347755805166,2.603932284303413,-1.3189117749685992,2.7191318111229865,1.3014072864779669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817225105,Senmiao Technology Ltd,120343,0.38126677210139476,1.0089085820238983,0.6803626507502298
AII,-1.9824829302159015,0.6449074641192951,0.0,1.5269301704037672,0.0,0.0,0.0,-0.24318348333022785,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-3.0,0.0,0.22560470351706174,-1.66484715745806,-1.046717677292117,1.3014072864779669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02686E106,American Insured Mortgage Investors Series 85 L P,119665,0.12193457425775184,0.7808664288980396,0.40693628238116003
