"Cash Projections - Statement"
"As Of Date: 12-Sep-2025"
"Run ID: S-694-042-275"

"Cash Account CCY Code","Cash Account Number (Balance)","Account Number (Balance)","Account Name (Balance)","Projected Date","Net Opening Cash Balance","Sweep Balance","Total Settled Amount","Total Projected Amount","Projected Ending Balance","Cash Account Name (Balance)","Settled Purchases","Settled Sales","Settled Securities Lending","Settled Dividend Payments","Settled Interest Payments","Settled Principal Payments","Settled Combined P and I","Settled Maturities/RDM","Settled Corporate Actions","Settled Options/Futures","Settled Miscellaneous","Settled Receipts","Settled Disbursements","Projected Purchases","Projected Sales","Projected Securities Lending","Projected Dividend Payments","Projected Interest Payments","Projected Principal Payments","Projected Combined P and I","Projected Maturities/RDM","Projected Corporate Actions","Projected Options/Futures","Projected Miscellaneous","Projected Receipts","Projected Disbursements","Branch Code","Branch Name"
"HUF","40090452","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-18","0.00","0.00","0.00","0.00","0.00","HUF","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"HUF","41380616","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-12","600635.90","0.00","0.00","0.00","600635.90","HUF","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"HUF","41380616","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-15","600635.90","0.00","0.00","0.00","600635.90","HUF","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"HUF","41380616","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-16","600635.90","0.00","0.00","0.00","600635.90","HUF","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"HUF","41380616","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-17","600635.90","0.00","0.00","0.00","600635.90","HUF","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"HUF","41380616","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-18","600635.90","0.00","0.00","0.00","600635.90","HUF","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"IDR","41380617","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-12","3038703.00","0.00","0.00","0.00","3038703.00","IDR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"IDR","41380617","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-15","3038703.00","0.00","0.00","0.00","3038703.00","IDR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"IDR","41380617","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-16","3038703.00","0.00","0.00","0.00","3038703.00","IDR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"IDR","41380617","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-17","3038703.00","0.00","0.00","0.00","3038703.00","IDR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"IDR","41380617","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-18","3038703.00","0.00","0.00","0.00","3038703.00","IDR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"ILS","40090453","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-12","0.00","0.00","0.00","0.00","0.00","ILS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"ILS","40090453","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-15","0.00","0.00","0.00","0.00","0.00","ILS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"ILS","40090453","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-16","0.00","0.00","0.00","0.00","0.00","ILS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"ILS","40090453","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-17","0.00","0.00","0.00","0.00","0.00","ILS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"ILS","40090453","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-18","0.00","0.00","0.00","0.00","0.00","ILS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"ILS","41380618","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-12","3407.90","0.00","0.00","0.00","3407.90","ILS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"ILS","41380618","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-15","3407.90","0.00","0.00","0.00","3407.90","ILS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"ILS","41380618","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-16","3407.90","0.00","0.00","0.00","3407.90","ILS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"ILS","41380618","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-17","3407.90","0.00","0.00","0.00","3407.90","ILS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"ILS","41380618","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-18","3407.90","0.00","0.00","0.00","3407.90","ILS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"INR","41371915","85756","NYLIC INTERNATIONAL EQUITY (POST), 1682","2025-09-12","7891481.00","0.00","0.00","0.00","7891481.00","INR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"INR","41371915","85756","NYLIC INTERNATIONAL EQUITY (POST), 1682","2025-09-15","7891481.00","0.00","0.00","0.00","7891481.00","INR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"INR","41371915","85756","NYLIC INTERNATIONAL EQUITY (POST), 1682","2025-09-16","7891481.00","0.00","0.00","0.00","7891481.00","INR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"INR","41371915","85756","NYLIC INTERNATIONAL EQUITY (POST), 1682","2025-09-17","7891481.00","0.00","0.00","0.00","7891481.00","INR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"INR","41371915","85756","NYLIC INTERNATIONAL EQUITY (POST), 1682","2025-09-18","7891481.00","0.00","0.00","0.00","7891481.00","INR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"INR","41380620","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-12","39.89","0.00","0.00","0.00","39.89","INR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"INR","41380620","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-15","39.89","0.00","0.00","0.00","39.89","INR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"INR","41380620","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-16","39.89","0.00","0.00","0.00","39.89","INR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"INR","41380620","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-17","39.89","0.00","0.00","0.00","39.89","INR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"INR","41380620","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-18","39.89","0.00","0.00","0.00","39.89","INR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"JPY","40090454","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-12","0.00","0.00","0.00","0.00","0.00","JPY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"JPY","40090454","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-15","0.00","0.00","0.00","0.00","0.00","JPY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"JPY","40090454","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-16","0.00","0.00","0.00","0.00","0.00","JPY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"JPY","40090454","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-17","0.00","0.00","0.00","0.00","0.00","JPY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"JPY","40090454","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-18","0.00","0.00","0.00","0.00","0.00","JPY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"JPY","41356102","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-12","136226.00","0.00","0.00","0.00","136226.00","JPY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"JPY","41356102","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-15","136226.00","0.00","0.00","0.00","136226.00","JPY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"JPY","41356102","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-16","136226.00","0.00","0.00","0.00","136226.00","JPY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"JPY","41356102","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-17","136226.00","0.00","0.00","0.00","136226.00","JPY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"JPY","41356102","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-18","136226.00","0.00","0.00","0.00","136226.00","JPY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"KRW","41380621","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-12","22601.00","0.00","327740.00","0.00","350341.00","KRW","0.00","0.00","0.00","327740.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","327740.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"KRW","41380621","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-15","350341.00","0.00","0.00","0.00","350341.00","KRW","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"KRW","41380621","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-16","350341.00","0.00","0.00","0.00","350341.00","KRW","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"KRW","41380621","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-17","350341.00","0.00","0.00","0.00","350341.00","KRW","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"KRW","41380621","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-18","350341.00","0.00","0.00","0.00","350341.00","KRW","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MXN","40090455","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-12","0.00","0.00","0.00","0.00","0.00","MXN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MXN","40090455","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-15","0.00","0.00","0.00","0.00","0.00","MXN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MXN","40090455","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-16","0.00","0.00","0.00","0.00","0.00","MXN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MXN","40090455","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-17","0.00","0.00","0.00","0.00","0.00","MXN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MXN","40090455","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-18","0.00","0.00","0.00","0.00","0.00","MXN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MXN","41380622","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-12","2600.17","0.00","0.00","0.00","2600.17","MXN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MXN","41380622","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-15","2600.17","0.00","0.00","0.00","2600.17","MXN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MXN","41380622","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-16","2600.17","0.00","0.00","0.00","2600.17","MXN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MXN","41380622","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-17","2600.17","0.00","0.00","0.00","2600.17","MXN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MXN","41380622","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-18","2600.17","0.00","0.00","0.00","2600.17","MXN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MYR","41356103","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-12","0.00","0.00","0.00","0.00","0.00","MYR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MYR","41356103","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-15","0.00","0.00","0.00","0.00","0.00","MYR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MYR","41356103","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-16","0.00","0.00","0.00","0.00","0.00","MYR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MYR","41356103","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-17","0.00","0.00","0.00","0.00","0.00","MYR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"MYR","41356103","AIA40","NYLIAC GENERAL ACWI (GIA), 1821","2025-09-18","0.00","0.00","0.00","0.00","0.00","MYR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"NAD","40090456","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-12","0.00","0.00","0.00","0.00","0.00","NAD","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"NAD","40090456","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-15","0.00","0.00","0.00","0.00","0.00","NAD","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"NAD","40090456","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-16","0.00","0.00","0.00","0.00","0.00","NAD","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"NAD","40090456","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-17","0.00","0.00","0.00","0.00","0.00","NAD","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"NAD","40090456","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-18","0.00","0.00","0.00","0.00","0.00","NAD","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"NGN","40090457","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-12","0.00","0.00","0.00","0.00","0.00","NGN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"NGN","40090457","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-15","0.00","0.00","0.00","0.00","0.00","NGN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"NGN","40090457","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-16","0.00","0.00","0.00","0.00","0.00","NGN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"NGN","40090457","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-17","0.00","0.00","0.00","0.00","0.00","NGN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
"NGN","40090457","EUK20","NYLI VP HEDGE MULTI-STRATEGY PORTFO LIO","2025-09-18","0.00","0.00","0.00","0.00","0.00","NGN","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671","JPMCBNALB"
