"Account Number","Account Name","Cash Account Number","Cash Account Name","Sweep Vehicle Number","Sweep Vehicle Name","Account Group","Reporting Currency Code","Reporting Currency Name","Local Currency Code","Local Currency Name","Location Code","Location Name","Cash Reporting Date","Reference Number","Client Reference Number","Related Reference","Tax Code","Tax Code Description","Transaction Type Code","Transaction Type","Main Transaction Code","Sub Transaction Code","Detailed Transaction Type Name","Transaction Description 1","Transaction Description 2","Transaction Description 3","Transaction Description 4","Transaction Description 5","Transaction Description 6","Trade / Ex Date","Settle / Pay Date","Actual Settle Date","Record Date","Cash Post Date","Cash Value Date","Shares/Par","Local Price/Rate","Local Principal Amount","Local Income Amount","Gross Amount","Source Tax Withheld Amount","Bank Tax Withheld Amount","Opening Balance Local","Transaction Activity Local","Closing Balance Local","Opening Balance Reporting Equivalent","Transaction Amount Reporting Equivalent","Closing Balance Reporting Equivalent","Trading Broker Code","Trading BIC Broker Code","Trading Broker Name","Clearing Broker Code","Clearing Broker Name","Clearing BIC Broker Code","Security Short Description","Security Description 1","Security Description 2","Security  Description 3","Security Description 4","Security Description 5","Exchange Rate","CUSIP/CINS","TICKER","ISIN","SEDOL","VALOREN","SICOVAM","WPK","QUICK","Wire Reference Number","Begin Date","End Date","Report Run Date","Report Run Time","Current Factor","Previous Factor","Amortized Units","Event ID","Flat Tax %","Flat Tax Amount","Solidarity %","Solidarity Amount","Flat Tax Currency","Account - GSP","Extended Account","Opening STIF Balance","STIF Transaction Amount","Closing STIF Balance","Create Date","Last Updated","Contractual Indicator Code","Settlement Policy","CID","IAS Account Number","IAS Account Name","IAS Consolidated Account Name","IAS Consolidated Account Number","GFC Indicator","Issue Currency Code","Accrual Currency Code","Asset Category"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2506021607461","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2506021607461  UNITS/QNTY: 11,357.0000","SEDOL #: 4057808  ISIN #: FR0000120321  EVENT ID: 1565227453","DESC : LOREAL SA EUR 0.2      DIV SRC RATE:     0.1187700000","EX DT: 25MAY05  RECORD DT: 25MAY06  PAY DT: 25MAY07","CCY: EUR  GRSS: 1,348.8700         WTH: 337.2200","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/05/25","05/07/25","","05/06/25","","","11357.000000","0.11877","","1011.65","1348.870000","-337.220000","","-30943.790000","1011.65","-28328.930000","-36290.880000","1186.460000","-33224.170000","","","","","","","LOREAL SA EUR 0.2","LOREAL SA EUR 0.2","","","","","1.172800","F58149133","OR FP","FR0000120321","4057808","000502805","012032","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1565227453","","","","","EUR","447594","000000447594","0","0","0","06/02/25","06/02/2025 17.55.23","C","Contractual Cash","5829290930","","","","","","EUR","EUR","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2410221207808","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2410221207808  UNITS/QNTY: 34,443.0000","SEDOL #: 5671735  ISIN #: FR0000120578  EVENT ID: 1446855298","DESC : SANOFI                 DIV SRC RATE:     0.0020130000","EX DT: 24MAY13  RECORD DT: 24MAY14  PAY DT: 24MAY15","CCY: EUR  GRSS: 69.3300            WTH: 10.4000","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/13/24","05/15/24","","05/14/24","","","34443.000000","0.002013","","58.93","69.330000","-10.400000","","-30943.790000","58.93","-28328.930000","-36290.880000","69.110000","-33224.170000","","","","","","","SANOFI","SANOFI","","","","","1.172800","F5548N101","SAN FP","FR0000120578","5671735","000699381","012057","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1446855298","","","","","EUR","447594","000000447594","0","0","0","10/22/24","10/22/2024 15.30.02","C","Contractual Cash","5829290930","","","","","","EUR","EUR","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2507011217625","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2507011217625  UNITS/QNTY: 54,416.0000","SEDOL #: 5671735  ISIN #: FR0000120578  EVENT ID: 1566855702","DESC : SANOFI                 DIV SRC RATE:     0.0050970000","EX DT: 25MAY12  RECORD DT: 25MAY13  PAY DT: 25MAY14","CCY: EUR  GRSS: 277.3600           WTH: 41.6000","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/12/25","05/14/25","","05/13/25","","","54416.000000","0.005097","","235.76","277.360000","-41.600000","","-30943.790000","235.76","-28328.930000","-36290.880000","276.500000","-33224.170000","","","","","","","SANOFI","SANOFI","","","","","1.172800","F5548N101","SAN FP","FR0000120578","5671735","000699381","012057","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1566855702","","","","","EUR","447594","000000447594","0","0","0","07/01/25","07/01/2025 14.08.42","C","Contractual Cash","5829290930","","","","","","EUR","EUR","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2501281153817","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2501281153817  UNITS/QNTY: 4,410.0000","SEDOL #: 7062713  ISIN #: FR0000121220  EVENT ID: 1558282545","DESC : SODEXO SA EUR 4.0      DIV SRC RATE:     0.0150000000","EX DT: 24DEC19  RECORD DT: 24DEC20  PAY DT: 24DEC23","CCY: EUR  GRSS: 66.1500            MFDV:56.2300","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","12/19/24","12/23/24","","12/20/24","","","4410.000000","0.015","","56.23","66.150000","-9.920000","","-30943.790000","56.23","-28328.930000","-36290.880000","65.950000","-33224.170000","","","","","","","SODEXO SA EUR 4.0","SODEXO SA EUR 4.0","","","","","1.172800","F84941123","SW FP","FR0000121220","7062713","000509031","012122","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1558282545","","","","","EUR","447594","000000447594","0","0","0","01/28/25","01/28/2025 12.11.28","C","Contractual Cash","5829290930","","","","","","EUR","EUR","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2501281153593","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2501281153593  UNITS/QNTY: 268.0000","SEDOL #: 7062713  ISIN #: FR0000121220  EVENT ID: 1558282545","DESC : SODEXO SA EUR 4.0      DIV SRC RATE:     0.0150000000","EX DT: 24DEC19  RECORD DT: 24DEC20  PAY DT: 24DEC23","CCY: EUR  GRSS: 4.0200             WTH: 0.6000","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","12/19/24","12/23/24","","12/20/24","","","268.000000","0.015","","3.42","4.020000","-0.600000","","-30943.790000","3.42","-28328.930000","-36290.880000","4.010000","-33224.170000","","","","","","","SODEXO SA EUR 4.0","SODEXO SA EUR 4.0","","","","","1.172800","F84941123","SW FP","FR0000121220","7062713","000509031","012122","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1558282545","","","","","EUR","447594","000000447594","0","0","0","01/28/25","01/28/2025 12.11.24","C","Contractual Cash","5829290930","","","","","","EUR","EUR","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2507021190595","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2507021190595  UNITS/QNTY: 8,151.0000","SEDOL #: 4163437  ISIN #: FR0000125338  EVENT ID: 1566864664","DESC : CAPGEMINI SE           DIV SRC RATE:     0.0545250000","EX DT: 25MAY20  RECORD DT: 25MAY21  PAY DT: 25MAY22","CCY: EUR  GRSS: 444.4300           WTH: 66.6600","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/20/25","05/22/25","","05/21/25","","","8151.000000","0.054525","","377.77","444.430000","-66.660000","","-30943.790000","377.77","-28328.930000","-36290.880000","443.050000","-33224.170000","","","","","","","CAPGEMINI SE","CAPGEMINI SE","","","","","1.172800","F4973Q101","CAP FP","FR0000125338","4163437","000488070","012533","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1566864664","","","","","EUR","447594","000000447594","0","0","0","07/02/25","07/02/2025 14.21.28","C","Contractual Cash","5829290930","","","","","","EUR","EUR","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2503061171404","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2503061171404  UNITS/QNTY: 5,362.0000","SEDOL #: 4163437  ISIN #: FR0000125338  EVENT ID: 1560851585","DESC : CAPGEMINI SE           DIV SRC RATE:     0.0068300000","EX DT: 24MAY29  RECORD DT: 24MAY30  PAY DT: 24MAY31","CCY: EUR  GRSS: 36.6200            WTH: 5.4900","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/29/24","05/31/24","","05/30/24","","","5362.000000","0.00683","","31.13","36.620000","-5.490000","","-30943.790000","31.13","-28328.930000","-36290.880000","36.510000","-33224.170000","","","","","","","CAPGEMINI SE","CAPGEMINI SE","","","","","1.172800","F4973Q101","CAP FP","FR0000125338","4163437","000488070","012533","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1560851585","","","","","EUR","447594","000000447594","0","0","0","03/06/25","03/06/2025 10.43.25","C","Contractual Cash","5829290930","","","","","","EUR","EUR","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2503201154502","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2503201154502  UNITS/QNTY: 21,892.0000","SEDOL #: 4834777  ISIN #: FR0000127771  EVENT ID: 1561669563","DESC : VIVENDI SE EUR 0.55    DIV SRC RATE:     0.0026200000","EX DT: 24APR30  RECORD DT: 24MAY02  PAY DT: 24MAY03","CCY: EUR  GRSS: 57.3600            WTH: 8.6000","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","04/30/24","05/03/24","","05/02/24","","","21892.000000","0.00262","","48.76","57.360000","-8.600000","","-30943.790000","48.76","-28328.930000","-36290.880000","57.190000","-33224.170000","","","","","","","VIVENDI SE EUR 0.55","VIVENDI SE EUR 0.55","","","","","1.172800","F97982106","VIV FP","FR0000127771","4834777","001165915","012777","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1561669563","","","","","EUR","447594","000000447594","0","0","0","03/20/25","03/20/2025 12.24.17","C","Contractual Cash","5829290930","","","","","","EUR","EUR","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2412191129851","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2412191129851  UNITS/QNTY: 9,095.0000","SEDOL #: B62G1B5  ISIN #: FR0010908533  EVENT ID: 1449537666","DESC : EDENRED SE EUR 2.0     DIV SRC RATE:     0.0024000000","EX DT: 24JUN10  RECORD DT: 24JUN11  PAY DT: 24JUN12","CCY: EUR  GRSS: 21.8300            WTH: 3.2700","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","06/10/24","06/12/24","","06/11/24","","","9095.000000","0.0024","","18.56","21.830000","-3.270000","","-30943.790000","18.56","-28328.930000","-36290.880000","21.770000","-33224.170000","","","","","","","EDENRED SE EUR 2.0","EDENRED SE EUR 2.0","","","","","1.172800","F3192L109","EDEN FP","FR0010908533","B62G1B5","011438486","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1449537666","","","","","EUR","447594","000000447594","0","0","0","12/19/24","12/19/2024 07.05.08","C","Contractual Cash","5829290930","","","","","","EUR","EUR","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2506261139378","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2506261139378  UNITS/QNTY: 13,109.0000","SEDOL #: B62G1B5  ISIN #: FR0010908533  EVENT ID: 1566379450","DESC : EDENRED SE EUR 2.0     DIV SRC RATE:     0.0044000000","EX DT: 25JUN10  RECORD DT: 25JUN10  PAY DT: 25JUN12","CCY: EUR  GRSS: 57.6800            WTH: 8.6500","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","06/10/25","06/12/25","","06/10/25","","","13109.000000","0.0044","","49.03","57.680000","-8.650000","","-30943.790000","49.03","-28328.930000","-36290.880000","57.500000","-33224.170000","","","","","","","EDENRED SE EUR 2.0","EDENRED SE EUR 2.0","","","","","1.172800","F3192L109","EDEN FP","FR0010908533","B62G1B5","011438486","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1566379450","","","","","EUR","447594","000000447594","0","0","0","06/26/25","06/26/2025 07.48.20","C","Contractual Cash","5829290930","","","","","","EUR","EUR","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2243460257585","","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2243460257585 UNITS/QNTY: 28,560.0000","SEDOL #: B01ZKD6  ISIN #: IE0001827041 SEQ#: 000","DESC : CRH PLC EUR 0.32","EX DT: 24NOV22  RECORD DT: 24NOV22  PAY DT: 24DEC18","EUR DIV GROSS:  9,533.1900       WTH: 2,383.3000","DIV SRC RATE: 0.2500         SRC RCLM RATE: 0.2500         C","11/22/24","09/11/25","","11/22/24","09/12/25","09/11/25","28560.000000","0.333795","","2383.30","9533.190000","-2383.300000","","-30943.790000","2383.30","-28328.930000","-36290.880000","2795.130000","-33224.170000","","","","","","","CRH PLC EUR 0.32","CRH PLC EUR 0.32","","","","","1.172800","G25508105","CRH US","IE0001827041","B01ZKD6","000558474","919388","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1447718806","","","","","","447594","000000447594","0","0","0","09/12/25","09/12/2025 00.07.43","","","5829290930","","","","","","EUR","USD","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2241009694272","","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2241009694272 UNITS/QNTY: 21,122.0000","SEDOL #: B01ZKD6  ISIN #: IE0001827041 SEQ#: 000","DESC : CRH PLC EUR 0.32","EX DT: 24MAR14  RECORD DT: 24MAR15  PAY DT: 24APR17","EUR DIV GROSS:  6,856.5200       WTH: 1,714.1300","DIV SRC RATE: 0.2500         SRC RCLM RATE: 0.2500         C","03/14/24","09/11/25","","03/15/24","09/12/25","09/11/25","21122.000000","0.3246150992","","1714.13","6856.520000","-1714.130000","","-30943.790000","1714.13","-28328.930000","-36290.880000","2010.330000","-33224.170000","","","","","","","CRH PLC EUR 0.32","CRH PLC EUR 0.32","","","","","1.172800","G25508105","CRH US","IE0001827041","B01ZKD6","000558474","919388","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1437633873","","","","","","447594","000000447594","0","0","0","09/12/25","09/12/2025 00.07.43","","","5829290930","","","","","","EUR","USD","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2241709919239","","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2241709919239 UNITS/QNTY: 20,598.0000","SEDOL #: B01ZKD6  ISIN #: IE0001827041 SEQ#: 000","DESC : CRH PLC EUR 0.32","EX DT: 24MAY23  RECORD DT: 24MAY24  PAY DT: 24JUN26","EUR DIV GROSS:  6,649.4200       WTH: 1,662.3500","DIV SRC RATE: 0.2500         SRC RCLM RATE: 0.2500         C","05/23/24","09/11/25","","05/24/24","09/12/25","09/11/25","20598.000000","0.3228186681","","1662.35","6649.420000","-1662.350000","","-30943.790000","1662.35","-28328.930000","-36290.880000","1949.600000","-33224.170000","","","","","","","CRH PLC EUR 0.32","CRH PLC EUR 0.32","","","","","1.172800","G25508105","CRH US","IE0001827041","B01ZKD6","000558474","919388","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1440401276","","","","","","447594","000000447594","0","0","0","09/12/25","09/12/2025 00.07.43","","","5829290930","","","","","","EUR","USD","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2242600084181","","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2242600084181 UNITS/QNTY: 23,746.0000","SEDOL #: B01ZKD6  ISIN #: IE0001827041 SEQ#: 000","DESC : CRH PLC EUR 0.32","EX DT: 24AUG23  RECORD DT: 24AUG23  PAY DT: 24SEP25","EUR DIV GROSS:  7,543.9000       WTH: 1,885.9800","DIV SRC RATE: 0.2500         SRC RCLM RATE: 0.2500         C","08/23/24","09/11/25","","08/23/24","09/12/25","09/11/25","23746.000000","0.3176915","","1885.98","7543.900000","-1885.980000","","-30943.790000","1885.98","-28328.930000","-36290.880000","2211.880000","-33224.170000","","","","","","","CRH PLC EUR 0.32","CRH PLC EUR 0.32","","","","","1.172800","G25508105","CRH US","IE0001827041","B01ZKD6","000558474","919388","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1443836082","","","","","","447594","000000447594","0","0","0","09/12/25","09/12/2025 00.07.43","","","5829290930","","","","","","EUR","USD","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2242260024852","","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2242260024852 UNITS/QNTY: 6,734.0000","SEDOL #: BRK49M5  ISIN #: IE00028FXN24 SEQ#: 000","DESC : SMURFIT WESTROCK PLC USD 0.001","EX DT: 24AUG15  RECORD DT: 24AUG15  PAY DT: 24SEP18","EUR DIV GROSS:  1,844.5400       WTH: 461.1300","DIV SRC RATE: 0.2500         SRC RCLM RATE: 0.2500         C","08/15/24","09/11/25","","08/15/24","09/12/25","09/11/25","6734.000000","0.2739137499","","461.13","1844.540000","-461.130000","","-30943.790000","461.13","-28328.930000","-36290.880000","540.810000","-33224.170000","","","","","","","SMURFIT WESTROCK PLC USD 0.001","SMURFIT WESTROCK PLC USD 0.001","","","","","1.172800","G8267P108","SW US","IE00028FXN24","BRK49M5","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1443486424","","","","","","447594","000000447594","0","0","0","09/12/25","09/12/2025 00.07.43","","","5829290930","","","","","","USD","USD","EQUITIES"
"447594","NYLI 50 PCT HEDGED FTSE INTL ETF","4475949780","NYLI 50 PCT HEDGED FTSE INTL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2243180206920","","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2243180206920 UNITS/QNTY: 10,553.0000","SEDOL #: BRK49M5  ISIN #: IE00028FXN24 SEQ#: 000","DESC : SMURFIT WESTROCK PLC USD 0.001","EX DT: 24NOV15  RECORD DT: 24NOV15  PAY DT: 24DEC18","EUR DIV GROSS:  3,060.7600       WTH: 765.1900","DIV SRC RATE: 0.2500         SRC RCLM RATE: 0.2500         C","11/15/24","09/11/25","","11/15/24","09/12/25","09/11/25","10553.000000","0.2900369999","","765.19","3060.760000","-765.190000","","-30943.790000","765.19","-28328.930000","-36290.880000","897.410000","-33224.170000","","","","","","","SMURFIT WESTROCK PLC USD 0.001","SMURFIT WESTROCK PLC USD 0.001","","","","","1.172800","G8267P108","SW US","IE00028FXN24","BRK49M5","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1447305946","","","","","","447594","000000447594","0","0","0","09/12/25","09/12/2025 00.07.43","","","5829290930","","","","","","USD","USD","EQUITIES"
"478995","NYLI 500 INTERNATIONAL ETF","4789959780","NYLI 500 INTERNATIONAL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2410221208562","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2410221208562  UNITS/QNTY: 8,594.0000","SEDOL #: 5671735  ISIN #: FR0000120578  EVENT ID: 1446855298","DESC : SANOFI                 DIV SRC RATE:     0.0020130000","EX DT: 24MAY13  RECORD DT: 24MAY14  PAY DT: 24MAY15","CCY: EUR  GRSS: 17.3000            WTH: 2.5900","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/13/24","05/15/24","","05/14/24","","","8594.000000","0.002013","","14.71","17.300000","-2.590000","","396.670000","14.71","63.230000","465.210000","17.250000","74.160000","","","","","","","SANOFI","SANOFI","","","","","1.172800","F5548N101","SAN FP","FR0000120578","5671735","000699381","012057","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1446855298","","","","","EUR","478995","000000478995","0","0","0","10/22/24","10/22/2024 15.30.14","C","Contractual Cash","5829291038","","","","","","EUR","EUR","EQUITIES"
"478995","NYLI 500 INTERNATIONAL ETF","4789959780","NYLI 500 INTERNATIONAL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2503061171593","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2503061171593  UNITS/QNTY: 2,130.0000","SEDOL #: 4163437  ISIN #: FR0000125338  EVENT ID: 1560851585","DESC : CAPGEMINI SE           DIV SRC RATE:     0.0068300000","EX DT: 24MAY29  RECORD DT: 24MAY30  PAY DT: 24MAY31","CCY: EUR  GRSS: 14.5500            WTH: 2.1800","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/29/24","05/31/24","","05/30/24","","","2130.000000","0.00683","","12.37","14.550000","-2.180000","","396.670000","12.37","63.230000","465.210000","14.510000","74.160000","","","","","","","CAPGEMINI SE","CAPGEMINI SE","","","","","1.172800","F4973Q101","CAP FP","FR0000125338","4163437","000488070","012533","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1560851585","","","","","EUR","478995","000000478995","0","0","0","03/06/25","03/06/2025 10.43.26","C","Contractual Cash","5829291038","","","","","","EUR","EUR","EQUITIES"
"478995","NYLI 500 INTERNATIONAL ETF","4789959780","NYLI 500 INTERNATIONAL ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","PSS2503201154702","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2503201154702  UNITS/QNTY: 23,313.0000","SEDOL #: 4834777  ISIN #: FR0000127771  EVENT ID: 1561669563","DESC : VIVENDI SE EUR 0.55    DIV SRC RATE:     0.0026200000","EX DT: 24APR30  RECORD DT: 24MAY02  PAY DT: 24MAY03","CCY: EUR  GRSS: 61.0800            WTH: 9.1600","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","04/30/24","05/03/24","","05/02/24","","","23313.000000","0.00262","","51.92","61.080000","-9.160000","","396.670000","51.92","63.230000","465.210000","60.890000","74.160000","","","","","","","VIVENDI SE EUR 0.55","VIVENDI SE EUR 0.55","","","","","1.172800","F97982106","VIV FP","FR0000127771","4834777","001165915","012777","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","1561669563","","","","","EUR","478995","000000478995","0","0","0","03/20/25","03/20/2025 12.24.20","C","Contractual Cash","5829291038","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","7869.000000","","7869.000000","5231.700000","","5231.700000","","","","","","","","","","","","","0.664850","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394732080","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","DKK","DANISH KRONE","10","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-2.580000","","-2.580000","-0.410000","","-0.410000","","","","","","","","","","","","","0.157118","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394732080","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","DKK","DANISH KRONE","10","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-2.580000","","-2.580000","-0.410000","","-0.410000","","","","","","","","","","","","","0.157118","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394732080","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","DKK","DANISH KRONE","10","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-2.580000","","-2.580000","-0.410000","","-0.410000","","","","","","","","","","","","","0.157118","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829291047","","","","","","","",""
