,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,"Agricultural, Timber, Packaging & Building Materials",Automobiles & Auto Components,Banks,Capital Goods,Capital Markets,Chemicals,Commercial & Professional Services,Consumer Durables & Apparel,Consumer Services,Diversified Financials,Energy Equipment & Services,Food & Staple Retailing,"Food, Beverage & Tobacco",Health Insurance & Managed Care,Healthcare Equipment & Services,Household & Personal Products,Insurance,Internet Retail & Consumer Electronics,Media,Metals & Mining,Oil & Gas E&P,"Oil, Gas & Consumable Fuels","Pharmaceuticals, Biotechnology & Life Sciences",REIT,Real Estate Services,Retailing,Semiconductors & Semiconductor Equipment,Software & Services,Technology Hardware & Equipment,Telecom Services,Transportation,Utilities,cusip,issuer,permno,residual,PredictedBeta,PredictedVolatility
EOLS,-2.1740305220744607,-0.1493368841730629,0.16810717308313342,-1.8818915565589973,-3.0,-2.0166887024620506,-0.8143782740670584,-0.056638613483468075,-1.6665996579428215,2.0371361890580877,-2.3978400123107533,2.073526786453994,1.5142112772437664,-0.4801100100205561,-0.5000784184446947,-0.05864764274968211,1.7447461962151543,-1.2412899533992405,-0.3346293555606224,2.0122833167202616,0.1332067880734791,0.5735196661730254,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30052C107,EVOLUS INC,120601,0.12249860287704947,1.0796684671501737,0.4397196714162618
EONR,1.5222042904026243,3.0,3.0,-2.8775714447000555,-3.0,-3.0,0.0,1.796080223512335,-0.0647607836861187,-2.7463125429916833,-2.086385910448819,0.0,0.0,-0.0,-2.358537804646225,-0.3842527859718539,0.034961405892297466,3.0,-0.5736867972122983,2.6358669999541102,0.3146999179826977,2.7016991476555874,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40472A102 40472A201,EON RESOURCES INC,637702,0.9904583782184234,1.410114973952264,1.0605939241404672
EOSE,-1.1260977929013478,-1.2354979518812195,0.08259706044468448,-2.203772998237091,-2.771691763689974,-1.7099586183716338,2.128940457749379,-1.624245498258047,3.0,1.8405670048758869,-2.511121785074253,2.8015908736270956,2.5798744713245103,-1.651945832592465,-0.7848874920139598,-2.85229074772385,-2.5222930115039683,-1.2916181011023908,0.13525644798808942,2.6358669999541102,0.9242875856363173,2.7016991476555874,1.2921533784957033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29415C101 05600U106 05600U205,EOS ENERGY ENTERPRISES INC,631170,0.6134251854889203,1.405544093610826,0.8518289503222181
EOSEW,0.0,0.0,0.0,0.0,0.0,0.0,2.128940457749379,-1.832578496512582,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,2.6358669999541102,1.4261868084506562,0.0,-0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05600U114 29415C119,Eos Energy Enterprises Inc,631209,3.090404548911467,1.5761797689194696,1.7913022065593112
EP,-1.3076936522383333,-0.6196045885670642,-0.5314130483672304,-2.8775714447000555,-3.0,-2.55950125302613,-0.1360508082812671,1.6949044157536357,-0.0647607836861187,-1.7577022518832055,-2.2429120004587837,0.30943482162963615,0.407186587211579,-1.9457079907812733,-2.358537804646225,-1.9709295746214897,-0.6966579506492633,-0.017368708286125474,-0.5736867972122983,2.6358669999541102,1.0308849286874213,-1.127796449484571,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,292034303 292034204 292034105,EMPIRE PETROLEUM CORP,109509,0.35429569080248613,1.5781346168494952,0.709497670043588
EP-PC,0.0,0.0,0.0,0.0,0.0,0.0,-0.24808707092215979,-0.55958202453309,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1309488930203964,-1.629431839634212,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,283678209,El Paso Corp,114102,0.02597852333908876,0.38564096946317533,0.24171511888666258
EPAC,-0.18078564481473566,-0.0810052345049673,-0.01626507424297412,0.36159490303406044,-0.06065164007509449,-0.3181663693512886,-0.2919713584215439,1.7122393110043497,-0.3731218741622084,0.2770774952190372,0.5075789613250744,-0.6344985387499151,-0.24225830622044645,0.19094662651046931,-0.7134710796816053,-1.39971725433754,-0.3393552525260293,-0.1322637591035942,0.8214806743624179,-0.4058882090299361,0.45529463195496933,-0.12661045919206443,1.2921533784957033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00508X203 292765104 038225108 00508X104,ENERPAC TOOL GROUP CORP,199947,0.02947040391292147,1.1456347572675758,0.30553103074404775
EPAM,0.7006194423611524,-0.33235797895327446,0.46288882592320185,1.2002276636121623,0.2414266654464956,-0.2783143245278494,-1.2521037479053656,0.566706940656158,-0.22014437056149627,-0.36486553875404437,0.26273526968433564,0.1572026352662607,-0.6241409904666244,0.4873191231698641,-0.31785333923727943,0.43003383608549545,1.8603983473431094,-0.8465328562287457,0.6592350593284032,0.10401404677964571,0.383573358530053,-0.09580268424715715,0.6587513419218995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29414B104,EPAM SYSTEMS INC,194597,0.034737588756972124,1.1273147378017025,0.30776399470511356
EPC,3.0,3.0,0.9202786228556921,0.7382223432524525,-0.9856316422049731,-0.47334296707417534,-1.9044514317383736,-1.1238313602919734,0.4010671228757352,-0.40291845012029853,-1.2035106593715958,-0.4958340540043056,-0.45383084382240824,1.0042036246345747,0.29894941090591987,0.3788280386984116,-0.08384643652844578,-0.6419456661230027,0.27524733511743116,0.04870884040707477,-0.6255954673877736,0.968663674959298,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28035Q102 29266R108,EDGEWELL PERSONAL CARE CO,196207,0.04306813976258211,0.6172026346181082,0.3036604635893456
EPD,0.5505507384340164,0.883345154653669,-0.3804819748712045,0.17278206710337887,-0.11747382849675164,-0.018325453812594282,-0.29501116817407913,-0.6358684671604342,0.02075221674762622,0.15195735526734863,0.20913559611249746,0.25604727085875323,0.36161964074780717,0.09073329538212468,1.737687756206988,-0.9770306554264996,0.4212662612792137,-0.27026688653868064,-0.33069012514280227,-1.1309488930203964,-0.9418833153111207,-1.127796449484571,-1.185483706235849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,293792107,ENTERPRISE PRODUCTS PARTNERS LP,196584,0.011478826933264795,0.5824745836113163,0.2235565926896007
EPIX,3.0,0.0,3.0,2.6075022706655164,3.0,2.703664395056053,-2.10022443090888,-0.7598476024135764,0.0,-1.0913140186725152,-1.5668848026439461,0.0,0.0,0.05924058860370549,-0.5000784184446947,2.1423910305920115,2.3529596285013015,-0.628863288742524,2.331665481498243,2.3486556362572033,0.08967259979328325,-0.058018553775699366,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29668H708 29668H104,ESSA PHARMA INC,157076,0.1879379265527754,1.0411452776535042,0.5379398835641057
EPM,-1.0456660649567633,-0.016494846271377105,-0.2496141128298941,-1.7783600085224802,1.8413401133913838,0.3678963194084191,-0.08981221098310885,-1.0082149815396844,-0.0647607836861187,-0.5665454712018587,-1.1256925787743894,-0.3763407564748134,-0.1781314991669105,-0.4608848836858838,1.737687756206988,1.9924815337071216,0.5382778328429327,0.026071197423163026,-0.31404179780147606,0.2449801742891071,-0.7270460821819753,-0.8445368907676063,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30049A107 756048104 756048203 63887P100 756048500,EVOLUTION PETROLEUM CORP,197119,0.04522529312821694,0.7791254892082986,0.35313011059299987
EPOW,-0.8076436409089095,3.0,3.0,-2.203772998237091,0.0,0.0,1.5745588517908375,-0.02268533194240473,0.0,0.0,0.0,0.0,0.0,1.385203129885758,0.0,-0.0,-0.0,0.0,-0.9264136003029768,2.6358669999541102,-0.8802044272063525,-1.127796449484571,1.2921533784957033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G3932F106,SUNRISE NEW ENERGY CO LTD,633398,0.25135942232918307,0.9204324685209362,0.5518562923103897
EPR,1.4388656797645576,-0.059222497424239164,-0.45470370608585187,0.2888905282781945,1.2017611035557585,0.12742291893910326,1.135542187458477,0.6289398448683251,0.02075221674762622,-0.4608835908522493,-0.09848358682007627,-0.6277299430779547,-0.5781645387751255,-0.027537469695154325,1.2501285515388796,1.761947921224313,-0.0,-0.172409109995487,0.0,-0.9510761035336895,-0.6780395644043083,-0.09290338231491083,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26884U109 29380T105,EPR PROPERTIES,196767,0.01692284589971256,0.5918388458888634,0.2270200566113465
EPR-PC,0.0,0.0,0.0,0.0,0.0,0.0,0.7981734219811953,0.30348352022630587,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1309488930203964,-0.8294884821385137,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26884U208 29380T402,Epr Properties,113872,0.01676585542496621,0.5357260259110068,0.21197278365282196
EPR-PG,0.0,0.0,0.0,0.0,0.0,0.0,0.011254996513642748,0.09601347783003698,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1309488930203964,-0.9092393229748026,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26884U505,Epr Properties,113870,0.025395557589578822,0.49703032439917194,0.2317756339835819
EPRT,0.5726238398255398,-0.3696578566927322,-0.5323563571694213,0.25274322471943916,-2.007454160135322,-0.40408596070788055,0.3508153206779066,0.7064789073056978,-0.01537574955655939,-0.1545567418925935,0.13376617487513545,1.766012374329189,1.8336283932568975,-2.32262174600016,-0.4656623624047179,-2.2921261786330622,-0.0,-0.5689548413041585,0.0,-0.9423860527019914,-0.7533393979847962,-0.044697072805669466,1.0637132790230956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29670E107,ESSENTIAL PROPERTIES REALTY TRUST INC,116511,0.018324446606001053,0.5453175809212959,0.21970354821665655
EPSM,-1.2118709056800459,-2.0398488832960955,-0.678122100735172,-1.474327474211796,0.0,0.0,0.0,0.9957477424050714,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,2.3290967752748832,2.6358669999541102,2.0024858800650955,0.8179967504369446,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,EPSIUM ENTERPRISE LTD,644101,2.714570850326106,1.4995048847081018,1.6821006183351628
EPSN,0.2644718714510875,-0.5621655654912846,-0.17422064856623956,-0.3122035434289045,-2.2532902086719213,0.3678963194084191,1.9824039080504046,2.1064711388952095,-0.0647607836861187,-0.3163774378787649,-0.4177214013505747,2.949629258224366,2.5500129866104984,-0.01258310342916172,0.07818974706151251,-0.8462910643831393,0.3717452192433138,-0.3308360988996191,0.31785732706224284,0.881514522600019,-0.8145833178984652,-0.6649945906784254,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,294375209,Epsilon Energy Ltd,111585,0.09881591844495254,0.9645898964380432,0.44022819145710723
EPWK,-0.8203208048382066,3.0,-0.4622789287889344,-1.5983555014109112,0.0,0.0,0.0,-0.07255862410109211,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.356956853922465,2.6358669999541102,-0.49760471523666927,2.7016991476555874,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,EPWK HOLDINGS LTD,643360,1.3254575097443972,1.0194136696001275,1.174468049830914
EQ,2.0953438785588077,3.0,3.0,2.6075022706655164,3.0,2.703664395056053,-2.10022443090888,-1.7020007754663924,1.1960886555553834,-2.1924634189017125,-1.5668848026439461,2.5236585089293193,-2.027154711695076,-0.26153735639841075,-0.5000784184446947,1.47318157610656,2.3529596285013015,-0.46659021604695905,-0.04534974208172754,2.6358669999541102,1.1256599068513982,0.9005432714320954,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29446K106,EQUILLIUM INC,114201,0.7168280970632573,1.3728182223127816,0.9234814546869242
EQBK,0.44638661768798404,0.1564573317562729,0.0,1.4659061254596404,0.0,0.0,-0.14816964516687042,1.7297502043459354,0.02075221674762622,0.0523656933784309,0.035977943325009115,-0.1364262017480798,2.1592506334504242,-2.6566197678751666,-0.7737976434136046,-0.0,-0.0,-0.19009442584790615,0.0,-0.42140550401811916,0.0036244455172387293,-0.7850855903189987,1.2921533784957033,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29460X109,EQUITY BANCSHARES INC,157017,0.021800987931241952,1.0772537003415432,0.3124824410191661
EQH,-1.845285117399193,0.45968383039212163,0.0,1.4659061254596404,0.0,0.0,0.20074527536913717,0.7482069376302419,0.02075221674762622,1.7965410917321927,-0.35769299735530613,-1.5004576867125434,2.1592506334504242,1.2746016441824541,-0.36775510258837063,-0.0,-0.0,2.704885971169117,0.0,-0.5799389940049089,0.4348587908532867,-0.4876134506241496,0.19135101887759598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29452E101 054561105,EQUITABLE HOLDINGS INC,119344,0.032416339027069904,1.0320042114907506,0.3028127881468868
EQH-PA,0.0,0.0,0.0,0.0,0.0,0.0,-0.8377149821550801,-1.1874762115434785,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1309488930203964,-1.3530668716585519,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29452E200 054561204,Equitable Holdings Inc,110342,0.026001457483615213,0.3720401880806358,0.2385986711760016
EQH-PC,0.0,0.0,0.0,0.0,0.0,0.0,-0.8648439501459951,-0.714385568184733,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1.1309488930203964,-1.357969125898802,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29452E408,Equitable Holdings Inc,632963,0.030385372348584974,0.38822240291198945,0.24765529535070038
EQIX,-0.10571799263206656,-0.19373513373467177,-0.14181259823179537,-0.40780009932507605,-0.9438468407676422,-0.43345951372947783,-0.04223106229441492,0.04806291128423396,0.02075221674762622,-0.4453857329278252,-0.11079840858177184,0.029803368799600244,-0.01765554895729006,-0.4959031727577899,-1.2718490923030352,-0.8173242557996717,-0.4059357645925456,-0.094003857906707,0.09597569282234915,-0.6648986679019537,-0.2692958395482257,-0.657144136210545,-1.327902774686167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29444U700 29444U502 29444U106,EQUINIX INC,196146,0.017568912144730112,0.7147622515847303,0.22335598295107098
EQNR,0.09693190426122023,1.2993158347117253,0.0,1.6118223825244584,0.0,0.0,0.3234711296743307,-1.1654040505796281,0.0,0.0,0.0,0.0,0.0,0.06823585927823503,0.0,-0.0,-0.0,0.0,0.0,0.33485066982338946,-1.3915976793055367,-1.127796449484571,-1.3319213810335337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85771P102 29446M102,Equinor Asa,166975,0.04966399138913852,0.6290911948204672,0.30544992239710494
EQR,0.07779586780303153,-0.07251541853585271,-0.2943329472887033,0.2750766016796435,-0.10358957763661726,-0.19745679325924895,-0.13425446974623534,-0.12263812340122941,0.02075221674762622,0.08403601419212499,0.28369581743400357,-0.6952367950521688,-0.2670787475615895,0.02107587443381752,0.033407676036978626,0.11069764700532628,-0.0,-0.16996355459210644,0.0,-0.8981192138883349,-0.8811819974106402,-0.9500971465226324,-0.27223763543050744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29476L107,EQUITY RESIDENTIAL,197624,0.009343201927709375,0.5164053546531542,0.19639437607409055
EQS,2.4707201436166173,-0.6469447267872583,0.0,-3.0,0.0,0.0,0.44970354026840087,-1.076378391110171,0.02075221674762622,-2.355968905878426,-1.840117263709365,2.676187269938973,2.1592506334504242,0.05979319248800171,-1.649151029795258,-0.0,-0.0,-2.374008916083784,0.0,2.6358669999541102,-1.6184239772822193,-1.127796449484571,1.2921533784957033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294766100,Equus Total Return Inc,197899,0.30594567601232775,0.8139311114642167,0.5958016157224553
EQT,0.05484980162583115,-0.7361475339382114,-0.5117795294853246,-0.5378012231889304,-0.43011144028411796,-1.0065674966107094,2.73822231395435,1.7092240359825934,-0.055040496897295815,-0.44126041882247186,-0.8857996981731348,-1.2270156984271503,-0.6500003673070723,-3.0,-1.6331178212851853,0.9222448759824933,-0.08164709416226987,-0.060286075534493694,-0.5643311667004927,0.773192004694539,-0.2855894731962746,1.0888190904410386,-0.5087719431273121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26884L109 294549100,EQT CORP,199746,0.05701667998661893,1.1139628931834877,0.3943258872362082
EQV,-1.1260977929013478,0.0,-0.7006575568149596,-0.7519316008364743,0.0,0.0,0.0,0.37766116825669915,0.0,-3.0,-0.8238312981312149,0.0,0.0,-0.0,0.0,-0.0,-0.0,-1.5353281735394269,-0.5538251152795274,-1.1309488930203964,-1.629431839634212,-1.127796449484571,1.2921533784957033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,EQV VENTURES ACQUISITION CORP,642191,0.01796712251292469,0.379505562463561,0.20677900355880696
EQX,2.6356698088609285,-0.09217060081010583,-0.13889470274160223,1.9719539175876297,-1.3036693039081804,0.5502690031155267,0.8875489917655335,-1.0330978532393655,-0.06912274812716332,-0.2883004987909183,-0.5313658538625916,1.0739955433717674,2.9169029114545615,-3.0,0.0,-0.3635226007230648,0.19769798588992038,-0.14630758174070072,-1.1050098673520705,2.253706083945296,-0.4033750761342359,2.7016991476555874,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29446Y502 29446Y304 29446Y106,Equinox Gold Corp,110542,0.17548545241320856,1.0403786149581027,0.5060918694541805
ERAS,2.9528887096621284,0.0,1.1594621342253013,-1.8818915565589973,-1.7066419989594008,-0.9576207840294393,-2.10022443090888,-1.7020007754663924,0.0,-1.721021572848166,-1.5668848026439461,0.0,0.0,-3.0,-0.5000784184446947,2.1423910305920115,-0.029216007176097715,-0.5651344326023879,2.331665481498243,2.6358669999541102,-1.1885479249121158,-1.127796449484571,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29479A108,ERASCA INC,635758,0.3405880684933587,0.5509862839207971,0.6257965994476196
ERIC,0.3649216792464991,1.2537146531276546,0.0,-0.031648675991744236,0.0,0.0,0.1157204321292406,2.8196254387129054,0.0,0.0,0.0,0.0,0.0,0.045742806068707495,0.0,-0.0,-0.0,0.0,0.0,-0.4107111619097055,-0.5708416813952064,-0.6204882063305827,-0.23219700016717323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,294821608 294821509,Ericsson Lm Telephone Co,120315,0.037402242265813845,0.8952859622265467,0.2803046243591829
ERIE,-0.3711183689908933,0.051987156963655926,0.0,-0.7588447458580441,0.0,0.0,-0.9795797618970241,-1.7426516828155671,0.02075221674762622,0.3536930662138856,1.6801925314816095,-0.037087313723825725,0.5179426924012684,0.06824834617986768,-0.5612896577928259,-0.0,0.6287862460335483,-0.517130912284813,-0.20256953610570602,0.15801167544564046,-0.5171012837239372,-1.127796449484571,0.14956008570090348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29530P102,ERIE INDEMNITY CO,197428,0.03236950776977153,0.6403611920296528,0.2554340302436083
ERII,0.10254831014142117,-0.9151880957353619,-0.039560173176057534,-0.36408793479127227,-0.12836599990822176,-0.8451201574616699,-1.0806980132747614,-0.4013384485120664,1.6956058688931803,-0.36937216029373754,0.28304930510772736,0.2931548501478183,0.5495055356955495,0.9759988431189063,-0.7848874920139598,1.3592642278640612,1.79403693678327,-0.7257767402289083,3.0,0.8538880646171687,0.19691514083857273,-0.5206787908417976,1.2921533784957033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29270J100,ENERGY RECOVERY INC,193688,0.053961290558464416,1.0439038427128273,0.3270856318010395
ERJ,0.6704572570501861,0.905430182259503,0.0,1.5416641376187896,0.0,0.0,1.3969311380729301,2.342820033604217,0.0,0.0,0.0,0.0,0.0,0.06838750591150768,0.0,-0.0,-0.0,0.0,0.0,1.1945179297351998,0.025592921383784575,0.3557608886342732,0.7027205795857943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29082A107 29081M102,Embraer Sa,166641,0.1255626416966768,1.2482576248658253,0.44622877229661934
ERNA,-1.1191955175653352,-0.20603778360505534,1.7033746836154906,-1.8818915565589973,-1.7066419989594008,-0.9576207840294393,-0.18255346264758177,1.346129757423712,1.1960886555553834,2.7211404352360917,-1.5668848026439461,2.5236585089293193,2.133011341395988,1.385203129885758,-0.5000784184446947,1.8973608790907752,2.3529596285013015,-1.3891705262825804,-1.7722135241753545,2.6358669999541102,0.38191609765100987,1.6290612548321615,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114082100 629410309 629410606,ETERNA THERAPEUTICS INC,198670,0.6333194809126174,1.2128844670732386,0.8481526920230327
ERO,0.4346380756957389,-0.711999409660305,-0.36759251546507316,-1.045668167626716,-2.801622679753185,0.5839629825386004,-0.013118470140365596,2.568277575513589,-0.20145388549543627,-0.5727561374607151,-1.121707317691639,-0.14340819218384884,1.112116940614516,-0.07296668836778214,0.0,-2.495549564929231,-0.7708570018086833,0.024544916670465777,-0.9505789802349409,1.8432855144672697,-0.31658969244619095,-0.3025606385413488,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,296006109,ERO COPPER CORP,635476,0.11073474747486822,1.1190288009784675,0.4476207001553747
ES,0.5089150926069204,0.2907736671469887,-0.4319555852133876,-0.1325514421877076,-0.437820238359871,-0.3460137792471821,-0.5083794014570767,-0.03852330931655541,0.02075221674762622,-0.14493107162171082,-0.14803281775757174,0.5006815142295519,0.45891987377349763,-0.7210540302042319,1.0390028179070399,-0.6708187799662614,0.004984745874731931,0.0666190258671245,-0.19793560585555298,-0.5392863603608296,-1.4609487788724602,-0.8075722051030222,-0.22097951700813867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30040W108 664397106,EVERSOURCE ENERGY,199478,0.013643822239629379,0.31406299083303846,0.1950826067495615
ESAB,0.017784572022094405,-0.5175620674163662,-0.3411076338618906,0.06086995766973872,0.11592975201258363,-0.5742099408278066,0.22128532910459717,-0.4188502612717328,-0.3081759761400433,-0.17269201005611004,-0.1634064318675817,0.0,-0.6981748589799539,0.007759562564428801,-0.6051564463203568,0.5378604473753862,-0.8541677699030623,-0.28516389545582954,0.02934069298286784,-0.5078954908659921,0.8983146803118074,-1.0048858452473595,0.8361653042651895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29605J106,ESAB CORP,638407,0.023668138269708823,1.195815918487698,0.3011412949243415
ESBA,2.2233976396994315,3.0,3.0,2.2070923757529965,1.589884181354211,2.061533009633468,-1.6288364482758126,-0.0,-0.01537574955655939,-0.19726272024661962,-0.14334917607607853,-0.682727077499336,-0.5009754151470789,1.385203129885758,1.2501285515388796,0.7595799996888188,-0.0,-0.24304004673449478,0.0,1.431995034993745,-0.0007567598390985379,-1.127796449484571,1.2921533784957033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,292102100,EMPIRE STATE REALTY OP LP,191843,0.12649696005049066,1.0016209188026033,0.4613037134610089
ESCA,3.0,1.5550554840167476,-0.8877354835396851,1.450902158123959,2.0202370675577304,1.8081364816912484,-0.23754625874623544,1.837899398420981,-0.27198594077392046,-0.27033207076737387,-0.3595640575400901,-1.3102237936558065,-0.9856505178088196,0.1956742696305952,2.1436105481025334,1.790003784302537,1.251977007645382,-0.8163349345097791,2.052817052659889,1.5872258886381485,-0.38901100862965865,-1.127796449484571,1.2921533784957033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296056104,ESCALADE INC,199745,0.11523293941698888,1.0690606144098853,0.4642856523248816
ESE,-0.1341692406364649,-0.2126473695331632,-0.6408877791288569,0.19237189633914703,-0.6255122743045459,-0.5946980821653146,2.209407647729927,0.32290566224728073,-1.6644650542993575,-0.15308097626809702,0.05442410032613336,-0.605540245434124,-0.2648349895732424,0.015949707734978884,-0.19779327320762957,-0.5777137954114705,-0.17780753591960272,-0.3300009590136453,-0.15315509773823757,-0.6445986891437894,0.47537277034183584,-0.7712728201501652,1.2656035354739497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,296315104 269030201 269030102,ESCO TECHNOLOGIES INC,197999,0.031262780783645513,1.075502328649493,0.2904945086997047
