,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,"Food, Beverage & Tobacco",Health Insurance & Managed Care,Commercial & Professional Services,Healthcare Equipment & Services,Consumer Durables & Apparel,Consumer Services,Banks,Media,Internet Retail & Consumer Electronics,Semiconductors & Semiconductor Equipment,Food & Staple Retailing,"Oil, Gas & Consumable Fuels",Retailing,Transportation,"Agricultural, Timber, Packaging & Building Materials",Utilities,Diversified Financials,"Pharmaceuticals, Biotechnology & Life Sciences",Oil & Gas E&P,Insurance,REIT,Technology Hardware & Equipment,Chemicals,Real Estate Services,Capital Goods,Metals & Mining,Telecom Services,Automobiles & Auto Components,Household & Personal Products,Software & Services,Capital Markets,Energy Equipment & Services
Liquidity,6.352114429431035e-06,-8.44044764430428e-06,-6.857714765968683e-06,-2.878499553011492e-05,-8.296851894948504e-06,-1.9369268405037047e-05,9.07447265518928e-05,-3.476684201676159e-05,2.3104024247947908e-06,9.257956631745398e-06,-2.0652754141365375e-05,-2.561019533337348e-05,2.9725182006932574e-05,-1.4333329741359761e-05,-2.9991355690400522e-05,-8.863472002929134e-06,1.50831560444529e-07,-2.092039358778331e-05,1.414144330363141e-05,-1.1747826987328013e-05,4.841428064776254e-05,0.00028939085624884943,-0.000103514268418373,-1.6138880035407455e-05,-0.00023867875110686017,-8.02556812312276e-06,-2.004987805071538e-05,-0.0003809984221241065,-0.00013685217480924306,-8.599644720903897e-05,0.00025810465279401854,7.533519889338148e-05,0.00012606263275151167,-7.605054794772257e-05,0.00018497158672193674,-0.0003692281106371579,-0.0003113632537042005,-0.00044207502265923777,0.00020049900564848475,4.830088553637223e-05,-8.268992893892839e-05,0.00017086275681314607,0.00012219075016782366,-7.284211299163522e-05,1.4673407308695975e-05,-0.00032465507684259666,-0.0006063527627157457,-7.160096724395628e-05,-0.0002089313430702484,9.279240782225412e-05,-0.0001403481204132536,-7.814967552140373e-05,-5.223721879578972e-05,9.807837560132504e-05,-0.0001838466714652709
Size,-1.7623703531831856e-05,-4.361953451888106e-05,-3.5704566687195774e-05,8.618431750187635e-05,5.179621431578077e-05,1.2063656391932463e-06,-0.00019165460401935342,2.0401134530323083e-05,-4.6987570858275394e-05,-6.172987785200429e-06,-2.805181726085615e-05,-1.4592967505194867e-05,-9.420556550549608e-05,2.2194410608090848e-05,5.713050727817663e-05,-2.7261824844151568e-05,2.5589696998094093e-05,2.9055529192513932e-05,-1.359827121225535e-05,-6.77528330742787e-05,-6.022117644883443e-05,-0.000103514268418373,0.0003863343915754667,0.0003819711169451105,0.00039438043050305205,0.00044554855123475753,0.0004249211566721033,0.0009147702955782986,0.00036714550036997704,0.0009763885491112294,-9.597801356466444e-05,0.0001036451147050698,5.3493762743300436e-05,0.0006290634474778839,9.599734682556891e-05,0.000904111212963367,0.0007956970397159282,0.0009690957517704613,0.00010982032285295282,0.00043712800053569834,0.0006472830550576721,5.363228497604277e-05,0.00032642506653262075,0.00046789993799434265,-8.227610291726531e-05,0.0008200670615239258,0.0009823929632425453,0.00044376025565098006,0.00025712283905160926,0.00027422631125088566,0.0008953055571829012,0.0005135235121687773,0.00012148746925330051,0.00042083285934134976,0.0005703142478741715
"Food, Beverage & Tobacco",-0.00022198217785812373,0.00015850623571828272,2.561508524887399e-05,0.001078340199474878,8.525319184113697e-06,-6.020125971305767e-05,-0.0009858377489214971,0.0013052796327900653,-0.0006439758749017014,0.00023557164027265815,-0.0008795099132273624,9.15677844889558e-05,-0.0008452847555361857,0.0002732410007316642,0.0004467660284799659,6.990334761729362e-06,0.0002458062066646445,-0.00021368002897463476,0.0001511175734739689,0.0024091997227874756,0.007501363493953833,-1.6138880035407455e-05,0.0003819711169451105,0.028063337563350978,0.02125948355360643,0.029379896343722643,0.030046158297825427,0.03136822325060055,0.028984129463216796,0.03292743831347284,0.02675948574249093,0.02762485267203139,0.029313843340822796,0.024263227154131074,0.027762157332314356,0.028712118280382358,0.03221364609612752,0.030831701228308576,0.025340141200084047,0.03152166256170952,0.025399142564007878,0.030668295090515437,0.027625465131310884,0.028771223128755144,0.026213861486874438,0.03405463013141874,0.03368126693978628,0.029439640724079872,0.03020291411531958,0.023685686699876814,0.02851394859796733,0.028917195162702122,0.02687598270498914,0.034729704835335475,0.03453664021763727
Health Insurance & Managed Care,-0.0001403772219095606,-3.728035499715817e-05,-2.401506738519381e-05,0.0007358757503577986,-3.8679316009097084e-05,4.711973835462822e-05,-0.00023096565287959183,0.0012194540576083823,-0.00028875535388029174,0.00019436754060942564,-0.0005939199453751934,0.00012034078397036991,-0.00040604621164214643,0.0002740523493216382,-0.00010867050369145138,5.203112405060349e-05,0.0002531660895884601,9.345519320801594e-05,0.0002312939389305798,0.0021097449964648904,0.006381075296483234,-0.00023867875110686017,0.00039438043050305205,0.02125948355360643,0.03310642438576154,0.026934008986451832,0.028498352483885363,0.026272386264396794,0.026868490219576747,0.028827587838513823,0.023971701377213696,0.02384532911178107,0.02750029112948746,0.02143148261395885,0.025030862526601312,0.02591121377989955,0.02821701754695236,0.027346572230999584,0.021922442717716283,0.02792900882317761,0.023853918771027317,0.026291473153220536,0.02756245955619126,0.02403864495787704,0.02453134171528811,0.029000874683211126,0.028533871365609913,0.028321723389730342,0.027003082897043056,0.024007475632075486,0.024902063924955906,0.02251947361523975,0.02646675835928881,0.030572009372374902,0.02855886968995568
Commercial & Professional Services,-0.00034741552703144074,0.00026901166023044116,0.00021473174520666833,0.0012603080416534753,7.272209330124452e-06,-0.00012012372667547087,-0.0004043797068050332,0.0014906349233687456,-0.000529114765834459,0.0003260546963210486,-0.0010163987687594465,0.0003009789970327619,-0.0009233798974812211,0.00045192872934838723,0.00025735708871287363,5.3027733570943043e-05,0.0003603265103913469,-0.00021400375133009825,1.4155476803489278e-05,0.003164721774141689,0.009765938198706173,-8.02556812312276e-06,0.00044554855123475753,0.029379896343722643,0.026934008986451832,0.040158090822254425,0.03733537412751878,0.03884865856329619,0.03808964831566252,0.04429380534740607,0.03538632860385316,0.03702043630356682,0.037661412745845904,0.029801548385624602,0.036707415676278006,0.0359162712088113,0.04236885596505914,0.03829775264514597,0.030470542730080104,0.04127762435271784,0.03125021968339729,0.040137435961655914,0.036590355890606795,0.03448614251700719,0.034704271302205325,0.04292897726002936,0.03950265720692166,0.038761300063714754,0.03910291611687202,0.030929681879856005,0.03572084066218418,0.0328528118599002,0.03666609203832183,0.045665266557941675,0.04411849888254385
Healthcare Equipment & Services,-0.00044761283284229286,0.00018861921303728782,0.0002387225780747943,0.0014763765108020666,-1.2885169859343397e-05,-0.00015887671584296855,-0.0015975500730441331,0.0019681878696699556,-0.0007880836778931043,0.0003839925607056815,-0.0013491560383065134,0.00028804358188566447,-0.0011892195307167226,0.00044302445405714706,0.00046830480853297013,-2.110091925213719e-05,0.0003443287056202945,-0.0004315168359166453,0.0002060567333544468,0.0035029320736733663,0.010397492835063353,-2.004987805071538e-05,0.0004249211566721033,0.030046158297825427,0.028498352483885363,0.03733537412751878,0.046746574131260564,0.039923381017940074,0.03672957473063961,0.04241107516517428,0.03489269592725746,0.037202627443017874,0.0408856805517128,0.028767362292436476,0.03645238056816562,0.03614826153194488,0.04167545235592416,0.03961215284229532,0.02985537340816739,0.04057373955009823,0.0373827472643745,0.040540608480297315,0.032504043192922695,0.035712061263391506,0.035271590047630634,0.04516134455235408,0.044754143542263,0.0382542241746323,0.03922446249842297,0.028503391420405623,0.03463399092586805,0.03414076527559866,0.03576420489535764,0.044514277917183404,0.04479142155459049
Consumer Durables & Apparel,-0.00043256284000712706,0.0005253391119509254,0.00017639226788578746,0.0018869920868931074,0.00024264901323630525,-7.167591969499351e-05,-0.0017549004221648907,0.002152598594964092,-0.0007273427624291095,0.00040401380906492475,-0.0012755294050968205,0.00023223522511694406,-0.0015045934451788192,0.0005232417839793608,0.000693686076088516,-5.74825405963122e-05,0.0004556785172144163,-0.0003847332545823079,0.00023177711543101543,0.0036005771686224053,0.010445485824720302,-0.0003809984221241065,0.0009147702955782986,0.03136822325060055,0.026272386264396794,0.03884865856329619,0.039923381017940074,0.049295611033397226,0.03959020975535214,0.04479253472584917,0.035654621379091006,0.03962419460415641,0.04005656796503999,0.03265679569182298,0.03616133487411954,0.04325639485891688,0.046665989285412254,0.043551931256980876,0.03017307764435899,0.04217105940754042,0.03388433155667124,0.03987597374596102,0.034009604564751696,0.03671594743880323,0.0353267472680954,0.048718951215437414,0.0450288806412486,0.039416405581968336,0.04152511069243858,0.027752689083953147,0.04045350334086481,0.03727929437407334,0.035461149982286826,0.04620554348885271,0.0448448719672448
Consumer Services,-0.00037158217238779595,0.00026816168240420356,0.00022255521196328152,0.0013906301043750816,8.199296726874379e-05,-0.00013507007943933566,-0.0005162803085914045,0.0015617766326862133,-0.000495706789126853,0.00038326673286929503,-0.0010965223047874689,0.0003185130694866411,-0.0009461405916242747,0.00047636849548006845,0.00028979543524602593,2.168847147806092e-06,0.000379055021601326,-0.00024108674330473588,0.00022147405964537326,0.003289236628763751,0.010043195380476563,-0.00013685217480924306,0.00036714550036997704,0.028984129463216796,0.026868490219576747,0.03808964831566252,0.03672957473063961,0.03959020975535214,0.04183519751549215,0.04322487713629319,0.03519243719506178,0.03688981598996126,0.03747722536634588,0.030170881872317507,0.03664624534467694,0.03644913065812255,0.04224446603858639,0.03791946216557329,0.029643406137406653,0.04049970859732938,0.030192868320032762,0.039811633673276364,0.03549089747161005,0.033960491052458595,0.034111113467423744,0.0425561675531694,0.03892459511875035,0.038048486792824444,0.03851227478787944,0.029595054998670482,0.03608173364564114,0.03325473513966432,0.03564260202948269,0.04494088859983821,0.043023655475720624
Banks,4.92474563522992e-05,0.0002969416393750537,-0.0003035184028613111,0.002307939856237205,-9.379671609361806e-05,-0.00011432996146127978,-0.0006326487590696242,0.0018471173620961947,-0.0009569898325553269,0.00021290655740887392,-0.0017420061734141597,0.0001331500744579494,-0.0013082373717554535,0.0006523568717271979,0.000527742284293967,5.2839511634583326e-05,0.0003667735434036007,-2.816032228769862e-05,0.00024124663271144566,0.0036154205559586193,0.012778627334662618,-8.599644720903897e-05,0.0009763885491112294,0.03292743831347284,0.028827587838513823,0.04429380534740607,0.04241107516517428,0.04479253472584917,0.04322487713629319,0.06757120496137327,0.04157203525494635,0.04127449109865728,0.04007003678692188,0.03336769006446676,0.04660042399397721,0.040662224552815936,0.05230846866548592,0.04410947084676073,0.0367306600778471,0.0519158321897368,0.03659409614827163,0.049938427404639704,0.044577631233949845,0.04090032076757182,0.038942077016004176,0.049992263277199016,0.04894838157621751,0.04515918364876393,0.04719815873206595,0.03625322296438245,0.04365403468192523,0.03635341254650839,0.041020572422275546,0.05915183914822122,0.05463592578881223
Media,-0.000202323534161858,0.0004019327204498398,0.00037438998960714936,0.001153038344258006,-0.0001119571420100712,-0.0001194018588072741,-7.248668550727296e-05,0.0014065602762405667,-0.0003731912016296954,0.0002842367872100907,-0.0010143602147643389,0.00043627067306251804,-0.000826184745415078,0.00041100739486232477,0.00018073860745829195,0.00016487134173217812,0.0003355061001173662,-0.00025746990325142523,0.00019983727762109478,0.0033403226338290645,0.009774324638129975,0.00025810465279401854,-9.597801356466444e-05,0.02675948574249093,0.023971701377213696,0.03538632860385316,0.03489269592725746,0.035654621379091006,0.03519243719506178,0.04157203525494635,0.0391181206326352,0.03616318860369645,0.036260096622664384,0.02692213848293039,0.035787542421914856,0.032184442367841376,0.038971941430001156,0.033661901801278656,0.028164303783871157,0.03933454655797335,0.028670923449726562,0.039038812937660344,0.033241592755878124,0.031272110392481865,0.033972423140479484,0.039074373365563644,0.035700127978934716,0.03568987257636729,0.036551030837340306,0.030189215764270364,0.0328025141822652,0.02986814421307342,0.03477309116615758,0.04380347072587517,0.040672150532613284
Internet Retail & Consumer Electronics,-0.000353467282923018,0.00037141094322003416,0.00029552275201448383,0.0013066381307963075,5.831274514678049e-05,-0.00010393058694938335,-0.0007230711377767784,0.0019044869457708598,-0.000216876402298485,0.00033735194942693334,-0.0009971062717242453,0.0005448899694975882,-0.0009706213624560097,0.00040347824808539975,0.0003070307190452864,4.9162763837218046e-05,0.0003013827390650135,-0.00029483198574215425,0.0002659784012117252,0.003764901196470384,0.010353489380436417,7.533519889338148e-05,0.0001036451147050698,0.02762485267203139,0.02384532911178107,0.03702043630356682,0.037202627443017874,0.03962419460415641,0.03688981598996126,0.04127449109865728,0.03616318860369645,0.04485732713093311,0.039345058722083506,0.029534503832487458,0.034510810081074726,0.03624515055142349,0.04211836725035704,0.03660823163264844,0.0276350301430051,0.03997787454685448,0.031688498049172426,0.039306484097194026,0.03279659079998866,0.032637363270410655,0.035609798719908346,0.043208282299409435,0.039257065124793364,0.0370708729458473,0.040167831594832816,0.028235186227641925,0.035822625697023144,0.03172822361663567,0.037047803535877645,0.04387772913886041,0.04300842090019899
Semiconductors & Semiconductor Equipment,-0.00036879738627331176,0.0005137094721568634,0.00036364681648621525,0.0013309267332631235,8.092959964263005e-05,-0.0004832284698385523,-0.0006528474768875538,0.0015707625655840645,-0.00018863712379336718,0.0003866557033109375,-0.0007904307092853856,0.000300317192891183,-0.0011345201210033948,0.00029187574072914223,9.697484285252258e-05,-5.2367000889787716e-05,0.0004613386338411301,-0.0003823356064952645,0.00038060278146271747,0.003670708062746723,0.01155966019782277,0.00012606263275151167,5.3493762743300436e-05,0.029313843340822796,0.02750029112948746,0.037661412745845904,0.0408856805517128,0.04005656796503999,0.03747722536634588,0.04007003678692188,0.036260096622664384,0.039345058722083506,0.06263437629214981,0.028293486526212105,0.03944972102744633,0.03491052400140481,0.04178668064257844,0.038397676329924996,0.02914131938331414,0.039900956052154525,0.034601040598443836,0.045706948691642706,0.031710509818024916,0.0332014885640085,0.04483799300213363,0.04626067646838727,0.0373729836090735,0.040414064155430994,0.04475294899385332,0.029132472406552427,0.03508389148984,0.0326596278005969,0.03864442795906537,0.0450231452613304,0.048272399632598446
Food & Staple Retailing,-0.0003499919240457847,7.497861719434743e-06,2.835427112021526e-05,0.0010361293885465073,0.00014463754615427407,9.864232133174964e-06,-0.0006205184412561399,0.0012496465016912605,-0.00048674034253028814,0.00024536717384893007,-0.0007955698000595064,9.497660675622466e-05,-0.0007994936218848596,0.0003028255717771208,0.00031664828125085344,-3.4239129311775394e-05,0.0003429281562339352,-0.00016340848200289133,0.00015685483083971926,0.002664688595803098,0.006896144738652164,-7.605054794772257e-05,0.0006290634474778839,0.024263227154131074,0.02143148261395885,0.029801548385624602,0.028767362292436476,0.03265679569182298,0.030170881872317507,0.03336769006446676,0.02692213848293039,0.029534503832487458,0.028293486526212105,0.03124075966572605,0.02609287212155141,0.03229563904604749,0.03385490113077043,0.0311836370057211,0.023579391648337632,0.03139051536919136,0.024740399133398254,0.02847756132012745,0.027812302956581183,0.027521792896784105,0.026753654261629487,0.034579684671583684,0.031978806887546334,0.02961780785031392,0.030384737690918942,0.023713184818767063,0.029904969529411688,0.027277538056017157,0.027203348505138104,0.034084688458983714,0.03235725767019698
"Oil, Gas & Consumable Fuels",-0.0002763418258593248,0.00039197488553003847,0.00020709020424953636,0.0017862694063976825,-0.0005791971652397596,0.0010970290657233927,0.000254904577232824,0.001297106584813466,-0.0007223413210310506,0.0002383394663478258,-0.0014785687989924644,0.0001798031047047389,-0.0008300778550661077,0.0005762588354793466,0.0005563559439141648,0.0002899415899077649,0.00032197450588122736,-2.7419073500430165e-05,0.00030121667085428026,0.0037599926910050385,0.011184536681244884,0.00018497158672193674,9.599734682556891e-05,0.027762157332314356,0.025030862526601312,0.036707415676278006,0.03645238056816562,0.03616133487411954,0.03664624534467694,0.04660042399397721,0.035787542421914856,0.034510810081074726,0.03944972102744633,0.02609287212155141,0.057698230831670014,0.03190502002735619,0.041016963819017205,0.03753990505218375,0.03500982657710789,0.041882102707243046,0.030141721274323272,0.0667704838164983,0.03753768886919331,0.03528720327382201,0.03696778781498865,0.04221955076587934,0.0399480694841153,0.04046494834655657,0.04478674760024155,0.028745865879338226,0.034332929405448735,0.03181966803189076,0.034864462331422374,0.04890015602244051,0.06642294751881443
Retailing,-0.0004883439174888912,0.00035317493492417523,0.0001560512928610138,0.0016086410134927473,0.0003439884805750132,-0.00015986335890899042,-0.0015932206967566409,0.0016841835974617033,-0.0006250740313716356,0.0004444163546137872,-0.001054212685943003,0.00014256037972466782,-0.0011810102735647524,0.0004889509699834028,0.0006245084760676629,-7.326345414622569e-05,0.00042968418078372084,-0.00036230374232219,0.00026264716786795713,0.0031167878490405178,0.00866218032106627,-0.0003692281106371579,0.000904111212963367,0.028712118280382358,0.02591121377989955,0.0359162712088113,0.03614826153194488,0.04325639485891688,0.03644913065812255,0.040662224552815936,0.032184442367841376,0.03624515055142349,0.03491052400140481,0.03229563904604749,0.03190502002735619,0.04415989774822107,0.042681172364453956,0.04042513563263878,0.027600954285226315,0.03825974772275371,0.0310771018026427,0.03521756081361306,0.03208240691745358,0.03376675852130151,0.03227156181297658,0.04402167584482685,0.04191934215180887,0.03654662197803242,0.036983606361427356,0.02722508126246925,0.0372665009406047,0.034015634940837966,0.03277744264874321,0.041918836981807824,0.0413998627397599
Transportation,-0.00042982050552971523,0.0004778693034747235,5.291317281617521e-06,0.002010698902138859,-3.542119339020871e-05,0.00021086436986159055,-0.0014661834697433775,0.0019035225353000247,-0.0008517407251670622,0.0004358839019471801,-0.001461967361375415,0.00027320961126780694,-0.0015068144174816879,0.0005818863957325149,0.0007493238826768532,4.8277690081444725e-06,0.0003933796616207897,-0.0003324428267219945,0.0004245657744054639,0.0037055008259445753,0.011601983238413369,-0.0003113632537042005,0.0007956970397159282,0.03221364609612752,0.02821701754695236,0.04236885596505914,0.04167545235592416,0.046665989285412254,0.04224446603858639,0.05230846866548592,0.038971941430001156,0.04211836725035704,0.04178668064257844,0.03385490113077043,0.041016963819017205,0.042681172364453956,0.055293781448302055,0.044545795425940615,0.03154115232717638,0.04649939997877056,0.03476638469887541,0.046329028402126576,0.03891054880681365,0.0380987223118191,0.03747776921510973,0.05079474420708417,0.04562989231597816,0.043568647135968384,0.045512961293354595,0.03214974277374129,0.04269723728649573,0.03713862994782573,0.039378081886495386,0.051657700261263324,0.053568597533513854
"Agricultural, Timber, Packaging & Building Materials",-0.00035973216947786526,0.00032407639625131124,2.8263278534244338e-05,0.0019459057130638499,0.00020041248556364853,-6.061049367375969e-05,-0.001796684810547999,0.0016782879288786514,-0.0007973744356926148,0.00032874046581259856,-0.0012505345300077297,7.747389891112645e-05,-0.0014037082235533692,0.0004904093988794739,0.0007026953890712642,-2.8207130681360748e-05,0.0004222103894720928,-0.00027812309279714526,0.00021611419423855937,0.003766875551263248,0.00953103216519559,-0.00044207502265923777,0.0009690957517704613,0.030831701228308576,0.027346572230999584,0.03829775264514597,0.03961215284229532,0.043551931256980876,0.03791946216557329,0.04410947084676073,0.033661901801278656,0.03660823163264844,0.038397676329924996,0.0311836370057211,0.03753990505218375,0.04042513563263878,0.044545795425940615,0.046939450364212036,0.030586085741278655,0.04153626188497897,0.033810909280927316,0.04218852816232538,0.03493773550606653,0.03637043186644231,0.03438018929168802,0.04931241366305905,0.04478949718785484,0.041074093426978264,0.04301310110390137,0.029017070235092805,0.03977201045027541,0.03547038744686987,0.03499258796236098,0.04625460685637957,0.04986095090412632
Utilities,-0.000225430372804601,3.918747412084217e-06,0.00014964740889833168,0.0009530032545688971,-0.0005009658364517586,0.0003984870856321658,0.0003612841606447534,0.001112069933017647,-0.0007977365475662991,0.00014434220868778062,-0.0010164349846054173,2.454331719359728e-05,-0.0005099612669478946,0.00021913351413455957,0.00023669632903636591,0.00024569484796397955,0.00026707269327247153,-8.424091049179476e-05,4.2645779738632476e-05,0.0025901991038480335,0.007838494047862968,0.00020049900564848475,0.00010982032285295282,0.025340141200084047,0.021922442717716283,0.030470542730080104,0.02985537340816739,0.03017307764435899,0.029643406137406653,0.0367306600778471,0.028164303783871157,0.0276350301430051,0.02914131938331414,0.023579391648337632,0.03500982657710789,0.027600954285226315,0.03154115232717638,0.030586085741278655,0.03638188630584368,0.033887805667021126,0.02586721568740298,0.03654611492893085,0.032448825303480505,0.03258032648661278,0.029076501292122192,0.03398133107738516,0.03542744067978126,0.031971716351140336,0.03332700242760221,0.02689899283931021,0.027906314750479746,0.028085718187780086,0.02755885179660339,0.03822830803437381,0.03711230385007423
Diversified Financials,-0.00017607738539055745,0.0002470330543769,9.868257224018761e-05,0.0017140701900907587,-0.00016301650426188947,-1.9523628850809847e-05,-0.00046353732521663474,0.0016213929964761387,-0.0007510036362382176,0.000295756972427848,-0.0013463710361318133,0.00021778069455844382,-0.0011071492407929955,0.0005172647251916854,0.0004497660225945489,0.00014577993708678384,0.0003700778317337212,-0.00015167709246601154,0.0002493502671596953,0.003574771939692871,0.010891408532416689,4.830088553637223e-05,0.00043712800053569834,0.03152166256170952,0.02792900882317761,0.04127762435271784,0.04057373955009823,0.04217105940754042,0.04049970859732938,0.0519158321897368,0.03933454655797335,0.03997787454685448,0.039900956052154525,0.03139051536919136,0.041882102707243046,0.03825974772275371,0.04649939997877056,0.04153626188497897,0.033887805667021126,0.048430180416742824,0.03465512963480553,0.045360378733108435,0.040509147082407646,0.037812785087453095,0.03766947110832722,0.047179501101767114,0.044870659363968494,0.04245627501911423,0.04329502412478133,0.03335164789326743,0.039759923263843706,0.03574185559995103,0.03925053563623281,0.05275396831778253,0.04962693133439921
"Pharmaceuticals, Biotechnology & Life Sciences",-0.00027613621374591405,0.00013719609372159919,0.00017736951635888577,0.001442126613198566,1.749961355446644e-05,-0.00029024682124037553,-0.0013535974765938297,0.0015276779854774029,-0.000605045609065445,0.00023818600826906142,-0.0010797740725150633,9.669020730633617e-05,-0.0010818078304375167,0.0003413261506430327,0.0005130388386732692,5.7693721458223104e-05,0.0003379441533045092,-0.0002208140046681758,0.00015525279556839874,0.002878961426517236,0.007569329628007767,-8.268992893892839e-05,0.0006472830550576721,0.025399142564007878,0.023853918771027317,0.03125021968339729,0.0373827472643745,0.03388433155667124,0.030192868320032762,0.03659409614827163,0.028670923449726562,0.031688498049172426,0.034601040598443836,0.024740399133398254,0.030141721274323272,0.0310771018026427,0.03476638469887541,0.033810909280927316,0.02586721568740298,0.03465512963480553,0.03900020836227271,0.03322237638489924,0.028542969088666055,0.03126761401295035,0.02952793910710775,0.03960363792267131,0.03887192061302756,0.03235002142639269,0.03345352488526558,0.024306033211416028,0.030260319504437364,0.029171046163079153,0.02917731450120704,0.03786911277436867,0.037543834599105534
Oil & Gas E&P,-0.00034474430488790774,0.000543743527006364,0.0002513995229424963,0.0024462010461118212,-0.0008186267884558057,0.001957430558768425,-0.0006658069149524784,0.0017470843442157135,-0.000882527566014931,0.0002912754323094073,-0.0019023877741578892,0.00016290303737259088,-0.0013104728410985357,0.0007744633414370688,0.0010385609416065104,0.0003137883612423459,0.0003497609859318288,-0.00012924330730904935,0.00041561628794194134,0.004198149745591104,0.012385683735176643,0.00017086275681314607,5.363228497604277e-05,0.030668295090515437,0.026291473153220536,0.040137435961655914,0.040540608480297315,0.03987597374596102,0.039811633673276364,0.049938427404639704,0.039038812937660344,0.039306484097194026,0.045706948691642706,0.02847756132012745,0.0667704838164983,0.03521756081361306,0.046329028402126576,0.04218852816232538,0.03654611492893085,0.045360378733108435,0.03322237638489924,0.09106172873989643,0.039906577581744096,0.03836034464515937,0.04023746035928761,0.0488297867469771,0.04484444068688926,0.045233898491200804,0.05305899995343367,0.028993956293860385,0.03931032789704309,0.035423111484998576,0.03761408527487475,0.05324636533677539,0.08836323884070478
Insurance,-9.251214440527491e-05,0.0001519228282681139,-0.0002100043751981381,0.0011541595494022564,-0.0003717174407082979,0.00016872228647375078,0.0005195521483783879,0.0012189276604189496,-0.0006548893379420299,0.00012705913525299045,-0.000979666486717769,0.00012721173648933893,-0.0005611182843775986,0.00046326254469391517,0.00013054564980811704,0.0002392966131217353,0.00028758930160906274,0.00015408390252136383,1.5427900421121788e-05,0.0025379003616940814,0.007989420073426816,0.00012219075016782366,0.00032642506653262075,0.027625465131310884,0.02756245955619126,0.036590355890606795,0.032504043192922695,0.034009604564751696,0.03549089747161005,0.044577631233949845,0.033241592755878124,0.03279659079998866,0.031710509818024916,0.027812302956581183,0.03753768886919331,0.03208240691745358,0.03891054880681365,0.03493773550606653,0.032448825303480505,0.040509147082407646,0.028542969088666055,0.039906577581744096,0.04414967301968127,0.03404302103038285,0.03161173792554894,0.03892994378024862,0.03705880139563683,0.037207888209564784,0.037859532323804304,0.03169828868327594,0.033217861056712705,0.030476356336626195,0.03449621790514952,0.0455091061392477,0.04252155253359351
REIT,-0.0004078304038072193,-7.674068508147102e-06,0.00015873928433107144,0.0011759408116405392,-0.00032880989119345107,0.00029451772330121607,-0.00095948270330104,0.0015748371520372497,-0.0008884066683812279,0.00015344823387709376,-0.0011431103328840436,0.00017198854830212482,-0.0010051010617541504,0.00040189981569726683,0.0007375986920675665,0.00012644470000341962,0.00041205763094850337,-0.00020322426342133968,5.460078098182969e-05,0.003062199663763049,0.007816926314714584,-7.284211299163522e-05,0.00046789993799434265,0.028771223128755144,0.02403864495787704,0.03448614251700719,0.035712061263391506,0.03671594743880323,0.033960491052458595,0.04090032076757182,0.031272110392481865,0.032637363270410655,0.0332014885640085,0.027521792896784105,0.03528720327382201,0.03376675852130151,0.0380987223118191,0.03637043186644231,0.03258032648661278,0.037812785087453095,0.03126761401295035,0.03836034464515937,0.03404302103038285,0.04141992863009506,0.030303561754708122,0.04153929809588468,0.044791498748968976,0.03464518972084801,0.036391929478829785,0.028178258506861478,0.03365085233876958,0.032551384431991466,0.031462601924806315,0.041351741876692515,0.042283818276570156
Technology Hardware & Equipment,-0.000396819879048171,0.0005010292611320053,0.0004201389460276436,0.000948058584938359,2.158058023636649e-05,-0.00048231754798397716,0.0005346807775603848,0.0013254749210778066,-0.000184684668160804,0.0003326105794289548,-0.0007924916237989956,0.00040624809020971194,-0.0005821031022419219,0.0002808421805730419,-0.0002106926889913362,0.00014456497630414844,0.0003126422233201354,-0.0002639855288111575,0.0002549720466954855,0.0035180437895100114,0.011141180420428498,1.4673407308695975e-05,-8.227610291726531e-05,0.026213861486874438,0.02453134171528811,0.034704271302205325,0.035271590047630634,0.0353267472680954,0.034111113467423744,0.038942077016004176,0.033972423140479484,0.035609798719908346,0.04483799300213363,0.026753654261629487,0.03696778781498865,0.03227156181297658,0.03747776921510973,0.03438018929168802,0.029076501292122192,0.03766947110832722,0.02952793910710775,0.04023746035928761,0.03161173792554894,0.030303561754708122,0.04257645082725639,0.03938559217307994,0.03351221459924369,0.03785915371537061,0.03908684623355888,0.028057719901829523,0.030459079786804646,0.02944393248124741,0.03588021554841997,0.04291367062751681,0.039713481267332276
