,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,Household & Personal Products,"Agricultural, Timber, Packaging & Building Materials",Media,Commercial & Professional Services,Healthcare Equipment & Services,Chemicals,Insurance,Consumer Durables & Apparel,Banks,Energy Equipment & Services,"Food, Beverage & Tobacco",Software & Services,Utilities,"Pharmaceuticals, Biotechnology & Life Sciences",Retailing,REIT,Health Insurance & Managed Care,Metals & Mining,Capital Markets,Real Estate Services,Capital Goods,Internet Retail & Consumer Electronics,Transportation,Consumer Services,Automobiles & Auto Components,Diversified Financials,Oil & Gas E&P,Telecom Services,Semiconductors & Semiconductor Equipment,"Oil, Gas & Consumable Fuels",Technology Hardware & Equipment,Food & Staple Retailing
Liquidity,7.729188822740753e-06,-4.608002997199149e-06,-1.6560606002178055e-05,-2.754453814532463e-05,-1.2132756240746896e-05,-1.253343285887581e-05,9.3376664794963e-05,-3.4444229182274345e-05,7.325281587929607e-06,8.238239522340755e-06,-1.6457012746329855e-05,-2.7952840037362885e-05,3.241626990161359e-05,-1.733761891468038e-05,-2.8576708978761318e-05,-7.033969938554635e-06,-1.2385233531592426e-06,-1.9312999486381677e-05,1.817355324720555e-05,-9.787489070499474e-06,4.75198803719063e-05,0.0002883333503778144,-0.00010811430936763079,-7.097442955787361e-05,-0.00045719721005153303,0.00024738833099175524,-1.4358549325447875e-06,-6.251841590986357e-05,-0.0003269218258484161,0.00015880902691508444,-0.0003547041009855602,-9.755563532880675e-05,-0.0002127499595065952,-1.008820884065416e-05,-4.439079903363834e-05,0.00018010587324987908,-0.0001157024914080985,-0.00033657961449795083,-8.430438586485725e-05,-0.00024254610148065488,-0.00018587821151643409,0.00010808466518194562,-0.0006098499232847415,-7.745070895696223e-05,0.00010365850201704817,-0.00027202235269603803,-0.00013421838710384596,-0.0001182364381957145,4.962698636353199e-05,0.00015788722901978125,6.798417508652514e-05,0.00011570362005244919,0.00015807854250238405,1.9622582182292476e-05,-3.3945987522529713e-05
Size,-1.7104141106770346e-05,-4.144977036168855e-05,-4.1969524968357045e-05,8.791190155578504e-05,4.9671784125559296e-05,6.253912785610892e-06,-0.00019180698996336724,2.085123040366602e-05,-4.374428775889499e-05,-7.024361104828989e-06,-2.4565707352551454e-05,-1.5390505338436725e-05,-9.385777093674771e-05,2.0787659217576796e-05,5.83991437976485e-05,-2.5750294996838158e-05,2.5078447498227164e-05,3.089821389509042e-05,-1.2004436845277288e-05,-6.978208398400198e-05,-6.296009821296302e-05,-0.00010811430936763079,0.000388918746208778,0.0005264843246725833,0.0009656938396604844,-0.00010892439268853039,0.00045453588795733895,0.0003931000278646843,0.0008185986708176842,0.0003545722856101753,0.0009420096295665989,0.0009746930120182007,0.0005563837126994071,0.00038821855716834663,0.0001245410695843945,8.785933567816198e-05,0.0006248707103720105,0.0009309567143013814,0.0004580333400715786,0.00039329407437062276,0.00026425829750758195,0.00042768660614718126,0.0009875694374081184,0.0004375974229822341,0.0001211116089751692,0.000828640426480869,0.00037254173347722914,0.0009159753309050814,0.0004374926522226022,3.997382992457908e-05,0.0002535757533054823,3.792340250768343e-05,7.273835950485334e-05,-8.239788874524038e-05,0.0006651195018791989
Household & Personal Products,-0.00046919803748373556,0.0001918701188200525,0.0004455472551969884,0.001435147149574785,4.973409189159237e-05,-6.01792744390253e-05,-0.0016227078078947447,0.0015726472201947996,-0.0007662280974498531,0.0003226535907121857,-0.00104387204834007,0.00013980812389335646,-0.0012091199219296288,0.00044868893538438473,0.0010001810367805191,4.886860337324317e-05,0.0003225717830947329,-0.00036643890887482747,4.206702130126018e-05,0.0027627557400099105,0.007808824913540273,-7.097442955787361e-05,0.0005264843246725833,0.0386753779313566,0.03601637440670223,0.030177054093283393,0.03315557206804221,0.034649708274721976,0.04119973873509627,0.030771059160425728,0.037670312769231086,0.03681064940327489,0.04042455841092089,0.029197414275390268,0.030144812336991195,0.028412670266578954,0.02964658137659894,0.03447060648661302,0.03304388279781163,0.022841383724229437,0.033312021627976196,0.0388313117680023,0.038542728048805854,0.03349746175752674,0.03197724592804799,0.037545850238694826,0.033513472162670116,0.033370292011913306,0.036142511694513844,0.03584601241502099,0.024832901848497808,0.03305093484040874,0.032173645900963,0.02967796524323632,0.027427051025671747
"Agricultural, Timber, Packaging & Building Materials",-0.00036204483324338277,0.0003291693696711525,4.327470810334853e-05,0.0019474095586691333,0.00019777151267418358,-6.281893880349578e-05,-0.001791354298681367,0.001697779635058919,-0.0007863714719734777,0.0003356317718182416,-0.00123500970294553,9.869630223480339e-05,-0.0014154286958704347,0.0004870911825997871,0.000697784098995389,-1.2869657439177071e-05,0.00042862590056180836,-0.0002780021349076925,0.00021306822582533373,0.003779188871688076,0.009675621294222225,-0.00045719721005153303,0.0009656938396604844,0.03601637440670223,0.04730095872494949,0.034081672947467265,0.038816373763062836,0.039907474034059885,0.04963477407445509,0.03540842365120158,0.0441200646774701,0.04455653375281648,0.050266616698213015,0.031246137060415832,0.03554067125043023,0.03094661342803161,0.03402997130323637,0.04086632113482844,0.03664768627679561,0.027589203803780188,0.04338537151475135,0.046786244049080467,0.0451690939731129,0.04147337395750075,0.03719178120215901,0.04511076744574157,0.03849751075690067,0.04027028981217509,0.04203140051228827,0.04261450667364139,0.02935868011341332,0.038830962402798715,0.03795870442485564,0.034904216421605745,0.03175469569303996
Media,-0.00020060468424734987,0.00042590871987575375,0.0003268894169197291,0.0011836340585050914,-0.00012504410889692435,-9.227991531981993e-05,-7.543789553859389e-05,0.001420941982683407,-0.0003633756284206766,0.0002822299005719363,-0.0010208144131109717,0.0004215197701362015,-0.0008228744988952496,0.0004044510395477639,0.0001974337572885461,0.0001668268608607881,0.0003335935828437766,-0.00025487335902800825,0.00022685663134578313,0.003407274362498956,0.009860937489897595,0.00024738833099175524,-0.00010892439268853039,0.030177054093283393,0.034081672947467265,0.03949919522131026,0.035784398404133014,0.035181620024164174,0.03964935256027626,0.03374645123428309,0.03619826765877321,0.042022050764266475,0.041046280379354406,0.027070498013882595,0.035163527771088304,0.028414184404640882,0.028958468222301966,0.032782281082999486,0.0316567956766033,0.024279675355152637,0.03716659884622315,0.04435416237254134,0.03618733410025394,0.03611510589591385,0.036652426854147234,0.03960275113886218,0.035556364266126184,0.033263959864054886,0.03979686301843005,0.03940633919463224,0.030412566461092815,0.036656360292837004,0.03606406600582209,0.034339284064579895,0.0273345580397588
Commercial & Professional Services,-0.00035245571251016507,0.00027166466191044905,0.00021120728525333868,0.0012838093430113094,1.1566769335475277e-05,-0.00012445543650694193,-0.00042048376158736135,0.0015048340619122076,-0.0005447697362487969,0.0003290508368750699,-0.001043237464851428,0.00029420821498251704,-0.0009335433899452338,0.00045957711546202733,0.0002668586683480212,4.4957087842873976e-05,0.00036433939422721986,-0.00021913767024813694,1.981458753156517e-05,0.003220830133713773,0.00986249268743474,-1.4358549325447875e-06,0.00045453588795733895,0.03315557206804221,0.038816373763062836,0.035784398404133014,0.04057561135981083,0.03784863865366369,0.04353962095132463,0.036962879900680035,0.039270098069038625,0.04482706734164273,0.04467053778662198,0.029689701242489503,0.03703454252988055,0.030845628485890255,0.031705467487610675,0.03636235188884218,0.03495440982906749,0.027280004915176223,0.03962605033173664,0.04618863979400335,0.04001894510553836,0.03924551799913018,0.03738109471506912,0.04283178851541943,0.03846339577721212,0.03610757131130211,0.04175252126274376,0.040605788448428576,0.03129022045712829,0.03811913944572566,0.03713640942415783,0.03505239765769031,0.03004008785823227
Healthcare Equipment & Services,-0.0004406219422172985,0.00022781499924452999,0.00015864427653897363,0.001500864154399251,-4.7762529537598376e-05,-9.836081282967477e-05,-0.0015904017865458072,0.0019944785994299844,-0.0007445326558383838,0.00037965157068385917,-0.001314025532730215,0.0002792055295817706,-0.0011782891479552942,0.0004184498092203751,0.0004852906344527521,1.359835190639328e-06,0.00033686724186762513,-0.0004188649407583839,0.00024300205686829192,0.003551857445416459,0.010512134378167157,-6.251841590986357e-05,0.0003931000278646843,0.034649708274721976,0.039907474034059885,0.035181620024164174,0.03784863865366369,0.04683699421452375,0.04560306373411993,0.033219423947172956,0.04068971066632882,0.042774305633600004,0.044982377435561535,0.030466742191451898,0.03630135754824895,0.03000304463347309,0.037465609280768405,0.036904314810082474,0.035974534796691125,0.028787543403774082,0.039863367671614795,0.04510556499635826,0.04524702529917283,0.03861737754310642,0.03794119752946722,0.042562625468089865,0.03723567514641429,0.03525321484454421,0.04105357268026696,0.040827605076323666,0.028590228485592357,0.04124584142404518,0.03659264308525772,0.03576382709950366,0.029561793250708446
Chemicals,-0.00037366169833277237,0.0002814480406047761,0.0003866550632637971,0.0022192181070330177,-0.0001364146110571868,0.0003422689528694164,-0.0022072938182104065,0.0022576133849332917,-0.0007666409302098446,0.0003381565115211351,-0.0014236264654642864,0.00023779561761853925,-0.0018544017182828402,0.0005688736651268759,0.0010686119822612466,0.0001125240516454618,0.0005716226532602593,-0.0003344584236002499,0.0003087568522760455,0.004213379789367957,0.01081511323337903,-0.0003269218258484161,0.0008185986708176842,0.04119973873509627,0.04963477407445509,0.03964935256027626,0.04353962095132463,0.04560306373411993,0.059856395145693624,0.03935234945313202,0.04927815464280834,0.05052574543867763,0.05744323578082159,0.03453430965366774,0.04041414440133442,0.034501987031892986,0.03991797237075597,0.04434546140520532,0.04183519191602539,0.029226957588040194,0.05075973404290822,0.05232595976988685,0.050592029984373704,0.04557909079982444,0.04387902572806035,0.0513015706095693,0.043285963826416834,0.04509502596500603,0.04776402686375074,0.0493692483077065,0.03301666591202603,0.046845928097235943,0.04282318898873724,0.04005193886632488,0.03517060545315943
Insurance,-0.00010440002284130794,0.00012240756794394352,-0.00013216463365181756,0.0011525156616664482,-0.00034385160606623544,0.00010970867762223044,0.0005147660462463515,0.00122518321779498,-0.0007012715967962084,0.00013885435317789716,-0.0010253161061508165,0.0001469305038723495,-0.0005844515322605831,0.0004895064493633587,0.00011708714682105496,0.00022676908908436828,0.00030284795301875226,0.00013985710072956237,-1.4001371394212154e-05,0.002551696031792732,0.008098179059114072,0.00015880902691508444,0.0003545722856101753,0.030771059160425728,0.03540842365120158,0.03374645123428309,0.036962879900680035,0.033219423947172956,0.03935234945313202,0.04436272053728779,0.03417233422558334,0.045169502932051055,0.04318934133828521,0.027902644599732216,0.034853840645842404,0.03303487456918749,0.029135468254475518,0.03217605615874678,0.034516645302344405,0.027886396604185838,0.038094623125338616,0.045962683500316126,0.037451033363693854,0.03767871134848248,0.032980787416807926,0.0390212865251141,0.03588495862540445,0.033413171073240565,0.040981203503804756,0.040463925131631925,0.032281799038676506,0.032194100482849694,0.0382050755542551,0.0319608834589721,0.02780468204717567
Consumer Durables & Apparel,-0.00044762339412014317,0.0005076529261715578,0.00024443664338977456,0.0018968439987633945,0.00027551632019067504,-0.0001290618752933816,-0.0017795675037190564,0.0021657926462333678,-0.0007674046925317268,0.0004194121488345854,-0.0013195477070096866,0.00024897169780293074,-0.0015314367034132575,0.000543276371411654,0.0006897053670515955,-7.211995975884768e-05,0.0004732237229691369,-0.00040405022523553154,0.00021581372182917063,0.003636710059295985,0.01057896255414842,-0.0003547041009855602,0.0009420096295665989,0.037670312769231086,0.0441200646774701,0.03619826765877321,0.039270098069038625,0.04068971066632882,0.04927815464280834,0.03417233422558334,0.04972337550237622,0.04538947315188512,0.0454654520496231,0.03171265113618376,0.03587887500540541,0.03075173970797675,0.03454160405478931,0.04360220436391732,0.03723021777256809,0.026595011068317066,0.041882287284143546,0.04671081611461197,0.0455332705952698,0.03992587227490134,0.03996506193894433,0.04695592830737705,0.04006433809675465,0.04077413781138705,0.04269871083952613,0.04038690712471257,0.028271335128794345,0.04067315794393715,0.03678479849007376,0.03575400116269394,0.03279141902658805
Banks,5.4204650139872397e-05,0.000308804835402826,-0.0003264023871270498,0.002333386781862845,-0.00010447045382764656,-0.00010020480976980478,-0.0006321784151107665,0.0018686376485187812,-0.0009534965353460868,0.00021338542628212374,-0.001745840582120141,0.00013180927436637045,-0.001315818611874295,0.0006503598749486132,0.0005367866442214669,6.064889628422878e-05,0.0003678744093962725,-2.436919370641526e-05,0.00025339793208222546,0.0036617026986988555,0.01292831984066285,-9.755563532880675e-05,0.0009746930120182007,0.03681064940327489,0.04455653375281648,0.042022050764266475,0.04482706734164273,0.042774305633600004,0.05052574543867763,0.045169502932051055,0.04538947315188512,0.06830503682211589,0.055148646898430555,0.033334862589659196,0.04153818428054714,0.03712333729434775,0.03691411779472311,0.04121705885208662,0.04132305584078931,0.02914599875075945,0.04778673302077304,0.059843028412227085,0.04950699155799597,0.04565447771449886,0.04184725245093538,0.05302059530199143,0.043753761281838825,0.04421500716614727,0.05251602785544208,0.05045214913180813,0.03661663416041302,0.04050102288772702,0.04705847789162236,0.03942152886374022,0.03389148798877859
Energy Equipment & Services,-0.00016878664698241616,0.0005080911457128592,0.0003066864153389988,0.002939623592310142,-0.0006536899448519339,0.002041432608667854,-0.0023496507110913173,0.001477062020702406,-0.001082604386864059,0.0004245951263492853,-0.001967155587227002,-8.52559103980261e-06,-0.0018587160788191563,0.0008260647377865563,0.0017635024610206718,0.00018068085004524812,0.00040183397139114107,-0.0002020328260902426,0.0003791436170726146,0.004302645140951893,0.011643332616535588,-0.0002127499595065952,0.0005563837126994071,0.04042455841092089,0.050266616698213015,0.041046280379354406,0.04467053778662198,0.044982377435561535,0.05744323578082159,0.04318934133828521,0.0454654520496231,0.055148646898430555,0.1073882468398724,0.03496411036463753,0.04043069492076272,0.03736487083266477,0.037667592839786865,0.04193645756167273,0.04260744656367347,0.02882285951509535,0.059140398662032426,0.05778027248850744,0.05260733268861158,0.05017269490892034,0.04365442617087353,0.05436013681322293,0.04356672010543321,0.04654998878214031,0.05015687846075273,0.0892852179179048,0.03315451103821546,0.0486902273090797,0.06701252876735557,0.040215867389937286,0.03299513920864042
"Food, Beverage & Tobacco",-0.00022485978640975505,0.00015865801443008565,2.400288402551643e-05,0.0010960973027940044,1.2188339370482467e-05,-6.504519974177065e-05,-0.0010055773284213736,0.001318114425825379,-0.0006593052352616779,0.0002381995953953375,-0.0009007869499425401,8.502884996247498e-05,-0.000854750297326275,0.00027771157377909735,0.0004566453489444059,5.08053219689362e-07,0.00024895655822247843,-0.0002187253551234808,0.00015714036992485193,0.0024545658945424307,0.007579563757590712,-1.008820884065416e-05,0.00038821855716834663,0.029197414275390268,0.031246137060415832,0.027070498013882595,0.029689701242489503,0.030466742191451898,0.03453430965366774,0.027902644599732216,0.03171265113618376,0.033334862589659196,0.03496411036463753,0.028369782172923713,0.02715726274249358,0.025669035595909016,0.025772735926398005,0.0290691553988539,0.029160799307137407,0.021533887038909155,0.030612313117602357,0.03513164470167449,0.03412189502657812,0.02981446172852474,0.02790170559855873,0.032568579930868466,0.029280461670645817,0.02882770630489154,0.03189283064747081,0.031032223796227984,0.023979386648206917,0.029681870693560132,0.028099995525284433,0.026485672080377148,0.024470604791312744
Software & Services,-0.00038905655306811066,0.00039991125548611184,0.00011367557426815919,0.0009032670076252866,1.3894388079318634e-05,-0.00021628260802646795,-5.7623520864489323e-05,0.001540458510712324,-0.00014246757022856518,0.00036427643717089233,-0.0008850888914853888,0.0005448111482165835,-0.0006289802360327934,0.0003334288089156369,-5.734138659329757e-06,7.641929042485623e-05,0.00029416166264481026,-0.00027448581797529425,0.0001772871309371454,0.0033782706324080765,0.009978818112907744,-4.439079903363834e-05,0.0001245410695843945,0.030144812336991195,0.03554067125043023,0.035163527771088304,0.03703454252988055,0.03630135754824895,0.04041414440133442,0.034853840645842404,0.03587887500540541,0.04153818428054714,0.04043069492076272,0.02715726274249358,0.03967038917765529,0.02792349833891925,0.02966838719413153,0.03327569642593114,0.031958780597147726,0.026844626962713242,0.03774462689379191,0.043864233628743504,0.036460679107291886,0.03755472200739072,0.03741051735687625,0.03985009512037496,0.035967049043496846,0.03312660568729787,0.03972766895943158,0.03805839998079204,0.030713563477122483,0.03915581017415975,0.035270154618639374,0.03623523939939545,0.02739211479440221
Utilities,-0.0002197719818033396,3.115418401305969e-05,8.023195692482734e-05,0.000982522445667164,-0.0005274238209717532,0.00044552207893609264,0.00036840591830448376,0.001124535342539304,-0.0007806459807438515,0.000139005825845366,-0.0010101836048469796,2.1287153801566492e-07,-0.0004969142108054629,0.00020137892400316843,0.00025816717511975204,0.0002536152251659309,0.0002622346421847429,-7.593711333583172e-05,7.905617656564726e-05,0.002660146247108566,0.007907878163652996,0.00018010587324987908,8.785933567816198e-05,0.028412670266578954,0.03094661342803161,0.028414184404640882,0.030845628485890255,0.03000304463347309,0.034501987031892986,0.03303487456918749,0.03075173970797675,0.03712333729434775,0.03736487083266477,0.025669035595909016,0.02792349833891925,0.03670489398160133,0.026062280442441285,0.02825857575405703,0.032962420039984855,0.022210606956410646,0.03398952681335899,0.03875390715414555,0.035934867608736445,0.03235662910290132,0.0281261207472012,0.0322128051097483,0.029987457690000104,0.028385436033757584,0.03431444243218382,0.03685830624810713,0.02705507119606974,0.029460341881941136,0.03523216908232357,0.029425621570470004,0.02409024362777745
"Pharmaceuticals, Biotechnology & Life Sciences",-0.00027212587281570964,0.00016584788451293777,0.00013036705326544183,0.0014570632122342347,-4.4264127872046775e-06,-0.0002567564030740156,-0.0013383908837559886,0.0015431972580032848,-0.0005691838782415778,0.00023807637148261714,-0.0010472798992936434,9.746353179367974e-05,-0.001073747459206043,0.0003206976820919071,0.0005215556616454671,7.89396589442503e-05,0.0003372587293048452,-0.00021142167554067434,0.00018075498812855596,0.002906943682703117,0.007662003511096851,-0.0001157024914080985,0.0006248707103720105,0.02964658137659894,0.03402997130323637,0.028958468222301966,0.031705467487610675,0.037465609280768405,0.03991797237075597,0.029135468254475518,0.03454160405478931,0.03691411779472311,0.037667592839786865,0.025772735926398005,0.02966838719413153,0.026062280442441285,0.03918214169349446,0.031701700067221866,0.03148359236527206,0.024079380302748143,0.03392850615574117,0.03837643260229225,0.03925810228441496,0.032645707237765366,0.032348014944526535,0.035474818405849665,0.03066692026504457,0.030766988565164504,0.03508780751698964,0.03343105601183715,0.024424247324837556,0.03495097787180686,0.03029567390063505,0.029989248718400707,0.025433724731007724
Retailing,-0.0005076908903927861,0.0003225439144489479,0.0002681287469405134,0.0015943572958578979,0.00038815030872992295,-0.0002454687745426134,-0.0015993804970263015,0.0016886248302146298,-0.0006646229402171971,0.0004676419740069185,-0.0010870210572122233,0.00018156318888297999,-0.001207784544753503,0.0005101439147704682,0.0006035893705940486,-8.21876594799134e-05,0.0004541098678604159,-0.00038561581932729244,0.00023133205364307246,0.0031178692859167045,0.008810255534032318,-0.00033657961449795083,0.0009309567143013814,0.03447060648661302,0.04086632113482844,0.032782281082999486,0.03636235188884218,0.036904314810082474,0.04434546140520532,0.03217605615874678,0.04360220436391732,0.04121705885208662,0.04193645756167273,0.0290691553988539,0.03327569642593114,0.02825857575405703,0.031701700067221866,0.04441206924551225,0.034187254460015734,0.02618634012329233,0.03712917112477683,0.04237039618245248,0.04228627426912647,0.03699821945048763,0.03661296090221125,0.042848690556708396,0.03701052114206752,0.03751858955543914,0.038778595614135075,0.03567711634916029,0.027841005079267227,0.03553276467834757,0.03258018637755443,0.032772320719040106,0.03247496926579707
REIT,-0.0004099405694236836,-3.460210310478086e-06,0.00016487621339502046,0.0011744336583959963,-0.0003384891713290818,0.00030043944900859615,-0.0009485764519767589,0.0015924750760159159,-0.0008790376003211841,0.00015736641756100504,-0.0011294659888929299,0.00018760503492690534,-0.0010104478019016096,0.0003962331239641838,0.0007376491761869956,0.00014126237306918182,0.00041750653899689583,-0.00020210865639177066,5.566410755914162e-05,0.0030785549966199656,0.00793492862638515,-8.430438586485725e-05,0.0004580333400715786,0.03304388279781163,0.03664768627679561,0.0316567956766033,0.03495440982906749,0.035974534796691125,0.04183519191602539,0.034516645302344405,0.03723021777256809,0.04132305584078931,0.04260744656367347,0.029160799307137407,0.031958780597147726,0.032962420039984855,0.03148359236527206,0.034187254460015734,0.041782523288714325,0.024263638728776953,0.03675152283525194,0.04184313239980931,0.04521126519482772,0.03499164880430167,0.03317624770602142,0.03862389101059474,0.034476033741254214,0.03409448431966346,0.038273951882867814,0.03873878814591289,0.028497210021838425,0.033585150989438234,0.03566585764747806,0.030767151033131712,0.028048801802603666
Health Insurance & Managed Care,-0.00014183528824991906,-3.988672473635493e-05,-1.0256835096607618e-05,0.0007334023174784585,-3.8574264264415784e-05,4.110535382895075e-05,-0.0002228268466761136,0.0012323123082379026,-0.00028627690787740067,0.0001990297125847652,-0.0005899468793050431,0.0001321855569246105,-0.00040978188069666865,0.00027422601107375674,-0.00011658513724369726,5.836324965068533e-05,0.00025800819563067117,9.43567583887665e-05,0.00022974250162436716,0.002121373751839178,0.00647435990355756,-0.00024254610148065488,0.00039329407437062276,0.022841383724229437,0.027589203803780188,0.024279675355152637,0.027280004915176223,0.028787543403774082,0.029226957588040194,0.027886396604185838,0.026595011068317066,0.02914599875075945,0.02882285951509535,0.021533887038909155,0.026844626962713242,0.022210606956410646,0.024079380302748143,0.02618634012329233,0.024263638728776953,0.03345341945878689,0.027252797970738776,0.0309241747115413,0.0288059359635078,0.028624074112476132,0.02418903578541137,0.028546826839447037,0.027248844325234094,0.025197166500170867,0.028267975826321984,0.026577380799942547,0.024312880599701422,0.027831754014321884,0.02533919571289355,0.024879085638622192,0.021754138446925017
Metals & Mining,-0.00013701843413560337,0.0005160520467492991,0.00012783052410071048,0.00203629126045872,-0.00036702418116923893,0.00045106674541994004,-0.0008875613221090154,0.0019425199555449905,-0.0005090172313312631,0.00043705954044412457,-0.0015439903770113582,-4.39633275130136e-05,-0.0011962660995840063,0.00039938662156313213,0.00043657732557119273,0.00013372247276844607,0.00043429062597932457,-0.0003915959642170981,0.00028953281251885055,0.004149753431692028,0.011429646381812575,-0.00018587821151643409,0.00026425829750758195,0.033312021627976196,0.04338537151475135,0.03716659884622315,0.03962605033173664,0.039863367671614795,0.05075973404290822,0.038094623125338616,0.041882287284143546,0.04778673302077304,0.059140398662032426,0.030612313117602357,0.03774462689379191,0.03398952681335899,0.03392850615574117,0.03712917112477683,0.03675152283525194,0.027252797970738776,0.0651775847579485,0.04978327012183661,0.04086581227253658,0.04328010494535548,0.04066591909113049,0.04579060572650899,0.03915410727639865,0.03857922764717822,0.04385701065438416,0.05372619938973095,0.031182034750576935,0.0454188046407778,0.04556421312164734,0.03971143926024093,0.030697320469926133
Capital Markets,-0.00016920301165217837,0.0003989402985567587,-0.00011407700363704304,0.0020217345207925327,-0.0001190458102270873,-6.603873187092269e-05,-0.00013259086930812096,0.0016972899157742807,-0.0008009991939890557,0.00032438747192161966,-0.0016588576732395435,0.0002384046084706784,-0.0011698705593487296,0.0005550385396468665,0.00033248411092372195,0.00013099490711703286,0.000389407650438864,-0.0001912471458043958,0.00027752636534341947,0.004149625036025056,0.013000982817075044,0.00010808466518194562,0.00042768660614718126,0.0388313117680023,0.046786244049080467,0.04435416237254134,0.04618863979400335,0.04510556499635826,0.05232595976988685,0.045962683500316126,0.04671081611461197,0.059843028412227085,0.05778027248850744,0.03513164470167449,0.043864233628743504,0.03875390715414555,0.03837643260229225,0.04237039618245248,0.04184313239980931,0.0309241747115413,0.04978327012183661,0.06323795131882337,0.04954410631238512,0.04865710651292692,0.044374440107473045,0.052185234045990805,0.0454810539256172,0.04378906502541606,0.0533796459592868,0.053850890834413474,0.03692257573108146,0.04560006832329295,0.04951987168482858,0.04343386918364607,0.03442678575241281
Real Estate Services,-0.00043388745745633235,-0.00030471963697057455,-2.7432576500332943e-05,0.0019402344900833202,-0.00041385834021955226,0.0008640392324066015,-0.0022682105665592345,0.002501891772156586,-0.00131425036047571,1.1349775982827109e-05,-0.0014563076974439127,0.0001685138432509636,-0.001557978501457129,0.0006238336638618967,0.0013233317502227425,0.0002441656004820093,0.00043358344568974295,-0.00015630955933378684,0.00023739314690057988,0.0038819070319360276,0.009594341600950877,-0.0006098499232847415,0.0009875694374081184,0.038542728048805854,0.0451690939731129,0.03618733410025394,0.04001894510553836,0.04524702529917283,0.050592029984373704,0.037451033363693854,0.0455332705952698,0.04950699155799597,0.05260733268861158,0.03412189502657812,0.036460679107291886,0.035934867608736445,0.03925810228441496,0.04228627426912647,0.04521126519482772,0.0288059359635078,0.04086581227253658,0.04954410631238512,0.07173116405233589,0.040295507178253816,0.0397981096813677,0.04610440400669661,0.039507542854407,0.0411791897751302,0.04541020978340862,0.045352327195398466,0.03150563834442147,0.03783114164932168,0.04048543562225271,0.03400700783551109,0.0324505434195261
Capital Goods,-0.0003274249791704477,0.0002968436383076007,-6.158922292760527e-06,0.0016271588025217752,-2.36044232115879e-05,-1.2368004572678803e-05,-0.00025385466123182176,0.0014131194168683,-0.000658278613442527,0.00034669110692090685,-0.0012721123930648634,0.00019019778237870012,-0.0009187818861887743,0.0003988349226645886,0.00020904166765799438,0.00013620001861592814,0.00035306300660524514,-0.00019341003521291492,0.0003036141785369555,0.003532872858880338,0.010957162066453297,-7.745070895696223e-05,0.0004375974229822341,0.03349746175752674,0.04147337395750075,0.03611510589591385,0.03924551799913018,0.03861737754310642,0.04557909079982444,0.03767871134848248,0.03992587227490134,0.04565447771449886,0.05017269490892034,0.02981446172852474,0.03755472200739072,0.03235662910290132,0.032645707237765366,0.03699821945048763,0.03499164880430167,0.028624074112476132,0.04328010494535548,0.04865710651292692,0.040295507178253816,0.04424049128444985,0.037595663224361225,0.04412742540926814,0.03855900708334653,0.037324801366864405,0.04296659225372633,0.04572445940631837,0.030663330801106822,0.04089372476663165,0.0409209697284616,0.03836582910688417,0.030078112185938383
Internet Retail & Consumer Electronics,-0.0003647216485532706,0.0003601598215817118,0.0003304741094432669,0.0013270840070676053,8.203866201037304e-05,-0.00014203637179957494,-0.000751358123851517,0.0019177059229072645,-0.0002522506894113975,0.00034639495983426445,-0.0010473348766896439,0.0005455217230969441,-0.0009885125367482372,0.00042066871334057174,0.0003124619208081095,2.9562056643724236e-05,0.0003116944834202401,-0.00031062064804221646,0.00026431189399317645,0.0038323862682616053,0.010462662475358127,0.00010365850201704817,0.0001211116089751692,0.03197724592804799,0.03719178120215901,0.036652426854147234,0.03738109471506912,0.03794119752946722,0.04387902572806035,0.032980787416807926,0.03996506193894433,0.04184725245093538,0.04365442617087353,0.02790170559855873,0.03741051735687625,0.0281261207472012,0.032348014944526535,0.03661296090221125,0.03317624770602142,0.02418903578541137,0.04066591909113049,0.044374440107473045,0.0397981096813677,0.037595663224361225,0.04521268625192272,0.04242906109908719,0.03724571015779165,0.036128276029248015,0.04047072770694095,0.03982483302437221,0.028698535226176436,0.03992906194715562,0.03505712084727133,0.035965969077641505,0.029592136995233605
