,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,Commercial & Professional Services,Diversified Financials,Transportation,Energy Equipment & Services,Health Insurance & Managed Care,Software & Services,Utilities,"Agricultural, Timber, Packaging & Building Materials",Retailing,"Food, Beverage & Tobacco",Capital Markets,Internet Retail & Consumer Electronics,Media,Capital Goods,Healthcare Equipment & Services,"Oil, Gas & Consumable Fuels",Real Estate Services,Telecom Services,REIT,"Pharmaceuticals, Biotechnology & Life Sciences",Technology Hardware & Equipment,Automobiles & Auto Components,Consumer Durables & Apparel,Metals & Mining,Household & Personal Products,Consumer Services,Semiconductors & Semiconductor Equipment,Banks,Chemicals,Oil & Gas E&P,Insurance,Food & Staple Retailing
Liquidity,7.57469594225866e-06,-5.944239755116805e-06,-1.2985309818615351e-05,-2.5788776210399004e-05,-1.293685267722651e-05,-1.1954365252467284e-05,8.75861127750846e-05,-3.38230134810193e-05,6.590597143782864e-06,8.933327456794626e-06,-1.8518238570421425e-05,-2.815848059175665e-05,2.8162688001552792e-05,-1.7110791054588134e-05,-2.545250778803004e-05,-9.378974395277354e-06,-7.133302330701343e-07,-1.9460597586205004e-05,1.4124423174668268e-05,-5.4470360048341685e-06,5.29209057626098e-05,0.0002927779114893131,-0.00010980911148211429,3.6093090683426956e-05,8.328321912532946e-05,-0.00022655512893018454,-0.00015130992741401348,-0.00025988184452128987,-1.216103057992681e-05,0.00018239766183056504,-0.00042089046155427445,-0.00033142807621001707,6.924206483709796e-06,0.0001354689621530187,0.00013372450637269973,0.00027105856194749783,-5.5569321374147356e-05,-4.194313941774775e-05,0.00018157866506176377,-0.0005970616477520921,8.049151513536587e-05,-5.078719671304197e-05,-0.00011126973790117415,3.0236692508669325e-05,-7.308556605163366e-05,-0.0003410175553692583,-0.0001320902405192481,-4.371067890438588e-05,-0.00011945421736063417,0.00010786884364931621,-6.430295124459212e-05,-0.00027545694279689154,0.00018456037552183033,0.00019913607483883097,-2.3709005678853058e-05
Size,-1.8595875728998287e-05,-3.932124996396058e-05,-4.453377139223674e-05,8.758384584105051e-05,5.3895027136644865e-05,4.703320990591416e-06,-0.0002038813080094217,2.4056608186299413e-05,-4.3244314355917675e-05,-5.201455407433212e-06,-2.634305202222689e-05,-1.4244058422522931e-05,-9.757578237767945e-05,2.152151723348584e-05,5.9754638804788496e-05,-2.8353867840500852e-05,2.752223790704921e-05,2.6033816993536327e-05,-1.3759429067077711e-05,-7.066340613369574e-05,-5.550189626289249e-05,-0.00010980911148211429,0.0003944074124722521,0.000482822656078311,0.00044383830030895625,0.0008518294944836462,0.000601839796697216,0.00045592102158153243,0.0001460199034862586,7.395733057201282e-05,0.0010034355510808216,0.000965967135878684,0.0004289709076856848,0.0004597094461443251,0.00010645211724003372,-9.508253065786191e-05,0.00045205922545250805,0.0004497501094771191,8.370241451706263e-05,0.0010252985339025676,0.0002681147461882907,0.0004954933059032961,0.000656798259562007,-7.667342985124337e-05,0.0009342921736385397,0.0009810919504366698,0.00025055779393627636,0.0005668869643194121,0.0004130143921870407,8.835981871014517e-05,0.0010288395494577336,0.0008466943643504692,8.523712263519419e-05,0.00035641896789284736,0.0006862201762522985
Commercial & Professional Services,-0.0003263205997140463,0.00025995442515775174,0.00015928640740093633,0.00127846979677162,-1.394568454833968e-05,-0.00013217728395093834,-0.00023179858726433302,0.0015305832268322592,-0.0005622718810903385,0.00032081778508398663,-0.0010134575953660793,0.00027499228602842637,-0.0008708584086765684,0.00044897726391315856,0.0002032220594251952,0.00011652196982064966,0.0003309484247326583,-0.0001792171363796459,0.00010104466636063483,0.0031864162268143135,0.009811736260130356,3.6093090683426956e-05,0.000482822656078311,0.04030302248708341,0.041764082541331404,0.042519450791921515,0.04395579402688939,0.027157262061662177,0.03662822539071513,0.03142367843805209,0.03851386819359075,0.036369804032291314,0.029424160855976045,0.04614787505720664,0.03748649801006617,0.03575800777970193,0.03942718483196594,0.03752807286251633,0.0371700974118742,0.039996572164411,0.031625036342846066,0.03457411454956324,0.03187303317938089,0.035147013150734256,0.03609246046669797,0.03926021486399031,0.03952598692386622,0.032832345196179676,0.038360047300715204,0.03822125326128373,0.04456765447158922,0.04315538099293764,0.04030481093801734,0.036931641082358205,0.030419626974429455
Diversified Financials,-0.00015485343767810458,0.0002577542230443652,4.202215442604794e-05,0.0017323050567311495,-0.0001716401044991078,-3.400634960619258e-05,-0.00038395543608351913,0.001704968348898713,-0.0007736563350655094,0.00031011064641425936,-0.0013577629687650892,0.0002078941818933393,-0.0010988625280889867,0.0005159148331680791,0.00041727491904220825,0.00019455106060721413,0.00035448251152675,-0.00015573593925709484,0.0003095006276158209,0.0036277448929167306,0.011065361275934415,8.328321912532946e-05,0.00044383830030895625,0.041764082541331404,0.04922926404853736,0.047075460854721966,0.05012600769856058,0.02845755494610364,0.03960211762368374,0.03474792535233106,0.04211904724472278,0.038908695502141294,0.031955169288036364,0.05370720958757536,0.0405585893695016,0.04000233904759485,0.04333521825802154,0.041211490301649355,0.042622874044593306,0.04567625904270286,0.034222155752103106,0.038287117151103084,0.035439379968047004,0.03829963105111318,0.04051357240491779,0.04292993602077605,0.043935697138865575,0.036196991196421405,0.04120164115571922,0.04082324489519978,0.05278425785413596,0.047791332951195156,0.04609827741914122,0.04111987614086608,0.03227214183977746
Transportation,-0.0004186356384373608,0.00044836818310611083,4.482442505751675e-05,0.0019975580043407166,-2.1445754561790074e-05,0.00012975734122306801,-0.0013164190921115969,0.00195493582702035,-0.0009175624676798374,0.00045221361800159264,-0.0014877514250519986,0.0002882112825599873,-0.0014826320328145055,0.0006013445077020427,0.0006694312460417977,6.660472564013546e-05,0.00037942181828552616,-0.00033404402614438763,0.0004892262310972348,0.003703093168026438,0.011780005915126046,-0.00022655512893018454,0.0008518294944836462,0.042519450791921515,0.047075460854721966,0.05538944874259427,0.05370837616810841,0.028654550801847086,0.03941798007907914,0.0327446570233843,0.04481064530648937,0.042902489555628004,0.03235748290251867,0.05223119745120511,0.04253978685780379,0.03964550330728184,0.04436359662305766,0.04235157706178416,0.041846114690039446,0.046048196777142954,0.033250797161944595,0.03819061144714077,0.035680628830657236,0.03806653892997771,0.04298421856552275,0.047026241936797344,0.04555288834055283,0.03727614597786761,0.04279692505266768,0.042724092905727144,0.05292803980974993,0.05091216230795591,0.046853312533261304,0.03891456202133362,0.0343437470004834
Energy Equipment & Services,-0.00014263478594458458,0.0005144308046429848,0.0002298580285230808,0.002972278485384195,-0.0006802396771284993,0.0020383181759993712,-0.0020283385434948635,0.0014308795712238392,-0.0011111064275944485,0.0004137176484241647,-0.0019399541810448415,-4.3057262354042094e-05,-0.0017267841110380339,0.0008042426044680151,0.0016791565494428565,0.00028998032014763774,0.00036867885878168145,-0.00014137495115721342,0.0005524629465725539,0.004231898304166772,0.011478792994220147,-0.00015130992741401348,0.000601839796697216,0.04395579402688939,0.05012600769856058,0.05370837616810841,0.10690269994593485,0.028596751481200357,0.03967538227721801,0.038401004952246985,0.04958225939055246,0.042166089125917586,0.03439685757708513,0.0576797544241502,0.043824420919185855,0.040984020488392135,0.05032166973087002,0.04433425444565876,0.06737030500373425,0.05247607119311861,0.03331780763593617,0.04185837397117465,0.03803175024968128,0.04036248027978382,0.046160488750939935,0.04545233570654142,0.05901023010344047,0.03975256091889182,0.043241260746647775,0.049011744483602605,0.054476421689008445,0.056631452221606045,0.08921829725852506,0.04291254251693201,0.03331875490265144
Health Insurance & Managed Care,-0.00011712246277356445,-9.416470001889001e-05,-9.157804054533433e-06,0.0007753476422392554,-6.645705971358399e-05,4.822055152731723e-05,-0.00011939446108478689,0.001266934975727494,-0.0003297234751869601,0.00019751299514028325,-0.0005831835090426033,0.00010085173607098177,-0.00040908837111123896,0.00026859649208978116,-0.00012169375151220148,9.600283746933899e-05,0.00022829357909838447,0.00016855519885044986,0.0002584912075454909,0.002135401766549482,0.006323588865236426,-0.00025988184452128987,0.00045592102158153243,0.027157262061662177,0.02845755494610364,0.028654550801847086,0.028596751481200357,0.03281375794115369,0.026606106445935734,0.02261003449920544,0.027739532538115667,0.02623467983556456,0.021205744114732555,0.030763909765819414,0.024491426286675198,0.024151642957665684,0.02885209424291943,0.028352000689757722,0.02540846057278885,0.02891486920119852,0.02445898340616391,0.024136837599842042,0.024194766597303564,0.024765882938868142,0.025665479332205674,0.026638574246235353,0.02792782750448463,0.022598955714143887,0.02696029363662763,0.027419195508124834,0.028855711832088182,0.029402690376544253,0.026035080841716466,0.028224974878522376,0.022140185578368405
Software & Services,-0.00035961583848814695,0.0003871383637650892,5.642704236900492e-05,0.0008878951194096472,-1.0918957627247251e-05,-0.00022248923590693088,0.00012360541284696765,0.0015869377518950738,-0.00015311838119675723,0.00035987053520974353,-0.0008526410388175187,0.0005297341923991496,-0.000571917369006931,0.0003212308185168117,-7.169028304626321e-05,0.00014821514526919187,0.0002548991270298669,-0.00023795304683265852,0.00025380151263835413,0.003348239286773552,0.009915375118315237,-1.216103057992681e-05,0.0001460199034862586,0.03662822539071513,0.03960211762368374,0.03941798007907914,0.03967538227721801,0.026606106445935734,0.039240603521785,0.028317457474544082,0.03516773373451924,0.03310184261536496,0.026794205455541134,0.04367722663273653,0.037414517065705706,0.03503942255444825,0.03765385424504893,0.03588343707355236,0.035229421662310474,0.03631764748979053,0.031000171319846687,0.03148434299532593,0.0297200633375434,0.036238076701266865,0.03306973908424721,0.035717800700016115,0.037594541772661104,0.029726811754807153,0.0357462547974601,0.03920560233700611,0.04115188545376138,0.039947080273799375,0.03770975497836705,0.034731189073103304,0.027711283310705014
Utilities,-0.00021989700606346027,3.654718674636669e-05,6.626420951704335e-05,0.0009859804124411633,-0.0005201088437565725,0.0004477455771220518,0.0002874503524048768,0.0012164988867778004,-0.0008007825513716456,0.0001652702097133933,-0.00103656074232609,3.7365458490526227e-06,-0.0005514461397939804,0.0002067446499895013,0.0002741319787888432,0.0002477411561788523,0.000268739910075901,-0.0001140227170425798,4.90072929462331e-05,0.0027074530546511914,0.00805527218092679,0.00018239766183056504,7.395733057201282e-05,0.03142367843805209,0.03474792535233106,0.0327446570233843,0.038401004952246985,0.02261003449920544,0.028317457474544082,0.03711298232406749,0.03168758360894112,0.028612547988005565,0.026238238448204592,0.03942659652030807,0.028269865972704818,0.02882761220508658,0.03291922837115516,0.0307609244596055,0.035863187554512226,0.03668619607615128,0.027592677484641653,0.0337509559731409,0.02655507150547466,0.02974435419143349,0.029075570113152028,0.031303183279461126,0.0345865061661725,0.029059326860335997,0.030572778967571074,0.030070874977242538,0.037918626900380864,0.03525921863048907,0.03777064552305167,0.03355347831254848,0.024657069444749085
"Agricultural, Timber, Packaging & Building Materials",-0.00032980575970737027,0.00031413569726307307,-1.6632110891649263e-05,0.0019468315975294137,0.0001482947352739148,-4.189801638915171e-05,-0.0015830585728716367,0.0017069878235801735,-0.0007976848916387308,0.0003014993677014532,-0.0011942352880283825,7.702780953842355e-05,-0.0013350186812288206,0.0004800127811487382,0.0006252754019762049,7.438963410541367e-05,0.00038496426425338687,-0.00021922241895291696,0.00031521863224203805,0.003749559920894308,0.009691232332158529,-0.00042089046155427445,0.0010034355510808216,0.03851386819359075,0.04211904724472278,0.04481064530648937,0.04958225939055246,0.027739532538115667,0.03516773373451924,0.03168758360894112,0.04702017270983148,0.04089299401402777,0.03103122943513048,0.04681612155156329,0.03742035961895513,0.034076897191354656,0.04176960066841839,0.039561783000391176,0.03810669618619806,0.04527612804651794,0.029768225004936578,0.03617887995675013,0.034133002817944326,0.03518847087666329,0.040222572020307705,0.04411461402690541,0.043225980133528616,0.03573182506476215,0.0384434791505484,0.03894542038280866,0.04430226156188428,0.04922200486813926,0.04253613773856401,0.035366798392805245,0.032087405744120556
Retailing,-0.00046109525460193303,0.0002703765563089301,0.0002340424083946128,0.0015849686447740982,0.00030029864915510744,-0.00015187983193990585,-0.0015305683574291136,0.0017826451553967378,-0.0006796781466277124,0.00042056951520007003,-0.0010469155944469266,0.0001639927129432951,-0.0012084576688717098,0.0005258658239490317,0.0005747461005374395,-1.296602448937173e-05,0.00039138860307060013,-0.00031830867433516296,0.0002551486881316221,0.003115313375687094,0.008946451369385265,-0.00033142807621001707,0.000965967135878684,0.036369804032291314,0.038908695502141294,0.042902489555628004,0.042166089125917586,0.02623467983556456,0.03310184261536496,0.028612547988005565,0.04089299401402777,0.04413347809940072,0.029050982404975993,0.042404458324123866,0.03681991156869231,0.03271258811059573,0.03740147796563285,0.03666058748023842,0.03295791933238468,0.042707117153020294,0.028384260640714202,0.034018391419698105,0.031428083046942744,0.032977197702983144,0.037968417655295565,0.043476345292363834,0.03724843509861099,0.034495306093914005,0.03704465653066335,0.03527522600419531,0.04130993980931057,0.04434615409018392,0.036297841482288644,0.03237574655666822,0.03286530049007252
"Food, Beverage & Tobacco",-0.00019938707905340524,0.00012765506684384639,-1.4170641305893553e-05,0.0011057330821338627,-2.4343183437904617e-05,-4.966558142409505e-05,-0.0008516360940525216,0.0013342340860062433,-0.0006865641124541949,0.0002188653562631328,-0.0008762503791688522,5.883290163228817e-05,-0.000807218529986276,0.0002705892346742229,0.00041884238364207254,5.9851061272755926e-05,0.00021312147250241982,-0.00015943644033935314,0.00022444066046916754,0.0024299567847156167,0.007520138897193316,6.924206483709796e-06,0.0004289709076856848,0.029424160855976045,0.031955169288036364,0.03235748290251867,0.03439685757708513,0.021205744114732555,0.026794205455541134,0.026238238448204592,0.03103122943513048,0.029050982404975993,0.02821144676380052,0.035029906796934414,0.02808548870130664,0.026972732325679743,0.029956994127255193,0.03007655662935658,0.028169445274689064,0.03422016646873209,0.024201532217297216,0.028875949564653152,0.025844299069635833,0.026541388040681596,0.028894385322948378,0.03168442084638641,0.030675639967530213,0.028973235911760674,0.029074122169920107,0.029568677882453275,0.03302969102602639,0.03427774742781878,0.030736369723704478,0.027952357129179463,0.024777555032344547
Capital Markets,-0.00013335714568841738,0.0003748709570424646,-0.00016233295479947126,0.0020379546507600724,-0.00016092682697517208,-5.074276643602903e-05,2.2729620681184928e-05,0.001750413976247362,-0.0008295235540156469,0.00031170707475429524,-0.0016449492521363157,0.00021677242729539577,-0.0011401268658518563,0.0005525069482909406,0.00028725326226179584,0.00019930487507584493,0.00034999985605717023,-0.00014223564988061747,0.00033988867557372597,0.004151711812233796,0.013045323651697947,0.0001354689621530187,0.0004597094461443251,0.04614787505720664,0.05370720958757536,0.05223119745120511,0.0576797544241502,0.030763909765819414,0.04367722663273653,0.03942659652030807,0.04681612155156329,0.042404458324123866,0.035029906796934414,0.06359218917704587,0.04467016665989176,0.044498321938545714,0.04911481708753364,0.04495592372565187,0.04992423775892166,0.04984529871338933,0.03741958902183639,0.04171968575762821,0.03859668949515348,0.04368787639728961,0.044150940296611436,0.04683910914919673,0.05010937776955995,0.038722379119800955,0.045537620236407506,0.04571787150842897,0.06002079793697841,0.05233037488884814,0.054030433723087884,0.046252436358763506,0.03492555420034617
Internet Retail & Consumer Electronics,-0.0003520183859394977,0.00038309362758238606,0.00028727984722604126,0.0013076599447436653,0.00010124701085868312,-0.0001693883434733434,-0.0007385551582447471,0.002013439240242003,-0.000247989355278211,0.0003763393546445574,-0.0010501860103230931,0.0005521880349784253,-0.0009955154154263957,0.00041786158304645937,0.0002835261758202188,5.6027777319949955e-05,0.0003018419985347252,-0.0003487808948014603,0.0002908780912491177,0.003869086945414786,0.010546449405818266,0.00013372450637269973,0.00010645211724003372,0.03748649801006617,0.0405585893695016,0.04253978685780379,0.043824420919185855,0.024491426286675198,0.037414517065705706,0.028269865972704818,0.03742035961895513,0.03681991156869231,0.02808548870130664,0.04467016665989176,0.04542718511790534,0.03692975801959882,0.03792911583240352,0.03832411994753364,0.03523440405667184,0.039989336912889105,0.029139560764345224,0.033287800620999584,0.03276537825649725,0.036107071880884495,0.03645155447857333,0.04029980033841559,0.04073764038620651,0.032174223467899346,0.03762027504901101,0.04060313921719189,0.04215259309567349,0.04406788953974155,0.04019632812602173,0.03303037055931326,0.030126719268717236
Media,-0.0001693330305825683,0.00040740816302747157,0.00030258133886789485,0.0011857693952348615,-0.0001640337300132135,-7.481006310971367e-05,3.645282829991761e-05,0.0014766339430196136,-0.00037712141478541956,0.00027177093477183677,-0.00100391009163031,0.0004113186115099573,-0.0008071722315966432,0.00040335041989696715,0.0001631781547102616,0.0002228126960196878,0.0002983091216816685,-0.00021897099051521062,0.000267110668418105,0.003422477774168411,0.009901204203887586,0.00027105856194749783,-9.508253065786191e-05,0.03575800777970193,0.04000233904759485,0.03964550330728184,0.040984020488392135,0.024151642957665684,0.03503942255444825,0.02882761220508658,0.034076897191354656,0.03271258811059573,0.026972732325679743,0.044498321938545714,0.03692975801959882,0.03971558679497759,0.036451390231815185,0.03502680217380435,0.03632685231873573,0.03632865272937683,0.03086883285036436,0.03151389778240068,0.02903843893749923,0.03451215427698934,0.033581393562404395,0.03623756167343272,0.03741739181447384,0.03010014039725986,0.03560985553572006,0.03670819737191735,0.04207376570213567,0.03965933011705948,0.039555482505984056,0.0339475763293626,0.02772756641097408
Capital Goods,-0.00031895275359174343,0.00030413992308983215,-4.1234557633533674e-05,0.0016418897645958505,-1.949684466668673e-05,-3.596506127896426e-05,-0.00016519296987286045,0.0014498560443075216,-0.0006743935264560773,0.00036041977239003215,-0.0012771080284418677,0.00018282011652216807,-0.0008994767106901201,0.0003928639277320534,0.00017529908796309554,0.00017269677866171813,0.00034377356800735997,-0.00019190981708668912,0.0003525992863140264,0.0035545107888911268,0.011023577635377197,-5.5569321374147356e-05,0.00045205922545250805,0.03942718483196594,0.04333521825802154,0.04436359662305766,0.05032166973087002,0.02885209424291943,0.03765385424504893,0.03291922837115516,0.04176960066841839,0.03740147796563285,0.029956994127255193,0.04911481708753364,0.03792911583240352,0.036451390231815185,0.04479496480810368,0.038875559606573684,0.04130639210444899,0.04061339273073576,0.03111324752454988,0.03513280160281162,0.03313707806157487,0.03874306585490385,0.037684443140298673,0.040350796640528416,0.04365466465930977,0.03365784053616667,0.038893148157910944,0.041465582332711144,0.04595066508077808,0.045838759545146955,0.045989965353598034,0.03797074930782288,0.030614031986592814
Healthcare Equipment & Services,-0.0003984132106043792,0.0001657550984097867,0.00012354583602204927,0.0015152270496294575,-0.00013794954069642283,-3.904923139386749e-05,-0.001380944117619911,0.0020194233883619283,-0.0007788492616941672,0.00032979676020014896,-0.0012702276463572135,0.0002465535138188136,-0.0011170548947082965,0.00041532608894564354,0.00043307364269655127,9.278192247658547e-05,0.000273817002553122,-0.00031213025878947377,0.00032576010638117245,0.0035255786753707052,0.010499102243653406,-4.194313941774775e-05,0.0004497501094771191,0.03752807286251633,0.041211490301649355,0.04235157706178416,0.04433425444565876,0.028352000689757722,0.03588343707355236,0.0307609244596055,0.039561783000391176,0.03666058748023842,0.03007655662935658,0.04495592372565187,0.03832411994753364,0.03502680217380435,0.038875559606573684,0.046357147507993426,0.03677581185798884,0.04547381748919693,0.02892041882658148,0.035496610232015634,0.0374388698901493,0.03596715359264574,0.035379657959330436,0.04049418336360914,0.04003311647921862,0.03425179885754567,0.03689524227916108,0.0408775203871263,0.042382306893797836,0.045287683925371164,0.04059998237382889,0.0333167690346799,0.02985102171089872
"Oil, Gas & Consumable Fuels",-0.0002650727025634038,0.00044100876699296995,7.70831285003335e-05,0.0018495804631005483,-0.0006096355651651412,0.001161286852606752,0.0003696650703010031,0.0013492651160032102,-0.0007211613483377587,0.00024645217525516425,-0.0014858904581478906,0.00014354633946729066,-0.0007900322631540069,0.0005596119186392836,0.0005541155931217097,0.0003399953148273412,0.00030756302292079683,-1.1086624711475472e-05,0.0004026135343442731,0.0038463245097033957,0.011319241626590381,0.00018157866506176377,8.370241451706263e-05,0.0371700974118742,0.042622874044593306,0.041846114690039446,0.06737030500373425,0.02540846057278885,0.035229421662310474,0.035863187554512226,0.03810669618619806,0.03295791933238468,0.028169445274689064,0.04992423775892166,0.03523440405667184,0.03632685231873573,0.04130639210444899,0.03677581185798884,0.05885407579407311,0.04081141891274445,0.029148248601286904,0.035817697217563796,0.030790209148862806,0.03766845514588099,0.03508502014202209,0.03716607338196819,0.045891434360167016,0.03223793730718732,0.03725090316444866,0.0404334393702892,0.047272924581551475,0.042906136940573665,0.0680572554261719,0.03841410177187704,0.027093990451787467
Real Estate Services,-0.0004272671862724413,-0.0003239853911032978,-8.452001775284371e-05,0.001960173399853487,-0.00042613379765477956,0.0008694365987271498,-0.0021771630120322205,0.0025545749301856494,-0.0013539196556698867,4.815673116125489e-06,-0.0014508794451476206,0.00015490583978877728,-0.0015271912582011007,0.0006203309932248999,0.0012958725871933913,0.00029703085728124593,0.00042040805266318256,-0.0001338973648433275,0.00031010718634062024,0.003859695614540919,0.009583152025345473,-0.0005970616477520921,0.0010252985339025676,0.039996572164411,0.04567625904270286,0.046048196777142954,0.05247607119311861,0.02891486920119852,0.03631764748979053,0.03668619607615128,0.04527612804651794,0.042707117153020294,0.03422016646873209,0.04984529871338933,0.039989336912889105,0.03632865272937683,0.04061339273073576,0.04547381748919693,0.04081141891274445,0.07282601176637112,0.031861261721608115,0.04545772030636402,0.03982097129770197,0.03423938952133603,0.04140910838626139,0.04595162354460627,0.04097895298328413,0.03863160309858354,0.039637937592532015,0.03821297594602886,0.04961483819983981,0.05063622797059174,0.04544881596468252,0.037545552136766816,0.03297445182532176
Telecom Services,-8.399009201887395e-05,0.00010749974923365829,0.0003042326840616459,0.0005744733610774184,-0.00026254716661503277,-7.008264551957811e-05,0.00028580226083073503,0.0011387122795619366,-0.0004137022912896735,0.00015862676537080746,-0.00043413913840224593,0.00031016848637050354,-0.0005562768979413949,0.000376852093223606,-3.56996230294966e-06,0.00017243518141125293,0.00031458635293921957,6.38381696760267e-05,9.86644669213073e-05,0.0021763608564880996,0.006733746265888342,8.049151513536587e-05,0.0002681147461882907,0.031625036342846066,0.034222155752103106,0.033250797161944595,0.03331780763593617,0.02445898340616391,0.031000171319846687,0.027592677484641653,0.029768225004936578,0.028384260640714202,0.024201532217297216,0.03741958902183639,0.029139560764345224,0.03086883285036436,0.03111324752454988,0.02892041882658148,0.029148248601286904,0.031861261721608115,0.03823428233967235,0.028837011214774392,0.024970771165852373,0.02867810063916328,0.02851723570021001,0.028771208027195985,0.03170717518626294,0.025075579858392153,0.0302627890127795,0.029860369928896135,0.03703941162799042,0.0334594730168317,0.029248986381151074,0.032748544937939876,0.024736785392830293
REIT,-0.00037749466287114857,-4.2201826520688524e-05,0.00011063792813356027,0.001165411902986209,-0.0004091316469675891,0.00034480364941887883,-0.0007365157939082665,0.0016093235724809413,-0.0009041389323345999,0.00011457447368807998,-0.001085847659387819,0.0001634861824935288,-0.0009332569531166638,0.0003900374671581785,0.0006757111913663296,0.00023019953376531032,0.0003708975166369853,-0.0001268301918168258,0.0001462387692207219,0.003024548155649352,0.007895197228484842,-5.078719671304197e-05,0.0004954933059032961,0.03457411454956324,0.038287117151103084,0.03819061144714077,0.04185837397117465,0.024136837599842042,0.03148434299532593,0.0337509559731409,0.03617887995675013,0.034018391419698105,0.028875949564653152,0.04171968575762821,0.033287800620999584,0.03151389778240068,0.03513280160281162,0.035496610232015634,0.035817697217563796,0.04545772030636402,0.028837011214774392,0.041504408250238885,0.03147763501403368,0.03092039097255251,0.03400397087712827,0.03705776862887226,0.03657175123659491,0.032689445774245096,0.03424134292976847,0.03342758835200401,0.04097397638453231,0.04131227414348268,0.03859231601913574,0.03449614044569725,0.028307656796535935
"Pharmaceuticals, Biotechnology & Life Sciences",-0.00023101233795747624,0.000112098135833913,0.00011250162184978264,0.001462769194098752,-9.562893374893981e-05,-0.000171384732086155,-0.001270371545539554,0.0016079514150517044,-0.0005835675150396005,0.0001851917905096532,-0.0010167770552589285,8.176472959551302e-05,-0.0010736180351946874,0.00033316852291733997,0.0005021460196095725,0.0001397254496950025,0.00028244260790375207,-0.00013814971792719657,0.00019868140472963317,0.0029220121899496123,0.007813055341539742,-0.00011126973790117415,0.000656798259562007,0.03187303317938089,0.035439379968047004,0.035680628830657236,0.03803175024968128,0.024194766597303564,0.0297200633375434,0.02655507150547466,0.034133002817944326,0.031428083046942744,0.025844299069635833,0.03859668949515348,0.03276537825649725,0.02903843893749923,0.03313707806157487,0.0374388698901493,0.030790209148862806,0.03982097129770197,0.024970771165852373,0.03147763501403368,0.03926059393654737,0.030367596564682492,0.031226639809008208,0.03446133085952055,0.034278517783787,0.02976160316743331,0.03075280820462067,0.03482490421613964,0.03713744926236622,0.04011640502119903,0.0340939991908063,0.029499705153188113,0.02573285250613088
Technology Hardware & Equipment,-0.00039291576402741645,0.0005155588420177479,0.00037647946248998846,0.0009830901233889488,3.1382753403830234e-05,-0.0005111368972867648,0.0005747767971136066,0.0014063168110511539,-0.00021281642064128014,0.0003558803386238384,-0.0008220894949209344,0.00038504766119650945,-0.0005915578971568555,0.0002789747989523645,-0.00022315340068287872,0.00016091358189218477,0.0003032137722594482,-0.0002718359852260374,0.0002972472036598208,0.003617075301640438,0.011290202286710687,3.0236692508669325e-05,-7.667342985124337e-05,0.035147013150734256,0.03829963105111318,0.03806653892997771,0.04036248027978382,0.024765882938868142,0.036238076701266865,0.02974435419143349,0.03518847087666329,0.032977197702983144,0.026541388040681596,0.04368787639728961,0.036107071880884495,0.03451215427698934,0.03874306585490385,0.03596715359264574,0.03766845514588099,0.03423938952133603,0.02867810063916328,0.03092039097255251,0.030367596564682492,0.04332048241559059,0.03119551585813038,0.03605965899883256,0.040136929305845316,0.02976859939728337,0.0345731790418188,0.04592995085520243,0.03958107470355807,0.04033217816918179,0.04088249059038834,0.032128800706972466,0.027465529370514406
Automobiles & Auto Components,-0.00010472573294846273,0.00026114928679067255,-9.4171978387587e-05,0.0018278503917407165,5.920992340488331e-05,0.0001369132711248097,-0.0016016461395796594,0.001681731324322753,-0.0007203340142056084,0.00031631002749813353,-0.0011604293346188113,-1.5865041618593556e-05,-0.0012977403521103035,0.0004917289371369844,0.0006353081590831518,-6.054717831134064e-05,0.00037497024781747154,-0.00015633541047136565,0.00042028477303412444,0.0033264137681562164,0.0088518710637557,-7.308556605163366e-05,0.0009342921736385397,0.03609246046669797,0.04051357240491779,0.04298421856552275,0.046160488750939935,0.025665479332205674,0.03306973908424721,0.029075570113152028,0.040222572020307705,0.037968417655295565,0.028894385322948378,0.044150940296611436,0.03645155447857333,0.033581393562404395,0.037684443140298673,0.035379657959330436,0.03508502014202209,0.04140910838626139,0.02851723570021001,0.03400397087712827,0.031226639809008208,0.03119551585813038,0.04639787572372206,0.04116180139097836,0.03850003666534882,0.03339409793612548,0.03680458863467715,0.03615084351614979,0.044372477754901,0.04499128495944787,0.03987506102151864,0.03347829161193022,0.03050547863171167
