,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,Automobiles & Auto Components,Household & Personal Products,Health Insurance & Managed Care,Energy Equipment & Services,"Oil, Gas & Consumable Fuels",Healthcare Equipment & Services,Insurance,Metals & Mining,Telecom Services,Capital Markets,Banks,Internet Retail & Consumer Electronics,"Food, Beverage & Tobacco",Food & Staple Retailing,Oil & Gas E&P,"Pharmaceuticals, Biotechnology & Life Sciences",Capital Goods,Technology Hardware & Equipment,Consumer Services,Retailing,Consumer Durables & Apparel,"Agricultural, Timber, Packaging & Building Materials",Diversified Financials,Software & Services,Chemicals,Media,Real Estate Services,Transportation,Commercial & Professional Services,Utilities,Semiconductors & Semiconductor Equipment,REIT
Liquidity,7.868621457393184e-06,-4.7237782825691055e-06,-1.6806045550417213e-05,-2.787819199842175e-05,-1.2337569742897126e-05,-1.2321205679945024e-05,9.35774863363144e-05,-3.427102523860263e-05,7.40521184361413e-06,8.230836052817726e-06,-1.644361149644037e-05,-2.8115262464139e-05,3.24032649989746e-05,-1.7354733708489764e-05,-2.8704940550524358e-05,-7.049323460855922e-06,-1.3986427413849832e-06,-1.939733705620612e-05,1.8043320245137683e-05,-1.0037000653237535e-05,4.784178691647145e-05,0.0002898706083610954,-0.00010873432076930208,-0.00011904591573553117,-7.196796602328034e-05,-0.0002446508647212059,-0.00021335093477599682,0.00015800701658201752,-6.361714933090323e-05,0.00015865857941779445,-0.00018912949914204905,6.828429345459236e-05,0.0001068816981576141,-9.884502885273699e-05,0.00010144484934683916,-1.0665967937222443e-05,-3.485232166820631e-05,0.0001600943777456087,-0.00011874149094782415,-7.902995209577023e-05,1.7804086721462914e-05,-0.00013636166104711534,-0.0003422329077685719,-0.00035922425759566745,-0.00046047209508398254,4.754018797364482e-05,-4.6668155967073926e-05,-0.00032961973388582295,0.0002464385361034912,-0.0006145258561043003,-0.0002750134644939057,-2.473724742492518e-06,0.00017843710608976513,0.00011440433214998904,-8.589688758018892e-05
Size,-1.6492659793589485e-05,-4.217183665349221e-05,-4.268534422402777e-05,8.767404443047104e-05,4.9248016318083996e-05,7.3142984331573865e-06,-0.00019412708253444357,2.3019537437552928e-05,-4.401788293663316e-05,-7.231009073589599e-06,-2.427662108855298e-05,-1.5597378777876418e-05,-9.525594338022566e-05,2.1043899371829684e-05,5.871957846928737e-05,-2.5523559388390053e-05,2.4534001708216067e-05,3.103364094090508e-05,-1.2719437217215526e-05,-7.049162365893289e-05,-6.317160109796603e-05,-0.00010873432076930208,0.0003907525614528974,0.0009210301274805069,0.0005251236200992335,0.00039085817207201604,0.0005626686230809878,7.009201907527114e-05,0.00038867828776720714,0.00034987116968461133,0.000259053495812964,0.000254355137912225,0.00042009074848869336,0.0009752353507437641,0.00010911117183070226,0.0003863900523189976,0.0006669237923473906,4.577258892184545e-05,0.0006172152115412532,0.0004353478749693355,-9.241935883482584e-05,0.0003684739987041384,0.0009196544901037774,0.0009354527332821192,0.0009665857488667751,0.0004289731008097441,0.00011583645166627516,0.0008168445267719391,-0.00011891401284532851,0.0009891943539334957,0.0008246230791957338,0.0004503828543860847,7.76366265288619e-05,2.8915121454162083e-05,0.000455137757573105
Automobiles & Auto Components,-0.00012049278677019225,0.00024616933499796705,-4.171017265022453e-05,0.0018375438847972052,6.390963142874038e-05,0.0001592734273495702,-0.0017445039584664806,0.001682837848968767,-0.0007192435257303694,0.0003185380849237096,-0.0011829134582916746,-5.640996724864594e-06,-0.0013650417963085007,0.0005042155098118773,0.0006962413251565937,-0.00011403187809196323,0.0003892112274407946,-0.00016582462741123453,0.0003340939233835692,0.0033599816710330574,0.008875690310273155,-0.00011904591573553117,0.0009210301274805069,0.046427052497759844,0.03359859508134189,0.025395319845084648,0.0468478904591081,0.03513120802324841,0.035500008957713616,0.033643224199280175,0.038832864144313785,0.02824435019947414,0.04409786502080184,0.044512502565274746,0.03639204593740379,0.029027589256089087,0.030233899364184417,0.04010132993158351,0.030980666377123114,0.03757020732422984,0.031054211755877643,0.03676217903058137,0.03779499592372637,0.041055794587566065,0.0405312998007977,0.040519676033519046,0.03337994457520764,0.04539285596579195,0.03350718369244041,0.04144712800602167,0.043282523508656065,0.03636336940749279,0.028585094990818533,0.0358312512706795,0.03432810196061253
Household & Personal Products,-0.0004705375451934935,0.00019227914406566674,0.00044913056070677735,0.0014397177503523552,4.503035715513436e-05,-5.187235515206527e-05,-0.0016472445770859938,0.0015880116451638662,-0.0007677561897047996,0.0003211782506107566,-0.0010492824462335468,0.0001430528031510785,-0.0012219745381367028,0.0004539802058630807,0.001007957522655895,4.750587805420699e-05,0.0003230220400109198,-0.00037065237542449365,3.458226831661864e-05,0.0027823291995709115,0.007887436131875612,-7.196796602328034e-05,0.0005251236200992335,0.03359859508134189,0.03895682894858106,0.023064229269404296,0.040783802457856386,0.0324078764552512,0.03490910962881773,0.03097757189747474,0.03350817698113775,0.025020895241098552,0.03910159803441131,0.0371014774735545,0.0321650633264009,0.02942531679335482,0.027578532007022295,0.03619652563515919,0.02978838059686785,0.03372674247037592,0.029885929710876235,0.033759811442671185,0.034632971654936257,0.03787822192114619,0.03626251702554637,0.036373069799215375,0.030376590284332736,0.04148142485614763,0.03037736748273924,0.03881500409221913,0.03780766524386565,0.03340787033257332,0.02855191739082146,0.03325661799168044,0.033278155332654304
Health Insurance & Managed Care,-0.0001426637883494179,-3.899149864670494e-05,-6.375737323055506e-06,0.0007362016937301492,-4.360002974952847e-05,4.9386901394933315e-05,-0.00024062983676865043,0.0012440686758837627,-0.00028418632518802247,0.00019636640427362777,-0.0005948145072334228,0.00013728773608346104,-0.00041834559918797054,0.0002787711624957906,-0.00011504122698274647,5.630074131296153e-05,0.00025971695019243006,9.185106086502434e-05,0.0002237261796395709,0.0021397296725386675,0.006555429456345813,-0.0002446508647212059,0.00039085817207201604,0.025395319845084648,0.023064229269404296,0.03378124755269431,0.02916984731657266,0.025570859892233764,0.02904043427229964,0.02810678173171164,0.027451354798754893,0.02451203569605161,0.03119190705241979,0.02942936575640345,0.024371122489546135,0.02174287139507696,0.02187821498355192,0.026915208182629394,0.024210706642968923,0.028855638024963923,0.025098770019807766,0.02750208749240613,0.026342484310556778,0.02677522761565996,0.027815840361057116,0.02849639204350529,0.027108602968894103,0.029473084044558936,0.024490740318798606,0.02905596829076007,0.028793091580312805,0.027536667524163266,0.022335253574480136,0.028039667229038282,0.024481678417554702
Energy Equipment & Services,-0.00018308053656655848,0.000522683542932736,0.000323582930066729,0.0029724577937814555,-0.0006464571838204007,0.0020349192241413297,-0.0023456290507999885,0.0014504423849738283,-0.0010861647057671744,0.00042836164740444596,-0.0019896140804245934,-2.0948274708383116e-06,-0.0018558636997635443,0.0008284481185124196,0.0017727792707215651,0.00017476988896402175,0.0004186669133179253,-0.00020516974165665555,0.00039323670693726674,0.004339039128206647,0.011731002205022205,-0.00021335093477599682,0.0005626686230809878,0.0468478904591081,0.040783802457856386,0.02916984731657266,0.108066942007745,0.06752302596310969,0.04539090416457252,0.043600920370168036,0.05966997898850437,0.033383309188983114,0.058353140619878556,0.055614255992034324,0.044185296356439335,0.03527501021010657,0.03321994649004796,0.08979171953197325,0.03809686431078624,0.050598105849452346,0.040680991529791585,0.04400874982006449,0.04252277796354764,0.04598179273404424,0.050679041003701325,0.05070701085198377,0.04092747318852082,0.057929307229002996,0.04153110527709176,0.05304407319006923,0.05487538332513002,0.04510917090887958,0.0377896023579674,0.04917909976770071,0.04300824511191518
"Oil, Gas & Consumable Fuels",-0.0002701518940594061,0.00043134821600508406,0.00012603147942013215,0.0018367907449958335,-0.0006207744071142173,0.0011798390688525027,0.0002469217620825831,0.0013316174739419519,-0.000699532986497621,0.00022885597811366643,-0.0014829984607061064,0.000160098579156192,-0.0008310737005367901,0.0005684744401239393,0.0005872905615001041,0.0003020282967182736,0.0003133904823555566,-1.7031909762423487e-05,0.0003359211142769121,0.003859875594934443,0.01137871995718293,0.00015800701658201752,7.009201907527114e-05,0.03513120802324841,0.0324078764552512,0.025570859892233764,0.06752302596310969,0.05849295844044881,0.03684178494202784,0.03845302218951982,0.04584154143412158,0.029060128543639863,0.04984220687899438,0.047389501629457126,0.03526266862457981,0.02830483311749842,0.02677843589165948,0.06792861653492746,0.03044289079108514,0.04118901007110035,0.037618501117836135,0.037292505035038344,0.03274377072075502,0.036993099319574604,0.03821211758722144,0.042622520814352687,0.03553020131874104,0.043106836031909936,0.03630287030283766,0.04076105670019529,0.04208032918995838,0.037402109694233625,0.03540624965545555,0.04004994175061552,0.035911147523158875
Healthcare Equipment & Services,-0.0004388279604926898,0.00022564613531888883,0.0001578157420667827,0.0015010178311779942,-5.674038517008396e-05,-8.382773033040093e-05,-0.0016235648207756138,0.002020368652425762,-0.0007455876171911527,0.0003770887203119307,-0.0013182361981742227,0.00028245171592381445,-0.0011953154561158091,0.00042497268290812455,0.0004914140203419329,2.2694123399454444e-07,0.0003341469681139051,-0.000423746251747814,0.00023139022173755775,0.003575332492664259,0.010614365602517821,-6.361714933090323e-05,0.00038867828776720714,0.035500008957713616,0.03490910962881773,0.02904043427229964,0.04539090416457252,0.03684178494202784,0.04716289976480489,0.03341910685226742,0.040057987901762,0.028810262975630614,0.04538409512886788,0.0431014361851718,0.038112821408656,0.030706757234254273,0.02971878401774457,0.0412542342268377,0.03760334223551183,0.038862428366324406,0.03597650132386109,0.03748460640933212,0.03700348824768523,0.040864518756803345,0.04016632592649428,0.04127081008505584,0.036537612373030624,0.045897489662804374,0.03537109348611498,0.045550744328359295,0.042833794078474666,0.03811625014444147,0.03010742582643132,0.04146478403886427,0.03621210472171458
Insurance,-9.824018084411552e-05,0.00011881626969929836,-0.00013531642892112173,0.0011500330100532718,-0.00035644912828756606,0.00012745226215722942,0.0004914427089668938,0.0012554635325369061,-0.0007023845936394103,0.0001348644563167521,-0.0010275554713097036,0.00014972682959473528,-0.0006012879300439527,0.0004963416364157462,0.00011988834805506127,0.0002292992994163772,0.0002977845232470057,0.00013810353959346934,-2.717965942953907e-05,0.002567223115304676,0.008180613048962957,0.00015865857941779445,0.00034987116968461133,0.033643224199280175,0.03097757189747474,0.02810678173171164,0.043600920370168036,0.03845302218951982,0.03341910685226742,0.04459479850138906,0.03826706120041076,0.032506830016635194,0.04619590374512433,0.045470640780136046,0.033073962280365334,0.02809280872037424,0.02794173580058699,0.040892725624276795,0.029184637907289916,0.03789632491069136,0.032107495194210904,0.036100201177432865,0.03219509645715066,0.03426850610223217,0.035618885192219396,0.04115396757986491,0.0350415922602587,0.03957693370400847,0.033895147185541194,0.037688320776233124,0.039224552417839995,0.03718676303558601,0.0331113276239166,0.03232282347838065,0.03471885524280089
Metals & Mining,-0.00012862792498586107,0.0005136155970184382,0.00012433752216720533,0.002036665817120705,-0.00038272084346136604,0.00047557785336388236,-0.0009238108009406705,0.0019869873161287143,-0.0005083244418673957,0.00043385504744567247,-0.0015481821192726032,-4.1382125130970274e-05,-0.0012211652539773033,0.0004068470360110456,0.0004404564868599472,0.0001375185804060936,0.0004269086920772406,-0.0003960022640729776,0.0002750891514613505,0.004169584024762702,0.011527900724200357,-0.00018912949914204905,0.000259053495812964,0.038832864144313785,0.03350817698113775,0.027451354798754893,0.05966997898850437,0.04584154143412158,0.040057987901762,0.03826706120041076,0.06547001340373763,0.03139034012066901,0.04998841689161231,0.04807081497838403,0.04073775590583861,0.03078861801315778,0.030832520186185104,0.0542558291365816,0.033947682876702696,0.04350382399281476,0.03985249179435949,0.039360376471877415,0.03709854196037783,0.04196627475193219,0.0436199315523969,0.04399385274975469,0.03790526705703272,0.05101821128034558,0.037291260933680036,0.04109230878017851,0.04598475636066504,0.03983235055703354,0.0340073968515882,0.045573860296740196,0.03693922180442591
Telecom Services,-8.776848571828294e-05,0.00010371586325757539,0.00031035790968616893,0.0005675287738064557,-0.0002767475665483902,-3.348870651571428e-05,0.00023435685865383615,0.0011199917786701263,-0.00039894403584827696,0.000137065641894502,-0.0004316605438378262,0.00031428278774398916,-0.0005623769434528743,0.0003840466161769773,9.60243575524313e-06,0.00015749034363356216,0.00031198386604077127,6.49417375603071e-05,7.533846504998248e-05,0.0021624844684469805,0.006787707742619427,6.828429345459236e-05,0.000254355137912225,0.02824435019947414,0.025020895241098552,0.02451203569605161,0.033383309188983114,0.029060128543639863,0.028810262975630614,0.032506830016635194,0.03139034012066901,0.037803666900723266,0.037197917767102504,0.03688156165994509,0.028920901977427454,0.024161202167807795,0.024353676417438637,0.029445661642115154,0.02460072457315646,0.030874495585588583,0.028579527378100468,0.030116102262900405,0.028057874542666922,0.028481592150359024,0.029562620013769005,0.03398744860600492,0.030956068132986077,0.03325245007132551,0.03063900914900445,0.031725184126456925,0.03307548330820468,0.031525215516891816,0.027246932261632807,0.029606439200094436,0.028703208100832118
Capital Markets,-0.0001600577856660037,0.0003943421199242658,-0.00011928856885495808,0.0020186793633519625,-0.0001359729200349392,-3.966666781434202e-05,-0.0001735907093291962,0.0017419033838190726,-0.0008010670541813018,0.0003188506568986994,-0.001662255910799489,0.00024243524141248697,-0.0011969849207086965,0.0005647365576922393,0.0003379984355474199,0.00013324317159823298,0.0003810050888685782,-0.00019585086422562988,0.00025818795396577356,0.004173798546768075,0.013129853569431032,0.0001068816981576141,0.00042009074848869336,0.04409786502080184,0.03910159803441131,0.03119190705241979,0.058353140619878556,0.04984220687899438,0.04538409512886788,0.04619590374512433,0.04998841689161231,0.037197917767102504,0.06355423358263092,0.06025214022635454,0.044479479646795946,0.0353825275475288,0.03458996248408748,0.05445750687986843,0.03841620520240463,0.04893590304785507,0.04362522412638212,0.04575205665966718,0.042355295096747875,0.04682319917476565,0.04706572545905585,0.05358772306717157,0.044092763688688905,0.052626324298812956,0.04453346264221811,0.04985779112111395,0.05245488506371508,0.04647315680498713,0.03880304939682962,0.04577424572692906,0.04208852693833102
Banks,5.523114417092563e-05,0.0003102087971560136,-0.00032644148982094055,0.0023428459165848693,-0.00011036298477319766,-9.122195739698824e-05,-0.000653389924076307,0.0018848004048958975,-0.0009553982362201475,0.00021075670505259266,-0.001755425337145738,0.0001356464139659634,-0.0013296655738391494,0.0006572875691262282,0.000542567237060017,5.852479094618648e-05,0.0003689754035134755,-2.7093584464444994e-05,0.0002459338703378461,0.0036873856771493145,0.013042806007698074,-9.884502885273699e-05,0.0009752353507437641,0.044512502565274746,0.0371014774735545,0.02942936575640345,0.055614255992034324,0.047389501629457126,0.0431014361851718,0.045470640780136046,0.04807081497838403,0.03688156165994509,0.06025214022635454,0.068794167876175,0.04210503467198478,0.03360491006925383,0.03408035752533339,0.05091039500162354,0.037102898238918325,0.04596499088922363,0.039702900193804624,0.04407584006452644,0.041427139421882156,0.04565199638411905,0.04486482471489745,0.052854829055664576,0.04185643603327288,0.050877742158375816,0.04230406036851267,0.049856026139676754,0.0533891467478181,0.045166186498670685,0.03731776118567695,0.040762479665537,0.0416198235416324
Internet Retail & Consumer Electronics,-0.00034960130819389413,0.00035025180525012937,0.0003218240678617098,0.00131208751385135,5.868417942840085e-05,-0.0001040134900554311,-0.0008101008234132301,0.001985478258658479,-0.0002489851395285092,0.0003389244119874827,-0.0010426599750204364,0.0005503033564039308,-0.001024486250312175,0.00043181441442899403,0.0003180815297902064,3.470880461036701e-05,0.00029523684150532873,-0.0003158474436548978,0.00023668727639937327,0.003849266710798955,0.01057874545515692,0.00010144484934683916,0.00010911117183070226,0.03639204593740379,0.0321650633264009,0.024371122489546135,0.044185296356439335,0.03526266862457981,0.038112821408656,0.033073962280365334,0.04073775590583861,0.028920901977427454,0.044479479646795946,0.04210503467198478,0.04518026675480614,0.028070641671073305,0.029702858250307964,0.04041711286966109,0.03223054790929901,0.03775926836562726,0.03601069777580335,0.037402260713031425,0.036380677073829054,0.03990937211273544,0.03737134639605443,0.040485867005710836,0.037498856465618985,0.04406827281079474,0.03668155670446688,0.040007822282962104,0.04255250132385307,0.03754728407851576,0.02799157578748258,0.03996950961920285,0.03331361888628982
"Food, Beverage & Tobacco",-0.0002252467957838487,0.00015878328753742132,2.481911740870734e-05,0.0010986979685067854,7.899135684025366e-06,-5.7435984722909146e-05,-0.0010254970045182128,0.001330196281226128,-0.000660441705372021,0.00023650246510634486,-0.0009051394596097417,8.747143471903414e-05,-0.0008646999447491737,0.00028194797627114455,0.00046163381262048336,-1.469385239630199e-06,0.0002492217010140925,-0.00022186468423826094,0.00015051813496813878,0.0024722560631815884,0.007654970025292092,-1.0665967937222443e-05,0.0003863900523189976,0.029027589256089087,0.02942531679335482,0.02174287139507696,0.03527501021010657,0.02830483311749842,0.030706757234254273,0.02809280872037424,0.03078861801315778,0.024161202167807795,0.0353825275475288,0.03360491006925383,0.028070641671073305,0.02859379609699139,0.024607020490617307,0.03134169532591336,0.025899533631312466,0.030020820682427788,0.02667686543788516,0.0294987633004319,0.029207132792498487,0.03189071501556914,0.031464157070030724,0.03210048157061768,0.02736917412186979,0.034779172998731796,0.027251136022592968,0.03436609878444895,0.03280492264608913,0.029921732286260737,0.02579962837366106,0.029870942314038574,0.029371379821459723
Food & Staple Retailing,-0.00036318262431147,-2.4858839682775935e-05,8.793389127951924e-05,0.0010516282818452342,0.00017746128641605113,-4.112706723987779e-05,-0.0006711244908280345,0.0012719408071336863,-0.0005469910005419202,0.00025590235166035407,-0.0008633280323336997,9.425420465768373e-05,-0.0008347821481991765,0.000332999691904972,0.0003213318532958108,-6.191874327546979e-05,0.00035566641752127497,-0.00018539278980280247,0.00013627262797535653,0.002731757134103488,0.007014461941156181,-3.485232166820631e-05,0.0006669237923473906,0.030233899364184417,0.027578532007022295,0.02187821498355192,0.03321994649004796,0.02677843589165948,0.02971878401774457,0.02794173580058699,0.030832520186185104,0.024353676417438637,0.03458996248408748,0.03408035752533339,0.029702858250307964,0.024607020490617307,0.031308377367925286,0.02915603253046914,0.025521338465445652,0.030232403017319026,0.027080538727579984,0.03056248239656246,0.0325744834220222,0.03292139074912036,0.0319234484874449,0.03190194656685753,0.02751728812790348,0.035354487358590946,0.02744943364904946,0.03262152569282339,0.034082650925650326,0.03019682124035456,0.02416964458015869,0.028896860478836644,0.0281922287471963
Oil & Gas E&P,-0.00036149663227440937,0.0005785309233351232,0.00023841483773451766,0.0025102219811617235,-0.0008326512012417659,0.001993924505173656,-0.0006475565680724526,0.0017341484203804397,-0.000877354248259625,0.00029333013785970576,-0.0019305658770548651,0.00016515790812506322,-0.0013058144389406353,0.0007750002045907021,0.0010616684669517307,0.00031796320683083083,0.0003660120312401479,-0.00012518222436213393,0.00044934119180189004,0.00428908384061841,0.012616391376628813,0.0001600943777456087,4.577258892184545e-05,0.04010132993158351,0.03619652563515919,0.026915208182629394,0.08979171953197325,0.06792861653492746,0.0412542342268377,0.040892725624276795,0.0542558291365816,0.029445661642115154,0.05445750687986843,0.05091039500162354,0.04041711286966109,0.03134169532591336,0.02915603253046914,0.09250847073641438,0.0339188414468746,0.04614461424201282,0.041220821108028105,0.04070567523991706,0.036340567673147146,0.040950973639081734,0.04300207790300967,0.046442274029472944,0.038584464426500834,0.04984136259759894,0.03992990529129651,0.04576285798611048,0.0475103331147993,0.04105175402688588,0.037362886845771465,0.046673569095778016,0.03914110429857039
"Pharmaceuticals, Biotechnology & Life Sciences",-0.00025653967341245017,0.00015446837380239,0.00011930075549980863,0.0014432815377889451,-2.6426248324044556e-05,-0.0002224777406238786,-0.0013942596698885328,0.00160667120936751,-0.000569052129438137,0.00023139142001274052,-0.0010420414999558862,9.812644587190734e-05,-0.001107714528239434,0.00033012970991101834,0.0005275983583636491,8.513948726566656e-05,0.0003209807392815306,-0.00021506771334919484,0.00015542066067532724,0.0029167237175687115,0.007746773768332227,-0.00011874149094782415,0.0006172152115412532,0.030980666377123114,0.02978838059686785,0.024210706642968923,0.03809686431078624,0.03044289079108514,0.03760334223551183,0.029184637907289916,0.033947682876702696,0.02460072457315646,0.03841620520240463,0.037102898238918325,0.03223054790929901,0.025899533631312466,0.025521338465445652,0.0339188414468746,0.03910572148654789,0.032757205087521654,0.029974114988291868,0.030751915280694278,0.031441891241551896,0.034446684125326504,0.03416652226733708,0.035050003662855246,0.02967490968359331,0.04005644353830765,0.02891988580370963,0.03943450397349913,0.03553067957160426,0.03180409806042718,0.025919216258555658,0.034946973382584325,0.03158306386516222
Capital Goods,-0.00032552170924068366,0.000296405000681038,-6.910590910428524e-06,0.0016306023391499495,-3.119293695055325e-05,-3.6053976281874227e-09,-0.00027485963175889267,0.0014360339809856208,-0.0006590992372779457,0.00034480581743216927,-0.0012775305884419799,0.0001937094218038148,-0.0009335924315715915,0.00040447971745395005,0.0002120077467356182,0.0001369738868384757,0.00035099431127096634,-0.00019649349542792154,0.00029537631310919685,0.003553764505502003,0.01105023429512322,-7.902995209577023e-05,0.0004353478749693355,0.03757020732422984,0.03372674247037592,0.028855638024963923,0.050598105849452346,0.04118901007110035,0.038862428366324406,0.03789632491069136,0.04350382399281476,0.030874495585588583,0.04893590304785507,0.04596499088922363,0.03775926836562726,0.030020820682427788,0.030232403017319026,0.04614461424201282,0.032757205087521654,0.0445058375499092,0.03857789524699653,0.03880504669226692,0.037107927283298085,0.04009759835698828,0.04172888053430432,0.04318739021293312,0.03778510270183066,0.04585590792986274,0.036307818954866185,0.04055295906242907,0.04438392238227596,0.039499279629622554,0.032468037744471656,0.04110152363921886,0.03521055048339065
Technology Hardware & Equipment,-0.0003938719049035609,0.0005091807168379032,0.0003963554001689243,0.000967801439959566,8.219798174795313e-06,-0.00045899836367389787,0.00048727436709241435,0.00138176672252874,-0.00019144809015862445,0.000328729978255359,-0.0008200104201593907,0.00039659195897849336,-0.0006083171255042802,0.00029208029226227537,-0.00019776413341116052,0.00013697346914444433,0.00030450401746496853,-0.0002737958692847372,0.0002541906575678793,0.0036134641846275557,0.011358935366686574,1.7804086721462914e-05,-9.241935883482584e-05,0.031054211755877643,0.029885929710876235,0.025098770019807766,0.040680991529791585,0.037618501117836135,0.03597650132386109,0.032107495194210904,0.03985249179435949,0.028579527378100468,0.04362522412638212,0.039702900193804624,0.03601069777580335,0.02667686543788516,0.027080538727579984,0.041220821108028105,0.029974114988291868,0.03857789524699653,0.043176881374337374,0.03461457473108009,0.032691381340389576,0.03579469248520028,0.03510890168633497,0.03822956638584527,0.03640541523143563,0.0402730589535774,0.03445030952244664,0.0342227848670296,0.03812219985559634,0.03526167424482929,0.02941317066357648,0.045558608292352594,0.03094030308284617
Consumer Services,-0.00037279730959510917,0.0002780803176810738,0.00019370417566867045,0.0014292815693205782,7.459975737102384e-05,-0.00011274853598677872,-0.0005696824512126281,0.0016048020934726552,-0.0005092840552999438,0.0003813081050873706,-0.0011348315925928446,0.00030346129742247444,-0.0009696531041142975,0.0004884221047747754,0.00031313639378681467,-1.047828546116142e-05,0.00037729016145407273,-0.0002496876087041321,0.00023094947979977214,0.0033897333087430023,0.010225554502348853,-0.00013636166104711534,0.0003684739987041384,0.03676217903058137,0.033759811442671185,0.02750208749240613,0.04400874982006449,0.037292505035038344,0.03748460640933212,0.036100201177432865,0.039360376471877415,0.030116102262900405,0.04575205665966718,0.04407584006452644,0.037402260713031425,0.0294987633004319,0.03056248239656246,0.04070567523991706,0.030751915280694278,0.03880504669226692,0.03461457473108009,0.042485901995332906,0.037102138060498155,0.04022974374109559,0.03874879560764675,0.04118562882976263,0.03620510785356682,0.04356180420786891,0.03575355251927077,0.03977775407861583,0.04303387616132058,0.038729198328195304,0.03007121853246194,0.038129344054074706,0.034705476673372614
Retailing,-0.00048526021868147375,0.0003068434143860796,0.00025329552269449685,0.001571779035787547,0.0003574086435343051,-0.00019378788217918732,-0.0016806901694224627,0.0017806522557645569,-0.0006630109566437387,0.0004581425428062839,-0.0010776101991450888,0.0001837970563858435,-0.001256786504495531,0.0005244063496894926,0.0006111762628875755,-7.383891290620619e-05,0.00042998812129092697,-0.0003917225231326419,0.00019384679981445014,0.003125943090846215,0.008924085949076118,-0.0003422329077685719,0.0009196544901037774,0.03779499592372637,0.034632971654936257,0.026342484310556778,0.04252277796354764,0.03274377072075502,0.03700348824768523,0.03219509645715066,0.03709854196037783,0.028057874542666922,0.042355295096747875,0.041427139421882156,0.036380677073829054,0.029207132792498487,0.0325744834220222,0.036340567673147146,0.031441891241551896,0.037107927283298085,0.032691381340389576,0.037102138060498155,0.04401833489479755,0.04342479990180433,0.04102219154044299,0.038657610446250996,0.033239138989249226,0.0444738818254293,0.03268090677283852,0.04246704313489747,0.042880649703896725,0.03645657557157738,0.02798654881847922,0.03544108679159077,0.034273371650958576
Consumer Durables & Apparel,-0.00043347758603263863,0.0004990395191018322,0.0002356692635533957,0.0018862823545973384,0.0002545338635881346,-9.340484063786256e-05,-0.001840150236593241,0.002232843632113056,-0.000767555297348005,0.00041309660700305226,-0.0013168586856034184,0.0002518083065421553,-0.0015687908190811183,0.0005543461059009402,0.0006968115244782508,-6.72303972989036e-05,0.00045836274777490935,-0.00040946033534188783,0.00019010317307677178,0.003652180052200235,0.010688792665096036,-0.00035922425759566745,0.0009354527332821192,0.041055794587566065,0.03787822192114619,0.02677522761565996,0.04598179273404424,0.036993099319574604,0.040864518756803345,0.03426850610223217,0.04196627475193219,0.028481592150359024,0.04682319917476565,0.04565199638411905,0.03990937211273544,0.03189071501556914,0.03292139074912036,0.040950973639081734,0.034446684125326504,0.04009759835698828,0.03579469248520028,0.04022974374109559,0.04342479990180433,0.04972899872796703,0.04433132956902191,0.042727337539255096,0.035953005583867916,0.04948944399274527,0.0362260137989526,0.045767240875150196,0.04709777565239734,0.03943660318187748,0.030641691547989652,0.040718740378078745,0.037383699129927776
"Agricultural, Timber, Packaging & Building Materials",-0.0003610586856974243,0.0003293241598514844,4.3438596982262486e-05,0.0019535643848553005,0.00019251546224270414,-5.2721772572258506e-05,-0.0018184105238744294,0.0017191574387577229,-0.0007882725151817083,0.0003341240790174008,-0.0012406412345016158,0.000101428245421055,-0.0014313462048360093,0.0004926867622131,0.0007034118850192047,-1.3233881264318529e-05,0.0004279710026810956,-0.00028156496043523513,0.00020578777491929976,0.0038026074283204884,0.00976038516980924,-0.00046047209508398254,0.0009665857488667751,0.0405312998007977,0.03626251702554637,0.027815840361057116,0.050679041003701325,0.03821211758722144,0.04016632592649428,0.035618885192219396,0.0436199315523969,0.029562620013769005,0.04706572545905585,0.04486482471489745,0.03737134639605443,0.031464157070030724,0.0319234484874449,0.04300207790300967,0.03416652226733708,0.04172888053430432,0.03510890168633497,0.03874879560764675,0.04102219154044299,0.04433132956902191,0.04759195965901455,0.04226099606261618,0.03576987526741196,0.04993905271471757,0.034275199064243776,0.045459600460601324,0.04538257505941543,0.039073126825746846,0.03106964379622342,0.039039762161854764,0.03688110253184354
